Name of program,Type of program,Program code,Quota,Matched
Northeast Iowa Med Ed Fdn,Family Medicine,3079120C0,6,6
Siouxland Med Ed Fdn-IA,Family Medicine,3022120C0,6,6
U Iowa Hosps and Clinics,Anesthesiology,1203040C0,15,15
U Iowa Hosps and Clinics,Dermatology,1203080A0,5,5
U Iowa Hosps and Clinics,Emergency Medicine,1203110C0,9,9
U Iowa Hosps and Clinics (Continued),Family Medicine,1203120C0,6,6
U Iowa Hosps and Clinics (Continued),Internal Medicine,1203140C0,23,23
U Iowa Hosps and Clinics (Continued),Medicine-Preliminary,1203140P0,3,3
U Iowa Hosps and Clinics (Continued),Med-Prelim/Ophthalmology,1203140P2,5,5
U Iowa Hosps and Clinics (Continued),Neurological Surgery,1203160C0,2,2
U Iowa Hosps and Clinics (Continued),Neurology,1203180C0,8,8
U Iowa Hosps and Clinics (Continued),Child Neurology,1203185C0,1,1
U Iowa Hosps and Clinics (Continued),Obstetrics-Gynecology,1203220C0,5,5
U Iowa Hosps and Clinics (Continued),Orthopaedic Surgery,1203260C0,6,6
U Iowa Hosps and Clinics (Continued),Otolaryngology,1203280C0,3,3
U Iowa Hosps and Clinics (Continued),Otolaryngology/Research,1203280C1,2,2
U Iowa Hosps and Clinics (Continued),Pathology,1203300C0,4,4
U Iowa Hosps and Clinics (Continued),Pediatrics,1203320C0,15,15
U Iowa Hosps and Clinics (Continued),Psychiatry,1203400C0,9,9
U Iowa Hosps and Clinics (Continued),Interventional Radiology (Integ),1203416C0,1,1
U Iowa Hosps and Clinics (Continued),Radiology-Diagnostic,1203420A0,3,3
U Iowa Hosps and Clinics (Continued),Radiology-Diagnostic,1203420C0,4,4
U Iowa Hosps and Clinics (Continued),General Surgery,1203440C0,6,6
U Iowa Hosps and Clinics (Continued),Surgery-Preliminary,1203440P3,2,0
U Iowa Hosps and Clinics (Continued),Vascular Surgery,1203451C0,1,1
U Iowa Hosps and Clinics (Continued),Thoracic Surgery,1203461C0,1,1
U Iowa Hosps and Clinics (Continued),Medicine-Psychiatry,1203715C0,3,3
U Iowa Hosps and Clinics (Continued),Psychiatry-Family Med,1203720C0,2,2
UnityPoint Broadlawns-IA,Psychiatry,2184400C0,3,3
U Kansas SOM-Kansas City,Anesthesiology,1208040C0,9,9
U Kansas SOM-Kansas City,Anesthesiology,1208040R0,1,1
U Kansas SOM-Kansas City,Dermatology,1208080A0,4,4
U Kansas SOM-Kansas City,Emergency Medicine,1208110C0,10,10
U Kansas SOM-Kansas City,Family Medicine,1208120C0,9,9
U Kansas SOM-Kansas City,Internal Medicine,1208140C0,23,23
U Kansas SOM-Kansas City,Medicine-Preliminary,1208140P0,6,6
U Kansas SOM-Kansas City,Med-Prelim/PM&R,1208140P1,1,1
U Kansas SOM-Kansas City,Med-Prelim/Radiology,1208140P3,4,4
U Kansas SOM-Kansas City,Med-Prelim/Ophthalmology,1208140P7,2,2
U Kansas SOM-Kansas City,Neurological Surgery,1208160C0,2,2
U Kansas SOM-Kansas City,Neurology,1208180C0,5,5
U Kansas SOM-Kansas City,Obstetrics-Gynecology,1208220C0,4,4
U Kansas SOM-Kansas City,Orthopaedic Surgery,1208260C0,4,4
U Kansas SOM-Kansas City (Continued),Otolaryngology,1208280C0,4,4
U Kansas SOM-Kansas City (Continued),Pathology,1208300C0,4,4
U Kansas SOM-Kansas City (Continued),Phys Medicine & Rehab,1208340A0,3,3
U Kansas SOM-Kansas City (Continued),Plastic Surgery (Integrated),1208362C0,2,2
U Kansas SOM-Kansas City (Continued),Psychiatry,1208400C0,8,8
U Kansas SOM-Kansas City (Continued),Interventional Radiology (Integ),1208416A0,1,1
U Kansas SOM-Kansas City (Continued),Radiology-Diagnostic,1208420A0,6,6
U Kansas SOM-Kansas City (Continued),Radiology-Diagnostic,1208420A1,1,1
U Kansas SOM-Kansas City (Continued),Radiation Oncology,1208430A0,2,1
U Kansas SOM-Kansas City (Continued),General Surgery,1208440C0,5,5
U Kansas SOM-Kansas City (Continued),Medicine-Psychiatry,1208715C0,2,2
U Kansas SOM-Wichita,Anesthesiology,3054040C0,5,5
U Kansas SOM-Wichita,Family Med/Via Christi,3054120C0,18,18
U Kansas SOM-Wichita,Family Med/Smoky Hill,3054120C1,5,5
U Kansas SOM-Wichita,Family Med/Wesley,3054120C2,9,9
U Kansas SOM-Wichita,Internal Medicine,3054140C0,11,11
U Kansas SOM-Wichita,Medicine-Preliminary,3054140P0,6,6
U Kansas SOM-Wichita,Obstetrics-Gynecology,3054220C0,5,5
U Kansas SOM-Wichita,Orthopaedic Surgery,3054260C0,4,4
U Kansas SOM-Wichita,Pediatrics,3054320C0,5,5
U Kansas SOM-Wichita,Psychiatry,3054400C0,6,6
U Kansas SOM-Wichita,Radiology-Diagnostic,3054420A0,4,4
U Kansas SOM-Wichita,General Surgery,3054440C0,6,6
U Kansas SOM-Wichita,Surgery-Preliminary,3054440P0,2,1
U Kansas SOM-Wichita,Medicine-Pediatrics,3054700C0,3,3
Appalachian OPTIC-KY,Family Medicine/Pikeville,2134120C0,4,3
Appalachian OPTIC-KY,Family Med/Lake Cumberland,2134120C1,6,2
Appalachian OPTIC-KY,Internal Medicine,2134140C0,7,3
Appalachian OPTIC-KY,Osteo Neuromusculo Med/1Yr,2134275R0,4,0
Appalachian OPTIC-KY,Osteo Neuromusculo Med/2Yr,2134275R1,1,1
Appalachian Regional Healthcare-KY,Internal Medicine,2227140C0,6,4
Baptist Health Madisonville-KY,Family Medicine,2912120C0,6,6
St Elizabeth Med Ctr-KY,Family Medicine,1213120C0,10,10
U Kentucky Med Ctr,Anesthesiology,1848040C0,14,14
U Kentucky Med Ctr,Emergency Medicine,1848110C0,12,12
U Kentucky Med Ctr,Family Medicine,1848120C0,6,6
U Kentucky Med Ctr,Family Med/East Kentucky,1848120C1,4,1
U Kentucky Med Ctr,Family Med/Rural-Morehead,1848120C3,4,4
U Kentucky Med Ctr,Internal Medicine,1848140C0,19,19
U Kentucky Med Ctr,Int Med/Bowling Green,1848140C1,7,7
U Kentucky Med Ctr,Medicine-Primary,1848140M0,6,6
U Kentucky Med Ctr,Medicine-Preliminary,1848140P0,8,4
U Kentucky Med Ctr,Neurological Surgery,1848160C0,2,2
U Kentucky Med Ctr,Neurology,1848180C0,7,7
U Kentucky Med Ctr,Child Neurology,1848185C0,2,2
U Kentucky Med Ctr,Child Neurology,1848185R0,1,0
U Kentucky Med Ctr,Obstetrics-Gynecology,1848220C0,5,5
U Kentucky Med Ctr,Ob-Gyn/Bowling Green,1848220C1,3,3
U Kentucky Med Ctr,Orthopaedic Surgery,1848260C0,5,5
U Kentucky Med Ctr,Otolaryngology,1848280C0,4,4
U Kentucky Med Ctr,Pathology,1848300C0,4,4
U Kentucky Med Ctr,Pediatrics,1848320C0,9,9
U Kentucky Med Ctr,Phys Medicine & Rehab,1848340C0,5,5
U Kentucky Med Ctr,Plastic Surgery (Integrated),1848362C0,2,2
U Kentucky Med Ctr,Psychiatry,1848400C0,4,4
U Kentucky Med Ctr,Psychiatry/Bowling Green,1848400C1,4,4
U Kentucky Med Ctr,Psychiatry/Adult Child Integ,1848400C2,2,2
U Kentucky Med Ctr,Radiology-Diagnostic,1848420A0,8,8
U Kentucky Med Ctr,Radiation Oncology,1848430A0,1,1
U Kentucky Med Ctr,General Surgery,1848440C0,7,7
U Kentucky Med Ctr,Gen Surg/Bowling Green,1848440C1,2,2
U Kentucky Med Ctr,Surgery-Preliminary,1848440P0,17,0
U Kentucky Med Ctr,Thoracic Surgery,1848461C0,1,1
U Kentucky Med Ctr,Medicine-Pediatrics,1848700C0,6,6
U Kentucky Med Ctr,Peds/Psych/Child Psych,1848730C0,2,2
U Kentucky Med Ctr,Transitional/Bowling Green,1848999P0,10,4
U Louisville SOM-KY,Anesthesiology,1217040C0,10,10
U Louisville SOM-KY,Anesthesiology,1217040R1,1,1
U Louisville SOM-KY,Dermatology,1217080A0,2,2
U Louisville SOM-KY,Emergency Medicine,1217110C0,12,12
U Louisville SOM-KY,Family Medicine,1217120C0,8,8
U Louisville SOM-KY,Family Med/Glasgow,1217120C1,4,4
U Louisville SOM-KY,Family Med/Owensboro,1217120C2,6,6
U Louisville SOM-KY,Internal Medicine,1217140C0,24,24
U Louisville SOM-KY (Continued),Medicine-Preliminary,1217140P0,12,11
U Louisville SOM-KY (Continued),Med-Prelim/Ophthalmology,1217140P1,4,4
U Louisville SOM-KY (Continued),Neurological Surgery,1217160C0,2,2
U Louisville SOM-KY (Continued),Neurology,1217180C0,4,4
U Louisville SOM-KY (Continued),Child Neurology,1217185C0,3,3
U Louisville SOM-KY (Continued),Obstetrics-Gynecology,1217220C0,6,6
U Louisville SOM-KY (Continued),Orthopaedic Surgery,1217260C0,5,5
U Louisville SOM-KY (Continued),Otolaryngology,1217280C0,3,3
U Louisville SOM-KY (Continued),Pathology,1217300C0,3,3
U Louisville SOM-KY (Continued),Pediatrics,1217320C0,24,24
U Louisville SOM-KY (Continued),Phys Medicine & Rehab,1217340A0,3,3
U Louisville SOM-KY (Continued),Psychiatry,1217400C0,9,9
U Louisville SOM-KY (Continued),Radiology-Diagnostic,1217420A0,5,5
U Louisville SOM-KY (Continued),Radiology-Diagnostic,1217420R0,1,1
U Louisville SOM-KY (Continued),Radiation Oncology,1217430A0,2,2
U Louisville SOM-KY (Continued),Radiation Oncology,1217430R0,1,1
U Louisville SOM-KY (Continued),General Surgery,1217440C0,10,10
U Louisville SOM-KY (Continued),Surg-Prelim/Non-Desig,1217440P1,2,0
U Louisville SOM-KY (Continued),Medicine-Pediatrics,1217700C0,5,5
Baton Rouge Gen Med Ctr-LA,Family Medicine,1139120C0,8,8
Baton Rouge Gen Med Ctr-LA,Internal Medicine,1139140C0,12,12
East Jefferson Gen Hosp-LA,Family Medicine,1404120C0,6,5
LSU SOM-Baton Rouge-LA,Emergency Medicine,1221110C0,12,12
LSU SOM-Baton Rouge-LA,Internal Medicine,1221140C0,12,12
LSU SOM-Baton Rouge-LA,Medicine-Preliminary,1221140P0,3,3
LSU SOM-Baton Rouge-LA,Obstetrics-Gynecology,1221220C0,4,4
LSU SOM-New Orleans-LA,Anesthesiology,1224040C0,6,6
LSU SOM-New Orleans-LA,Dermatology,1224080A0,5,5
LSU SOM-New Orleans-LA,Dermatology,1224080R0,1,1
LSU SOM-New Orleans-LA,Emergency Medicine,1224110C0,12,12
LSU SOM-New Orleans-LA,Family Medicine,1224120C0,6,6
LSU SOM-New Orleans-LA,Family Med/Rural-Bogalusa,1224120C1,6,6
LSU SOM-New Orleans-LA,Internal Medicine,1224140C0,18,18
LSU SOM-New Orleans-LA,Medicine-Preliminary,1224140P0,9,9
LSU SOM-New Orleans-LA,Med-Prelim/Ophthalmology,1224140P1,6,6
LSU SOM-New Orleans-LA (Continued),Neurological Surgery,1224160C0,2,2
LSU SOM-New Orleans-LA (Continued),Neurology,1224180C0,4,3
LSU SOM-New Orleans-LA (Continued),Neurology,1224180R0,1,1
LSU SOM-New Orleans-LA (Continued),Child Neurology,1224185C0,1,1
LSU SOM-New Orleans-LA (Continued),Child Neurology,1224185R0,1,0
LSU SOM-New Orleans-LA (Continued),Obstetrics-Gynecology,1224220C0,6,6
LSU SOM-New Orleans-LA (Continued),Orthopaedic Surgery,1224260C0,4,4
LSU SOM-New Orleans-LA (Continued),Otolaryngology,1224280C0,4,4
LSU SOM-New Orleans-LA (Continued),Pathology,1224300C0,3,3
LSU SOM-New Orleans-LA (Continued),Pediatrics,1224320C0,14,14
LSU SOM-New Orleans-LA (Continued),Phys Medicine & Rehab,1224340C0,6,6
LSU SOM-New Orleans-LA (Continued),Plastic Surgery (Integrated),1224362C0,2,2
LSU SOM-New Orleans-LA (Continued),Psychiatry,1224400C0,12,12
LSU SOM-New Orleans-LA (Continued),Psychiatry-LSU-OLOL,1224400C1,8,8
LSU SOM-New Orleans-LA (Continued),Interventional Radiology (Integ),1224416A0,2,2
LSU SOM-New Orleans-LA (Continued),Radiology-Diagnostic,1224420A0,5,5
LSU SOM-New Orleans-LA (Continued),General Surgery,1224440C0,11,11
LSU SOM-New Orleans-LA (Continued),Surgery-Preliminary,1224440P3,8,7
LSU SOM-New Orleans-LA (Continued),Vascular Surgery,1224451C0,2,2
LSU SOM-New Orleans-LA (Continued),Medicine-Pediatrics,1224700C0,6,6
LSU SOM-New Orleans-LA (Continued),Medicine-Emergency Med,1224705C0,2,2
LSU SOM-New Orleans-LA (Continued),Pediatrics-Emergency Med,1224725C0,1,1
LSUHSC Lake Charles-LA,Family Medicine,1278120C0,7,7
LSUHSC-Shreveport-LA,Anesthesiology,1232040C0,8,8
LSUHSC-Shreveport-LA,Emergency Medicine,1232110C0,9,9
LSUHSC-Shreveport-LA,Family Medicine,1232120C0,6,6
LSUHSC-Shreveport-LA,Family Med/N Caddo,1232120C1,3,3
LSUHSC-Shreveport-LA,Family Med/Monroe,1232120C3,8,8
LSUHSC-Shreveport-LA,Internal Medicine,1232140C0,26,26
LSUHSC-Shreveport-LA,Medicine-Preliminary,1232140P0,6,4
LSUHSC-Shreveport-LA,Neurological Surgery,1232160C0,2,2
LSUHSC-Shreveport-LA,Neurology,1232180C0,4,4
LSUHSC-Shreveport-LA,Neurology,1232180R0,1,1
LSUHSC-Shreveport-LA,Obstetrics-Gynecology,1232220C0,6,6
LSUHSC-Shreveport-LA,Orthopaedic Surgery,1232260C0,3,3
LSUHSC-Shreveport-LA,Otolaryngology,1232280C0,3,3
LSUHSC-Shreveport-LA,Pediatrics,1232320C0,6,6
LSUHSC-Shreveport-LA,Psychiatry,1232400C0,10,10
LSUHSC-Shreveport-LA,Interventional Radiology (Integ),1232416C0,1,1
LSUHSC-Shreveport-LA,Radiology-Diagnostic,1232420C0,4,4
LSUHSC-Shreveport-LA,General Surgery,1232440C0,5,5
LSUHSC-Shreveport-LA,Surgery-Preliminary,1232440P1,2,2
LSUHSC-Shreveport-LA,Medicine-Pediatrics,1232700C0,4,1
LSUHSC-Shreveport-LA,Emergency Med-Family Med,1232795C0,2,2
Leonard J Chabert Med Ctr-LA,Internal Medicine,1415140C0,8,8
Ochsner Clinic Foundation-LA,Anesthesiology,1966040C0,11,11
Ochsner Clinic Foundation-LA,Anesthesiology,1966040R0,1,1
Ochsner Clinic Foundation-LA,Emergency Medicine,1966110C0,6,6
Ochsner Clinic Foundation-LA,Internal Medicine,1966140C0,16,16
Ochsner Clinic Foundation-LA,Internal Medicine/KSA,1966140C1,2,0
Ochsner Clinic Foundation-LA,Medicine-Primary,1966140M0,2,2
Ochsner Clinic Foundation-LA,Medicine-Preliminary,1966140P0,2,2
Ochsner Clinic Foundation-LA,Neurology,1966180C0,3,3
Ochsner Clinic Foundation-LA,Neurology,1966180R0,1,1
Ochsner Clinic Foundation-LA,Obstetrics-Gynecology,1966220C0,5,5
Ochsner Clinic Foundation-LA,Orthopaedic Surgery,1966260C0,3,3
Ochsner Clinic Foundation-LA,Radiology-Diagnostic,1966420C0,5,5
Ochsner Clinic Foundation-LA,Radiology-Diagnostic/KSA,1966420C1,1,1
Ochsner Clinic Foundation-LA,General Surgery,1966440C0,6,6
Ochsner Clinic Foundation-LA,Surgery-Preliminary,1966440P0,1,0
Our Lady of the Lake Reg Med Ctr-LA,Pediatrics,1421320C0,11,11
Our Lady of the Lake Reg Med Ctr-LA,Pediatrics-Primary,1421320M0,1,1
Rapides Reg Med Ctr-LA,Family Medicine,1273120C0,6,6
Tulane Univ SOM-LA,Anesthesiology,3073040C0,6,6
Tulane Univ SOM-LA,Dermatology,3073080A0,4,4
Tulane Univ SOM-LA,Internal Medicine,3073140C0,28,28
Tulane Univ SOM-LA,Int Med-Primary Care,3073140C1,2,2
Tulane Univ SOM-LA,Medicine-Preliminary,3073140P0,10,10
Tulane Univ SOM-LA,Neurological Surgery,3073160C0,1,1
Tulane Univ SOM-LA,Neurology,3073180C0,5,5
Tulane Univ SOM-LA,Obstetrics-Gynecology,3073220C0,6,6
Tulane Univ SOM-LA,Orthopaedic Surgery,3073260C0,3,3
Tulane Univ SOM-LA,Otolaryngology,3073280C0,3,3
Tulane Univ SOM-LA,Pathology,3073300C0,3,3
Tulane Univ SOM-LA,Pediatrics,3073320C0,8,8
Tulane Univ SOM-LA,Psychiatry,3073400C0,7,7
Tulane Univ SOM-LA,Radiology-Diagnostic,3073420C0,5,5
Tulane Univ SOM-LA,General Surgery,3073440C0,5,5
Tulane Univ SOM-LA (Continued),Surg-Prelim/Non-Desig,3073440P1,4,1
Tulane Univ SOM-LA (Continued),Medicine-Pediatrics,3073700C0,6,6
Tulane Univ SOM-LA (Continued),Medicine-Psychiatry,3073715C0,2,2
Tulane Univ SOM-LA (Continued),Peds/Psych/Child Psych,3073730C0,2,2
University Hosps & Clinics-LA,Family Medicine,1225120C0,9,9
University Hosps & Clinics-LA,Internal Medicine,1225140C0,9,9
University Hosps & Clinics-LA,Medicine-Preliminary,1225140P0,1,1
Central Maine Med Ctr,Family Medicine,2327120C0,5,5
Central Maine Med Ctr,Family Med/Rural,2327120C1,2,2
Eastern Maine Med Ctr,Family Medicine,2520120C0,10,10
Maine Med Ctr,Anesthesiology,1236040C0,5,5
Maine Med Ctr,Emergency Medicine,1236110C0,10,10
Maine Med Ctr,Family Medicine,1236120C0,7,7
Maine Med Ctr,Internal Medicine,1236140C0,12,12
Maine Med Ctr,Medicine-Primary/Rural,1236140M0,1,1
Maine Med Ctr,Neurology,1236180C0,3,3
Maine Med Ctr,Obstetrics-Gynecology,1236220C0,4,4
Maine Med Ctr,Pediatrics,1236320C0,6,6
Maine Med Ctr,Psychiatry,1236400C0,4,4
Maine Med Ctr,Psychiatry/Comb General-Child,1236400C1,1,1
Maine Med Ctr,Interventional Radiology (Integ),1236416C0,1,1
Maine Med Ctr,Radiology-Diagnostic,1236420C0,3,3
Maine Med Ctr,General Surgery,1236440C0,4,4
Maine Med Ctr,Surgery-Preliminary,1236440P0,1,1
Maine Med Ctr,Vascular Surgery,1236451C0,1,1
Maine Med Ctr,Medicine-Pediatrics,1236700C0,4,4
Maine-Dartmouth Family Med,Family Medicine,2956120C0,5,5
Maine-Dartmouth Family Med,Family Medicine/Osteopathic,2956120C1,5,5
Anne Arundel Med Ctr-MD,Internal Medicine,1942140C0,15,15
Anne Arundel Med Ctr-MD,Obstetrics-Gynecology,1942220C0,4,4
Anne Arundel Med Ctr-MD,General Surgery,1942440C0,3,3
Greater Baltimore Med Ctr-MD,Medicine-Primary,1241140M0,13,13
Greater Baltimore Med Ctr-MD,Medicine-Preliminary,1241140P0,6,6
Johns Hopkins Hosp-MD,Anesthesiology,1242040A0,22,22
Johns Hopkins Hosp-MD,Anesthesiology/Critical Care,1242040A1,2,2
Johns Hopkins Hosp-MD,Anesthesiology/Research,1242040A2,1,1
Johns Hopkins Hosp-MD,Anesthesiology,1242040R0,1,1
Johns Hopkins Hosp-MD,Dermatology,1242080A0,6,6
Johns Hopkins Hosp-MD,Dermatology/Research,1242080A1,1,1
Johns Hopkins Hosp-MD,Emergency Medicine,1242110C0,12,12
Johns Hopkins Hosp-MD,Internal Medicine,1242140C0,44,44
Johns Hopkins Hosp-MD,Internal Med/Urban Health,1242140C1,4,4
Johns Hopkins Hosp-MD,Neurological Surgery,1242160C0,3,3
Johns Hopkins Hosp-MD,Neurology,1242180A0,8,8
Johns Hopkins Hosp-MD,Child Neurology,1242185C0,3,3
Johns Hopkins Hosp-MD,Child Neurology,1242185R0,1,0
Johns Hopkins Hosp-MD,Neurodevelopmental Disabilities,1242186A0,2,0
Johns Hopkins Hosp-MD,Neurodevelopmental Disabilities,1242186R0,1,0
Johns Hopkins Hosp-MD,Obstetrics-Gynecology,1242220C0,9,9
Johns Hopkins Hosp-MD,Orthopaedic Surgery,1242260C0,6,6
Johns Hopkins Hosp-MD,Otolaryngology,1242280C0,3,3
Johns Hopkins Hosp-MD,Otolaryngology/T32 Research,1242280C1,2,2
Johns Hopkins Hosp-MD,Pathology AP/CP or AP Only,1242300C0,9,9
Johns Hopkins Hosp-MD,Pathology AP/NP,1242300C2,1,1
Johns Hopkins Hosp-MD,Pediatrics,1242320C0,18,18
Johns Hopkins Hosp-MD,Pediatrics/Research,1242320C1,1,0
Johns Hopkins Hosp-MD,Peds/Health Equity-Urban Health,1242320C2,2,2
Johns Hopkins Hosp-MD,Pediatrics/Global Health,1242320C3,2,2
Johns Hopkins Hosp-MD,Peds-Prelim/NDD,1242320P2,1,0
Johns Hopkins Hosp-MD,Phys Medicine & Rehab,1242340A0,6,6
Johns Hopkins Hosp-MD,Plastic Surgery (Integrated),1242362C0,3,3
Johns Hopkins Hosp-MD,Psychiatry,1242400C0,10,10
Johns Hopkins Hosp-MD,Psychiatry/Peds,1242400C1,1,0
Johns Hopkins Hosp-MD,Interventional Radiology (Integ),1242416A0,3,3
Johns Hopkins Hosp-MD,Radiology-Diagnostic,1242420A0,8,8
Johns Hopkins Hosp-MD,Radiation Oncology,1242430A0,4,4
Johns Hopkins Hosp-MD,General Surgery,1242440C0,6,6
Johns Hopkins Hosp-MD,Surgery-Preliminary,1242440P0,13,13
Johns Hopkins Hosp-MD,Medicine-Pediatrics,1242700C0,4,4
Johns Hopkins Hosp-MD (Continued),Pediatrics-Anesthesiology,1242726C0,2,2
Johns Hopkins Hosp-MD (Continued),Pediatrics-Medical Genetics,1242765C0,1,0
Johns Hopkins Hosp-MD (Continued),Medicine-Medical Genetics,1242766C0,1,1
Johns Hopkins Hosp-MD (Continued),Radiology-Nuclear Medicine,1242770A0,1,1
Johns Hopkins/Bayview-MD,Internal Medicine,1237140C0,9,9
Johns Hopkins/Bayview-MD,Medicine-Primary,1237140M0,6,6
Johns Hopkins/Bayview-MD,Medicine-Preliminary,1237140P0,1,1
Johns Hopkins/Bayview-MD,Med-Prelim/Neurology,1237140P1,5,5
Kaiser Permanente Mid-Atlantic-MD,Internal Medicine,2219140C0,6,6
MedStar Franklin Square Med Ctr-MD,Family Medicine,1240120C0,7,7
MedStar Franklin Square Med Ctr-MD,Family Med-Preventive Med,1240752C0,1,0
MedStar Franklin Square Med Ctr-MD,Family Med-Prev Med/Funded,1240752C1,1,1
MedStar Union Memorial Hosp-MD,Internal Medicine,1251140C0,46,46
MedStar Union Memorial Hosp-MD,Medicine-Preliminary,1251140P0,11,11
MedStar Union Memorial Hosp-MD,Med-Prelim/Neurology-JHU,1251140P3,1,1
MedStar Union Memorial Hosp-MD,Med-Prelim/Anesthesiology-JHU,1251140P5,4,4
MedStar Union Memorial Hosp-MD,Orthopaedic Surgery,1251260C0,2,2
MedStar Union Memorial Hosp-MD,General Surgery,1251440C0,3,3
MedStar Union Memorial Hosp-MD,Surgery-Preliminary,1251440P0,6,2
Natl Insts of Health-MD,Neurological Surgery,2006160C0,1,1
Natl Insts of Health-MD,Pathology,2006300C0,3,3
Sinai Hospital of Baltimore-MD,Internal Medicine,1249140C0,16,16
Sinai Hospital of Baltimore-MD,Medicine-Preliminary,1249140P0,5,5
Sinai Hospital of Baltimore-MD,Med-Prelim/Anesthesiology,1249140P1,2,2
Sinai Hospital of Baltimore-MD,Med-Prelim/KEI,1249140P2,2,2
Sinai Hospital of Baltimore-MD,Obstetrics-Gynecology,1249220C0,4,4
Sinai Hospital of Baltimore-MD,Pediatrics,1249320C0,8,6
Sinai Hospital of Baltimore-MD,Phys Medicine & Rehab,1249340A0,4,4
Sinai Hospital of Baltimore-MD,General Surgery,1249440C0,3,3
St Agnes Hospital-MD,Internal Medicine,1247140C0   1,2,9
St Agnes Hospital-MD,Medicine-Primary,1247140M0,2,2
St Agnes Hospital-MD,Medicine-Preliminary,1247140P0,4,4
St Agnes Hospital-MD,General Surgery,1247440C0,3,3
St Agnes Hospital-MD,Surgery-Preliminary,1247440P0,4,3
U Maryland Med Ctr,Anesthesiology,1252040A0,8,8
U Maryland Med Ctr,Anesthesiology,1252040C0,8,8
U Maryland Med Ctr,Anesthesiology,1252040R0,3,3
U Maryland Med Ctr,Dermatology,1252080A0,2,2
U Maryland Med Ctr,Emergency Medicine,1252110C0,11,11
U Maryland Med Ctr,Emergency Medicine/SACM,1252110C1,1,0
U Maryland Med Ctr,Family Medicine,1252120C0,10,8
U Maryland Med Ctr,Internal Medicine,1252140C0,30,30
U Maryland Med Ctr,Internal Med/Intl Scholars,1252140C2,2,2
U Maryland Med Ctr,Medicine-Preliminary,1252140P0,13,13
U Maryland Med Ctr,Med-Prelim/Neurology,1252140P1,3,3
U Maryland Med Ctr,Med-Prelim/Intl Scholars,1252140P2,2,2
U Maryland Med Ctr,Neurological Surgery,1252160C0,2,2
U Maryland Med Ctr,Neurology,1252180A0,7,3
U Maryland Med Ctr,Obstetrics-Gynecology,1252220C0,8,8
U Maryland Med Ctr,Orthopaedic Surgery,1252260C0,6,6
U Maryland Med Ctr,Otolaryngology,1252280C0,3,3
U Maryland Med Ctr,Pathology,1252300C0,3,3
U Maryland Med Ctr,Pediatrics,1252320C0,15,13
U Maryland Med Ctr,Psychiatry/Sheppard Pratt,1252400C0,16,16
U Maryland Med Ctr,Psychiatry/Physician Scientist,1252400C1,1,1
U Maryland Med Ctr,Radiology-Diagnostic,1252420A0,9,9
U Maryland Med Ctr,Rad-Diag/SACM-Advanced,1252420A1,1,0
U Maryland Med Ctr,Radiation Oncology,1252430A0,3,3
U Maryland Med Ctr,General Surgery,1252440C0,6,6
U Maryland Med Ctr,Surgery-Preliminary,1252440P0,6,6
U Maryland Med Ctr (Continued),Surg-Prelim/SACM,1252440P3,1,1
