,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Night float system,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Participant 24,Participant 25,Participant 26,Participant 27,Participant 28,Participant 29,Participant 30,Participant 31,Participant 32,Participant 33,Participant 34,Participant 35,Participant 36
0,https://freida.ama-assn.org/program/1204112279,Community-based university affiliated,UPMC St Margaret,3,3,No,Yes,"June,July",Yes,No,http://www.upmc.edu/STMFamResidency/,Not Available,"Jonathan  Han
MD
UPMC St Margaret
Family Medicine Pgm
815 Freeport Rd
Pittsburgh, PA 15215
Tel: (412) 784-4242
Fax: (412) 784-5274
E-mail: hanjk@upmc.edu","Michele L Hilty
UPMC St Margaret
Family Medicine Pgm
815 Freeport Rd
Pittsburgh, PA 15215
Tel: (412) 784-4227
Fax: (412) 784-5274
E-mail: hiltyml@upmc.edu",1204112279,"UPMC St Margaret, Family Medicine Pgm, 815 Freeport Rd, Pittsburgh, PA 15215","3600 Forbes Ave, Pittsburgh, PA 15213","815 Freeport Rd, Pittsburgh, PA 15215-3399","45th & Penn Ave, Pittsburgh, PA 15201","Large, unopposed FP program located in a wonderfully supportive learning environment. Strong national reputation, outstanding clinical faculty and collegial residency staff. Faculty development, sports medicine, and geriatric fellowships.",13,13,13,No,No,"Yes , Codes: 1656120C0",No,1/31/2021,10/22/2020 - 2/12/2021_10/5/2021 - 2/4/2022,10/4/2021,1/31/2022,Yes,135,No,No,3,Yes,Yes,194_209_400_400,Yes,226-235,Yes,Yes,541-600,Not required,Yes,Yes,Yes,28,12,2,0,30,12,53.5,0.7 to 1,65,16,1.5,Yes,Yes,75.4,0,24.5,72.8,27.1,Every fourth night for 4 week(s),0,Every fourth night for 2 week(s),8,Every seventh night for 4 week(s),8,13,20%,15%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$61,109.00",20,NGO,"$63,563.00",20,NGO,"$66,088.00",20,NGO,Yes,NGO,NGO,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,"300 Halket St, Pittsburgh, PA 15213-3180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204112280,Community-based university affiliated,UPMC Presbyterian Shadyside,3,3,No,Yes,July,Yes,No,http://shadyside.familymedicine.pitt.edu,Not Available,"Jacqueline  Weaver-Agostoni
DO, MPH
UPMC Shadyside
North Tower Rm 337
5230 Centre Ave
Pittsburgh, PA 15232
Tel: (412) 623-2237
Fax: (412) 623-3012
E-mail: agostonijs@upmc.edu","Tara M Redwing
MA
UPMC Shadyside
North Tower Rm 331
5230 Centre Ave
Pittsburgh, PA 15232
Tel: (412) 623-2237
Fax: (412) 623-3012
E-mail: shadyfammedres@upmc.edu",1204112280,"UPMC Shadyside, North Tower Rm 337, 5230 Centre Ave, Pittsburgh, PA 15232","3600 Forbes Ave, Pittsburgh, PA 15213","5230 Centre Ave, Pittsburgh, PA 15232","45th & Penn Ave, Pittsburgh, PA 15201","Program is innovative and committed to excellence. Strong community orientation with full spectrum FM. Offers training in international health, underserved care, women's health, QI, and behavioral health. Faculty development and sports medicine fellowships.",10,10,10,No,No,"Yes , Codes: 1657120C0",No,12/1/2020,11/9/2020 - 1/22/2021_11/8/2021 - 1/21/2022,9/1/2021,12/1/2021,Yes,131,No,No,3,Yes,Yes,189_213_400_400,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,Yes,6,3,8,0,14,3,50,0.3 to 1,55,30,1.5,Yes,Yes,38.9,19.2,41.8,53.9,46,Every third night for 4 week(s),0,Every third night for 2 week(s),0,Other for week(s),6,6,20%,11%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$61,109.00",15,5,"$63,563.00",15,5,"$66,088.00",15,5,Yes,NGO,NGO,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,No,No,Yes,"300 Halket St, Pittsburgh, PA 15213-3180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204100001,,,3,3,No,Yes,June,No,No,,Not Available,"Mackenzie A Mady
DO
Lehigh Valley Health Network
Family Medicine Pgm
700 E Norwegian St
Pottsville, PA 17901
Tel: (484) 862-3095
Fax:
E-mail: mackenzie.mady@lvhn.org","Kimberly  Infante
MBA
Lehigh Valley Health Network
Family Medicine Pgm
700 E Norwegian St
Pottsville, PA 17901
Tel: (484) 862-3095
Fax:
E-mail: kimberly.infante@lvhn.org",1204100001,"Lehigh Valley Health Network , Family Medicine Pgm, 700 E Norwegian St, Pottsville, PA 17901","Cedar Crest Blvd & I-78, Allentown, PA 18105-1556","1000 Seton Dr, Orwigsburg, PA 17961","82 Tunnel Rd, Pottsville, PA 17901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204100695,Community-based university affiliated,Penn State Health St Joseph Medical Center,3,3,No,Yes,"June,July",Yes,No,https://residency.med.psu.edu/fcm-stjoes,Not Available,"Alexis  Reedy-Cooper
MD
Penn State Health St Joseph
Family and Community Medicine Pgm
2500 Bernville Rd
Reading, PA 19605-9453
Tel: (610) 208-4613
Fax: (610) 378-2434
E-mail: areedycooper@pennstatehealth.psu.edu","Janette  Guzowski
Penn State Health St Joseph
Family and Community Medicine Pgm
2500 Bernville Rd
Reading, PA 19605-9453
Tel: (610) 378-2060
Fax:
E-mail: pshsjfmrp@pennstatehealth.psu.edu",1204100695,"Penn State Health St Joseph, Family and Community Medicine Pgm, 2500 Bernville Rd, Reading, PA 19605-9453","500 University Dr, Hershey, PA 17033-0850","2500 Bernville Rd, Reading, PA 19605",,"High quality training in an unopposed residency program, featuring a diverse faculty, a family-friendly environment and an innovative curriculum! Strengths include inpatient pediatrics, inpatient adult medicine, behavioral medicine, sports medicine, procedural training, and home visits centered on continuity, community and patient-centered, comprehensive care. Explore your own interests with ample elective time. COMLEX or USMLE scores accepted.",6,6,6,No,No,"Yes , Codes: 1617120C2",No,12/1/2021,10/15/2021 - 1/15/2022_10/14/2022 - 1/14/2023,9/15/2021,12/1/2022,Yes,125,No,No,3,Yes,Yes,___,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,3,1,3,0,6,1,50,0.4 to 1,60,16,1.5,Yes,Yes,0,1.6,98.3,64,35.9,N/A,0,N/A,0,N/A,0,7,20%,10%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$60,632.00",20,Not Available,"$62,684.00",20,Not Available,"$64,735.00",20,Not Available,Yes,30,30,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204121518,Community-based university affiliated,Robert Packer Hospital,3,3,No,Yes,July,Yes,No,https://www.guthrie.org/family-medicine-residency-program,Not Available,"Donald  Phykitt
DO
Guthrie Robert Packer Hosp
1st Level Guthrie Clinic
1 Guthrie Sq
Sayre, PA 18840
Tel: (570) 887-3292
Fax: (570) 887-2807
E-mail: phykitt_donald@guthrie.org","Zonia  Clancy
Guthrie Robert Packer Hosp
1st Level Guthrie Clinic
1 Guthrie Sq
Sayre, PA 18840
Tel: (570) 887-3292
Fax: (570) 887-2807
E-mail: zonia.clancy@guthrie.org",1204121518,"Guthrie Robert Packer Hosp, 1st Level Guthrie Clinic, 1 Guthrie Sq, Sayre, PA 18840","One Guthrie Sq, Sayre, PA 18840","601 Elmwood Ave, Rochester, NY 14642",,"Rural, community-centered program, in a safe, friendly, and affordable community located in Finger Lakes region. Broad-based training in a supportive atmosphere.Several elective opportunities. PGY1 Family Medicine resident gets relocation bonus with first paycheck.",6,6,6,No,No,"Yes , Codes: 1664120C0",No,9/1/2020,11/2/2020 - 1/18/2021_11/1/2021 - 1/17/2022,9/1/2021,10/29/2021,Yes,60,No,No,3,Yes,Yes,209_209_400_400,Yes,No Answer,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,No,8,1,7,0,15,1,37.5,0.6 to 1,52,14,1,Yes,Yes,18.8,13.1,62.3,56.6,43.3,Every fifth night for 6 month(s),NGO,Every sixth night for 6 month(s),NGO,Every seventh night for 6 month(s),NGO,10,20%,10%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$55,431.00",15,Not Available,"$59,869.00",20,Not Available,"$62,259.00",20,Not Available,No answer,Not Available,84,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Required,No,No,Yes,,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204121477,Community-based university affiliated,Crozer-Chester Medical Center,3,3,No,Yes,July,Yes,No,https://www.crozerkeystone.org/fmresidency,Not Available,"William J Warning
MD
Crozer-Chester Med Ctr
Ste 200
1260 E Woodland Ave
Springfield, PA 19064
Tel: (610) 690-4471
Fax: (610) 690-4474
E-mail: fmresidency@crozer.org","Program  Coordinator
Crozer-Chester Med Ctr
Ste 200
1260 E Woodland Ave
Springfield, PA 19064
Tel: (610) 690-4471
Fax: (610) 690-4474
E-mail: fmresidency@crozer.org",1204121477,"Crozer-Chester Med Ctr, Ste 200, 1260 E Woodland Ave, Springfield, PA 19064","1 Medical Center Blvd, Upland, PA 19013-3995","34th St & Civic Center Blvd, Philadelphia, PA 19104","501 N Landsowne Ave, Drexel Hill, PA 19026","The Crozer-Keystone family medicine residency program is located in suburban Philadelphia. Our program provides training at both a large urban tertiary-care teaching hospital and a mid-sized community hospital. We are dedicated to excellence in clinical and didactic training, with major emphasis on ambulatory family medicine, sports medicine, geriatrics, women's health and behavioral science. We offer a progressive curriculum and training in a Federally-Qualified Health Center (FQHC).",10,9,9,No,No,"Yes , Codes: 3185120C0",No,12/31/2020,10/28/2020 - 2/24/2021_9/22/2021 - 2/16/2022,9/15/2021,12/31/2021,No,125,No,No,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",No,No,No,14,1,2,0,16,1,50,0.5 to 1,60,24,1.5,Yes,Yes,29.2,0,70.7,53.7,46.2,Once per week for 8 month(s),0,Once per week for 2 month(s),44,Once per week for 1 month(s),36,10,15%,25%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$58,900.00",15,NGO,"$60,900.00",20,NGO,"$63,610.00",20,NGO,No,20,90,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204112283,Community-based university affiliated,Washington Health System,3,3,No,Yes,"June,July",Yes,No,http://www.whsresidency.org,WHS Family Medicine Residency Program,"Jeffrey  Minteer
MD
Washington Health System
Family Medicine Ctr Bldg 2 Ste 300
95 Leonard Ave
Washington, PA 15301
Tel: (724) 223-3548
Fax: (724) 229-2178
E-mail: jminteer@whs.org","Susan R Raineri
Washington Health System
Family Medicine Ctr Bldg 2 Ste 300
95 Leonard Ave
Washington, PA 15301
Tel: (724) 223-3548
Fax: (724) 229-2178
E-mail: sraineri@whs.org",1204112283,"Washington Health System, Family Medicine Ctr Bldg 2 Ste 300, 95 Leonard Ave, Washington, PA 15301","155 Wilson Ave, Washington, PA 15301","45th & Penn Ave, Pittsburgh, PA 15201",,"Single family dwelling housing provided with utilities, home high speed internet, smart phone, wellness center membership.",7,7,7,No,No,"Yes , Codes: 1669120C0",No,12/31/2020,10/19/2020 - 1/29/2021_10/1/2021 - 1/14/2022,8/15/2021,12/31/2021,Yes,74,No,Yes,3,Yes,Yes,194_209_400_400,Yes,226-235,Yes,Yes,541-600,Not required,Yes,No,No,10,0,2,2,12,2,70,0.5 to 1,60,24,1.5,Yes,Yes,34.9,12.6,52.3,57.1,42.8,Once per week for 12 week(s),0,Every eleventh night or more for 12 month(s),5,Every eleventh night or more for 12 month(s),5,7,30%,15%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$59,526.00",10,12,"$62,271.00",15,12,"$65,932.00",15,12,Yes,60,60,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204112281,Community-based university affiliated,Tower Health,3,3,No,Yes,Negotiable,Yes,No,http://www.readinghealth.org/MedicalEducation/FamilyMed,Not Available,"John C Sheffield
MD
Reading Hosp
Family Medicine Pgm Ste 220
301 S Seventh Ave
West Reading, PA 19611
Tel: (484) 628-8855
Fax: (484) 628-5064
E-mail: jenna.detweiler@towerhealth.org","Jenna  Detweiler
Reading Hosp
Family Medicine Pgm Ste 220
301 S Seventh Ave
West Reading, PA 19611
Tel: (484) 628-8855
Fax: (484) 628-5064
E-mail: jenna.detweiler@towerhealth.org",1204112281,"Reading Hosp, Family Medicine Pgm Ste 220, 301 S Seventh Ave, West Reading, PA 19611","420 S 5th Ave, West Reading, PA 19611","6th Ave & Spruce St, West Reading, PA 19612-6052",,"Academics of regional trauma/medical center, personal hands-on experiences of a community hospital. Diverse population. Focus on community health, pediatrics, behavioral medicine, sports medicine, and global health. Nurturing faculty. Patient-centered medical home.",8,8,8,No,No,"Yes , Codes: 1661120C0",No,1/4/2021,10/26/2020 - 1/25/2021_-,,,Yes,130,No,No,3,Yes,Yes,220_220_475_475,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,8,1,3,0,11,1,50,0.3 to 1,65,16,1.8,Yes,Yes,21.5,24,54.3,60,39.9,N/A,0,N/A,0,N/A,Not Available,9,30%,5%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$59,321.00",10,12,"$61,110.00",15,12,"$62,940.00",15,12,No answer,90,NGO,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204112689,Community-based,Geisinger Wyoming Valley Medical Center,3,3,No,Yes,July,Yes,No,https://www.geisinger.edu/education/residencies-fellowships/residencies,Not Available,"Salvatore  Sparich
DO
Geisinger Wyoming Valley Med Ctr
Academic Affairs MC 37-70
1000 E Mountain Blvd
Wilkes-Barre, PA 18711
Tel: (570) 808-5484
Fax:
E-mail: spsparich@geisinger.edu","Jill  Giomboni
MS
Geisinger Wyoming Valley Med Ctr
Academic Affairs MC 37-70
1000 E Mountain Blvd
Wilkes-Barre, PA 18711
Tel: (570) 808-5484
Fax: (570) 808-5967
E-mail: jagiomboni@geisinger.edu",1204112689,"Geisinger Wyoming Valley Med Ctr, Academic Affairs MC 37-70, 1000 E Mountain Blvd, Wilkes-Barre, PA 18711","100 N Academy Ave, Danville, PA 17822","1000 E Mountain Dr, Wilkes-Barre, PA 18711",,"Geisinger Kistler family medicine residency, located in Wilkes-Barre, Pennsylvania has a fully integrated electronic health records system and nationally recognized medical home housed within a regional leading community based medical center.",6,6,6,No,No,"Yes , Codes: 1608120C1",No,12/31/2020,10/1/2020 - 1/15/2021_10/1/2021 - 1/21/2022,9/1/2021,12/31/2021,Yes,97,No,No,3,Yes,Yes,201_201_450_450,Yes,226-235,Yes,Yes,450-500,Required,No,No,No,4,0,0,0,4,0,50,0.2 to 1,55,16,1.5,Yes,,29.3,43.4,27.1,40.8,59.1,N/A,0,N/A,NGO,N/A,NGO,5,NGO,20%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$58,036.00",15,NGO,"$60,443.00",15,NGO,"$63,000.00",15,NGO,No answer,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Required,No,No,Yes,,,NGO (wks),,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204131285,Community-based university affiliated,Susquehanna Health System,3,3,No,Yes,July,Yes,No,http://www.susquehannahealth.org/familymedicine,Not Available,"Jeffrey N Verzella
MD
UPMC Williamsport
Ste 4001
740 High St
Williamsport, PA 17701
Tel: (570) 321-2340
Fax: (570) 321-3525
E-mail: sus-williamsportfmr@upmc.edu","Annette M Sheets
UPMC Williamsport
Ste 4001
740 High St
Williamsport, PA 17701
Tel: (800) 837-2011
Fax: (570) 321-3525
E-mail: sus-williamsportfmr@upmc.edu",1204131285,"UPMC Williamsport, Ste 4001, 740 High St, Williamsport, PA 17701","3600 Forbes Ave, Pittsburgh, PA 15213","777 Rural Ave, Williamsport, PA 17701","1100 Grampian Blvd, Williamsport, PA 17701","Well-established, unopposed, rural program with ACGME Osteopathic Recognition. Ideal setting for high-quality training, unlimited exposure to patients of all ages and medical issues. Opportunity for enhanced OB training. Quality of life, affordable setting.",7,7,7,No,No,"Yes , Codes: 1652120C1",No,12/31/2020,10/21/2020 - 1/15/2021_10/4/2021 - 1/14/2022,9/15/2021,12/31/2021,Yes,80,No,No,3,Yes,Yes,194_209_400_400,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",No,No,No,7,1,10,0,17,1,42.8,0.5 to 1,65,16,1.3,Yes,Yes,25.2,6.3,68.3,57.3,42.6,Every seventh night for 10 month(s),0,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),Not Available,8,20%,5%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$61,109.00",18,5,"$63,563.00",18,5,"$66,088.00",18,5,Yes,21,60,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,"215 E Water St, Muncy, PA 17756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1204111286,Community-based university affiliated,York Hospital,3,3,No,Yes,June,Yes,No,http://www.WellSpanMedicalEducation.org,Not Available,"Stacey  Robert
MD
York Hosp
Dept of Family Medicine
1001 S George St
York, PA 17405
Tel: (717) 851-2472
Fax: (717) 851-5852
E-mail: srobert4@wellspan.org","Iwona  Oxendine
York Hosp
Dept of Family Medicine
1001 S George St
York, PA 17405
Tel: (717) 851-2026
Fax: (717) 851-5852
E-mail: ioxendine@wellspan.org",1204111286,"York Hosp, Dept of Family Medicine, 1001 S George St, York, PA 17405","45 Monument Rd, York, PA 17403","1001 S George St, York, PA 17405",,"Created in 1968, our residency has a long tradition of excellence in education. Our Top 100 hospital supports an academically-rich learning environment and a state-of-the-art sim center. We have a lot of flexibility in electives. We promote balance between service, education, and personal professional goals.",8,8,8,No,No,"Yes , Codes: 1674120C0",No,1/8/2021,11/2/2020 - 1/29/2021_10/15/2021 - 1/28/2022,9/1/2021,1/7/2022,Yes,73,No,No,2,No,Yes,190_200_400_430,Yes,210-225,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,Yes,No,9,1,20,0,29,1,55.5,0.7 to 1,60,24,2,Yes,Yes,61.9,11.5,26.4,56.9,43,Every fifth night for 9 month(s),0,Every eleventh night or more for 12 month(s),6,Every eleventh night or more for 12 month(s),Not Available,5,15%,10%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$60,125.00",12,NGO,"$62,524.00",12,NGO,"$65,655.00",17,NGO,No answer,NGO,NGO,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
