,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 3,Year 4,Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Yes,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Specialty Details
0,https://freida.ama-assn.org/program/1105121105,,,4,4,Yes,Yes,"July,August,Negotiable",Yes,Yes,,Not Available,"John J Devlin
MD
Naval Med Ctr Portsmouth
Emergency Medicine Pgm
620 John Paul Jones Cir
Portsmouth, VA 23708
Tel: (757) 953-1407
Fax: (757) 953-0487
E-mail: vanda.u.rich.civ@mail.mil","Vanda U Rich
Naval Med Ctr Portsmouth
Emergency Medicine Pgm
620 John Paul Jones Cir
Portsmouth, VA 23708
Tel: (757) 953-1407
Fax:
E-mail: vanda.u.rich.civ@mail.mil",1105121105,"Naval Med Ctr Portsmouth, Emergency Medicine Pgm, 620 John Paul Jones Cir, Portsmouth, VA 23708","620 John Paul Jones Circle, Portsmouth, VA 23708-2197","655 W 8th St, Jacksonville, FL 32209-6597","455 1st Ave, New York, NY 10016","500 J Clyde Morris Blvd, Newport News, VA 23601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600 Gresham Dr, Norfolk, VA 23507",,,,,,,,,,,,,,"800 W Olney Rd, Norfolk, VA 23507","1060 First Colonial Rd, Virginia Beach, VA 23454-3002","830 Kempsville Rd, Norfolk, VA 23507",,,,,,,,,,
0,https://freida.ama-assn.org/program/1105121160,University-based,Virginia Commonwealth University Health System,3,3,No,Yes,July,Yes,No,https://emergencymedicine.vcu.edu/education/emergency-medicine-residency/,Not Available,"Joel  Moll
MD
VCU Health System
PO Box 980401
1250 E Marshall St
Richmond, VA 23298
Tel: (804) 628-4407
Fax: (804) 828-4603
E-mail: joel.moll@vcuhealth.org","Kevin D Keller
MS
VCU Health System
PO Box 980401
1250 E Marshall St
Richmond, VA 23298
Tel: (804) 828-4860
Fax: (804) 828-4603
E-mail: kevin.keller@vcuhealth.org",1105121160,"VCU Health System, PO Box 980401, 1250 E Marshall St, Richmond, VA 23298","PO Box 980549, Richmond, VA 23298-0549","1201 Broad Rock Rd, Richmond, VA 23249","PO Box 980510, Richmond, VA 23298","8260 Atlee Rd, Mechanicsville, VA 23116","Diversity, Equity, and Inclusion are fundamental values. VCU is a large urban academic medical center, with exceptional clinical training, and high patient acuity. We see >100k patients/year of all ages. We are Virginia's only burn center, busy level 1 trauma center, and a comprehensive stroke center. Located on the James River, Richmond offers abundant outdoor recreation, history, arts, culture, unique food and active brewery scene, great people and quality of life.",12,13,12,No,No,"Yes , Codes: 1743110C0",No,11/2/2020,11/6/2020 - 1/15/2021_11/4/2021 - 1/14/2022,9/1/2021,11/1/2021,Yes,135,No,No,4,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,47,0,12,0,59,0,40.4,1.4 to 1,50,24,1.8,Yes,,Once per week for 4 week(s),1,Once per week for 8 week(s),1,Once per week for 2 week(s),1,5,4%,N/A,"$57,593.00",21,30,"$59,199.00",21,30,"$61,330.00",21,30,No answer,51,33,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,,Yes,64.3,2.0,33.6,19.2,80.7,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105113209,University-based,Carilion Medical Center-Carilion Roanoke Memorial Hospital,3,3,No,Yes,July,Yes,No,https://www.carilionclinic.org/gme/emergency-medicine-residency#about,Not Available,"Damon R Kuehl
MD
Carilion Clinic-Virginia Tech Carilion
4th Fl
1 Riverside Circle
Roanoke, VA 24016
Tel: (540) 581-0343
Fax: (540) 342-2095
E-mail: cdneal1@carilionclinic.org","Christine D Neal
MEd
Carilion Clinic-Virginia Tech Carilion
4th Fl
1 Riverside Circle
Roanoke, VA 24016
Tel: (540) 581-0343
Fax: (540) 342-2095
E-mail: em_residency@carilionclinic.org",1105113209,"Carilion Clinic-Virginia Tech Carilion, 4th Fl, 1 Riverside Circle, Roanoke, VA 24016","2 Riverside Circle, Roanoke, VA 24016","1906 Belleview St, Roanoke, VA 24014","Box 800774, Charlottesville, VA 22908-0774","180 Floyd Ave, Rocky Mount, VA 24151","Team based learning and systems approach to EM in the community, region, and national health care landscape. Special experiences include ortho, critical care, and rural EM not found elsewhere. High fidelity sim and flexible individualized curriculum.",12,12,12,No,No,"Yes , Codes: 1748110C0",No,12/1/2020,10/15/2020 - 1/15/2021_10/1/2021 - 1/15/2022,9/15/2021,12/1/2021,Yes,120,No,No,3,No,Yes,200___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,48,0,8,0,56,0,41.6,1.4 to 1,46,24,2.3,Yes,,N/A,0,Every fourth night for 6 week(s),0,Every fourth night for 4 week(s),Not Available,5,NGO,N/A,"$54,325.00",20,NGO,"$56,470.00",20,NGO,"$58,165.00",20,NGO,Yes,150,NGO,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,Yes,79.1,3.9,16.9,39.6,60.3,,,,,,NGO (wks),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105100210,,,3,3,Yes,Yes,July,Yes,No,https://lewisgale.com/locations/lewisgale-medical-center/,Not Available,"Bruce  St Amour
DO
LewisGale Med Ctr
Emergency Medicine Pgm
1900 Electric Rd
Salem, VA 24153
Tel: (540) 444-2352
Fax:
E-mail: bruce.stamour@hcahealthcare.com","Brett  Robinson
LewisGale Med Ctr
Emergency Medicine Pgm
1900 Electric Rd
Salem, VA 24153
Tel:
Fax:
E-mail: brett.robinson@hcahealthcare.com",1105100210,"LewisGale Med Ctr, Emergency Medicine Pgm, 1900 Electric Rd, Salem, VA 24153","1900 Electric Rd, Salem, VA 24153","2706 Ogden Rd, Roanoke, VA 24018","7101 Jahnke Rd, Richmond, VA 23225","415 S Electric Rd, Salem, VA 24153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105000001,,,3,3,No,Yes,June,Yes,No,https://www.uvmhealth.org/gme/Pages/Residencies/Emergency-Medicine.aspx,Not Available,"Richard  Bounds
MD
Univ of Vermont Med Ctr
Div of Emergency Medicine
111 Colchester Ave
Burlington, VT 05401
Tel: (802) 847-5704
Fax:
E-mail: richard.bounds@uvmhealth.org","Stephanie  Kell
Univ of Vermont Med Ctr
ACC - EC2-206
111 Colchester Ave
Burlington, VT 05401
Tel: (802) 847-6349
Fax:
E-mail: stephanie.kell@uvmhealth.org",1105000001,"Univ of Vermont Med Ctr, Div of Emergency Medicine, 111 Colchester Ave, Burlington, VT 05401","111 Colchester Ave, Burlington, VT 05401","75 Bleekman St, Plattsburgh, NY 12901","130 Fisher Rd, Berlin, VT 05602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105431210,University-based,Harborview Medical Center,4,4,No,Yes,June,Yes,No,https://em.uw.edu/education/residency,Not Available,"Fiona E Gallahue
MD
Harborview Med Ctr
Dept of Emergency Medicine
325 Ninth Ave
Seattle, WA 98104
Tel: (206) 744-2556
Fax:
E-mail: fiogal@uw.edu","Jessica  Klein
Harborview Med Ctr
Box 359702
325 Ninth Ave
Seattle, WA 98104
Tel: (206) 744-2556
Fax: (206) 744-4097
E-mail: jlklein@uw.edu",1105431210,"Harborview Med Ctr, Dept of Emergency Medicine, 325 Ninth Ave, Seattle, WA 98104","850 Republican St, Seattle, WA 98109","325 Ninth Ave, Seattle, WA 98104-2499","1959 NE Pacific St, Seattle, WA 98195","4800 Sand Point Way NE, Seattle, WA 98105",https://em.uw.edu/education/residency,12,12,12,No,No,"Yes , Codes: 1918110C0",No,10/21/2020,10/26/2020 - 1/29/2021_10/25/2021 - 1/15/2022,9/15/2021,10/21/2021,Yes,150,No,No,3,No,Yes,210_210__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,48,0,6,0,54,0,33.3,1.0 to 1,70,24,1,Yes,,Every third night for 3 month(s),0,Every third night for 1 month(s),0,Every fourth night for 1 month(s),0,5,NGO,N/A,"$58,224.00",25,17,"$60,492.00",25,17,"$62,976.00",25,17,Yes,17,84,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,"400 S 43rd St, Renton, WA 98055",12,No,100.0,0.0,0.0,44.7,55.2,N/A,Not Available,"$65,676.00",25,17,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105412051,,,3,3,No,Yes,July,No,Yes,,Not Available,"Scott  Young
DO
Madigan Army Med Ctr
Dept of Emergency Medicine
9040A Jackson Ave
Tacoma, WA 98431
Tel: (253) 968-0950
Fax:
E-mail: scott.e.young40.mil@mail.mil","Jennifer  Dunbar
Madigan Army Med Ctr
MCHJ-CLL
9040 Jackson Ave
Tacoma, WA 98431
Tel: (253) 968-2997
Fax: (253) 968-0614
E-mail: jennifer.l.dunbar2.civ@mail.mil",1105412051,"Madigan Army Med Ctr, Dept of Emergency Medicine, 9040A Jackson Ave, Tacoma, WA 98431","9040 Jackson Ave, Tacoma, WA 98431","2801 N Gantenbein Ave, Portland, OR 97227","1959 NE Pacific St, Seattle, WA 98195","101 W 8th Ave, Spokane, WA 99220-2555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"325 Ninth Ave, Seattle, WA 98104-2499",,,,,,,,,,,,,,"317 S K St, Tacoma, WA 98415-0299","413 Lilly Rd NE, Olympia, WA 98506","407-14th Ave SE, Puyallup, WA 98372","155 NE 100th St, Seattle, WA 98125",,,,,,,,,
0,https://freida.ama-assn.org/program/1105613184,University-based,University of Wisconsin Hospitals and Clinics,3,3,No,Yes,June,Yes,No,http://www.emed.wisc.edu,Not Available,"Aaron  Kraut
MD
Univ of Wisconsin Hosps and Clinics
Ste 310
800 University Bay Dr
Madison, WI 53705
Tel: (608) 263-9724
Fax:
E-mail: askraut@medicine.wisc.edu","Sarah  Fallon
BA
Univ of Wisconsin Hosps and Clinics
Ste 310
800 University Bay Dr
Madison, WI 53705
Tel: (608) 263-8241
Fax: (608) 265-8241
E-mail: smfallon@medicine.wisc.edu",1105613184,"Univ of Wisconsin Hosps and Clinics, Ste 310, 800 University Bay Dr, Madison, WI 53705","600 Highland Ave, Madison, WI 53792","202 S Park St, Madison, WI 53715-1599","1969 W Hart Rd, Beloit, WI 53511",,"We offer a range of health coverage which are available on the 1st of the month coinciding with or that first occurs during their 30-day enrollment period. All employees have immediate access to LifeMatters, our employee assistance and work/life program. In addition, residents and fellows receive an annual well-being benefit of $500 to use towards personal wellness. Parental leave for all parents also allows for up to six weeks of paid leave.",12,12,12,No,No,"Yes , Codes: 1779110C0",No,11/10/2020,11/5/2020 - 2/4/2021_11/5/2021 - 2/4/2022,8/1/2021,11/10/2021,Yes,170,No,No,1,No,Yes,194___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,41,0,17,0,58,0,29.2,1.3 to 1,55,14,1.5,Yes,Yes,N/A,0,Every fourth night for 4 week(s),0,N/A,Not Available,5,NGO,N/A,"$60,090.00",15,7,"$62,128.00",15,7,"$64,562.00",15,7,Yes,180,NGO,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,99.0,0.0,0.9,28.8,71.1,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105612052,,,3,3,No,Yes,"June,July",Yes,No,http://www.mcw.edu/Emergency-Medicine.htm,Not Available,"Alisa  Hayes
MD
Med Coll of Wisconsin
Dept of Emergency Medicine
8701 Watertown Plank Rd
Milwaukee, WI 53226
Tel: (414) 955-6450
Fax:
E-mail: alhayes@mcw.edu","Jennifer  Myszkowski
Med Coll of Wisconsin
Dept of Emergency Medicine
8701 Watertown Plank Rd
Milwaukee, WI 53226
Tel: (414) 955-1112
Fax: (414) 955-0082
E-mail: jmyszkowski@mcw.edu",1105612052,"Med Coll of Wisconsin, Dept of Emergency Medicine, 8701 Watertown Plank Rd, Milwaukee, WI 53226","8701 W Watertown Plank Rd, Milwaukee, WI 53226","9200 W Wisconsin Ave, Milwaukee, WI 53226","9000 W Wisconsin Ave, Milwaukee, WI 53201","2900 W Oklahoma Ave, Milwaukee, WI 53215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5000 W National Ave, Milwaukee, WI 53295-1000",,,,,,,,,,,,,,"5000 W Chambers St, Milwaukee, WI 53210",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105500129,,,3,3,No,Yes,July,Yes,No,http://camc.wvu.edu/,Not Available,"Mark  Gustafson
DO
Charleston Area Med Ctr
Emergency Medicine Pgm
3110 MacCorkle Ave SE
Charleston, WV 25304
Tel: (304) 388-7107
Fax:
E-mail: mark.gustafson@camc.org","Mark  Gustafson
DO
Charleston Area Med Ctr
Emergency Medicine Pgm
3110 MacCorkle Ave SE
Charleston, WV 25304
Tel: (304) 388-7107
Fax:
E-mail: mark.gustafson@camc.org",1105500129,"Charleston Area Med Ctr, Emergency Medicine Pgm, 3110 MacCorkle Ave SE, Charleston, WV 25304","3110 MacCorkle Ave SE, Charleston, WV 25304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105521128,University-based,West Virginia University Hospitals,3,3,No,Yes,"July,Negotiable",Yes,No,https://medicine.hsc.wvu.edu/em/residents/information-for-applicants/,Not Available,"Erica B Shaver
MD
West Virginia Univ HSC
Dept of Emergency Med PO Box 9149
1 Medical Center Dr
Morgantown, WV 26506
Tel: (304) 293-7215
Fax: (304) 293-6702
E-mail: eshaver@hsc.wvu.edu","Sydney R Nestor
BS
West Virginia Univ HSC
Dept of Emergency Med PO Box 9149
1 Medical Center Dr
Morgantown, WV 26506-9149
Tel: (304) 293-7215
Fax: (304) 293-6702
E-mail: sydney.nestor@hsc.wvu.edu",1105521128,"West Virginia Univ HSC, Dept of Emergency Med PO Box 9149, 1 Medical Center Dr, Morgantown, WV 26506","1 Medical Center Dr, Morgantown, WV 26506-8136","1 Medical Center Dr, Morgantown, WV 26506","327 Medical Park Dr, Bridgeport, WV 26330",,"A 3 year program based at a university affiliated hospital, Level 1 trauma, tertiary care, comprehensive stroke care, academic referral center, with additional resident experiences at our community and rural hospitals. As a WVU resident, you will have state of the art training, exposing you to a strong ultrasound curriculum, longitudinal pediatrics, and procedural experiences that will allow you to develop the skills necessary to practice high quality EM.",10,10,10,No,No,"Yes , Codes: 1837110C0",No,12/1/2020,11/11/2020 - 1/21/2021_10/20/2021 - 1/20/2022,9/15/2021,12/1/2021,Yes,180,No,No,2,No,Yes,200_215__,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,18,1,2,0,20,1,44.4,0.6 to 1,65,24,1.5,Yes,,Every fourth night for 5 month(s),0,Every fourth night for 2 month(s),0,Every fourth night for 1 month(s),Not Available,5,6%,0%,"$54,278.00",15,24,"$56,292.00",15,24,"$58,109.00",15,24,Yes,42,42,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,No,100.0,0.0,0.0,28.8,71.1,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7962300001,,,6,6,No,Yes,July,Yes,No,http://www.hopkinsmedicine.org/emergencymedicine/combined-residency/,Not Available,"Linda A Regan
MD
Johns Hopkins Univ Hosp
Ste 6-100
1830 E Monument St
Baltimore, MD 21287
Tel: (410) 955-5107
Fax: (410) 502-5146
E-mail: emresidency@jhmi.edu","Christina  Tarleton
BS
Johns Hopkins Univ Sch of Med
Ste 6-100
1830 E Monument St
Baltimore, MD 21287
Tel: (410) 955-5107
Fax: (410) 502-5146
E-mail: emresidency@jhmi.edu",7962300001,"Johns Hopkins Univ Hosp, Ste 6-100, 1830 E Monument St, Baltimore, MD 21287","720 Rutland Ave, Baltimore, MD 21205-2196","600 N Wolfe St, Baltimore, MD 21287-1629","4940 Eastern Ave, Baltimore, MD 21224","22 S Greene St, Baltimore, MD 21201-1595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5755 Cedar Lane, Columbia, MD 21044",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7950944001,,,5,5,No,Yes,July,Yes,No,,Not Available,"Erin M Kavanaugh
MD
Christiana Care Health Services
Family Med Ctr Ste 100-B
1401 Foulk Rd
Wilmington, DE 19803
Tel: (302) 477-3318
Fax: (302) 477-3162
E-mail: ekavanaugh@christianacare.org","Lindsay  Green
BS
Christiana Care Health Services
Family Med Ctr Ste 100-B
1401 Foulk Rd
Wilmington, DE 19803
Tel: (302) 477-3325
Fax: (320) 477-3162
E-mail: lgreen@christianacare.org",7950944001,"Christiana Care Health Services, Family Med Ctr Ste 100-B, 1401 Foulk Rd, Wilmington, DE 19803","501 W 14th St, Wilmington, DE 19899-1668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/7952144002,University-based,LSU Health Sciences Center,5,5,No,Yes,"July,Negotiable",Yes,No,http://www.lsuhscshreveport.edu/admissions/graduate-medical-education,Not Available,"Luke M Baudoin
MD
LSU Health Shreveport
Dept of Family Medicine
1501 Kings Hwy
Shreveport, LA 71130
Tel: (318) 675-8695
Fax: (318) 675-7950
E-mail: lbaud1@lsuhsc.edu","Shamekia  Gardner
LSU Health Shreveport
Dept of Family Medicine
1501 Kings Hwy
Shreveport, LA 71130
Tel: (318) 675-8695
Fax: (318) 675-7950
E-mail: shvfammedres@lsuhsc.edu",7952144002,"LSU Health Shreveport, Dept of Family Medicine, 1501 Kings Hwy, Shreveport, LA 71130","1501 Kings Hwy, Shreveport, LA 71130",,,,,2,2,2,No,No,"Yes , Codes: 1232795C0",No,12/31/2020,11/2/2020 - 1/18/2021_11/1/2021 - 1/17/2022,10/18/2021,12/31/2021,No,15,No,No,3,No,Yes,200_200__,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",No,No,No,12,0,3,0,15,0,16.6,1.3 to 1,60,16,1.5,Yes,Yes,N/A,0,Negotiable for 2 month(s),0,Negotiable for 1 month(s),0,4,25%,N/A,"$51,769.00",21,10,"$53,504.00",28,10,"$55,335.00",28,10,No answer,28,60,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,2,,50.0,50.0,0.0,46.6,53.3,Negotiable for 1 month(s),0,"$57,469.00",28,10,,,,,,,,2,Negotiable for 1 month(s),Not Available,"$59,899.00",28,10,
