,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,Hispanic,White,Two or more races,African American,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/stephens-county-ga/,B minus,B+,C+,B,B,C+,B,A minus,B+,B minus,B minus,"Stephens County is located in Georgia with a population of 25,750. In Stephens County, most residents own their homes. Many retirees live in Stephens County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.13,0.1,0.1,0.12,0.1,0.13,0.13,0.2,0.09,-0.25,0.12,-0.4,0.22,-0.2413793103448275,0.39,0.4444444444444444,0.18,0.5,,,0,3,0,0,0,0.043,0.133,0.009000000000000001,0.03,0.82,0.01,0.12,0.01,0.0,0.0,0.0,0.47,0.53,0.26,0.22,0.25,0.22,0.05,0.33,0.32,0.24,0.1
0,https://www.niche.com/places-to-live/c/graves-county-ky/,A minus,A minus,C+,B,B minus,C+,B minus,A minus,C,C,B minus,"Graves County is located in Kentucky with a population of 37,248. In Graves County, most residents own their homes. Many families live in Graves County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.12,0.12,0.08,0.12,0.12,0.13,0.13,0.18,0.07,-0.41666666666666663,0.1,-0.5,0.31,0.06896551724137945,0.39,0.4444444444444444,0.13,0.08333333333333348,,,1,0,0,0,0,0.035,0.19399999999999998,0.017,0.07,0.87,0.02,0.04,0.0,0.0,0.0,0.0,0.49,0.51,0.31,0.2,0.22,0.21,0.06,0.34,0.3,0.24,0.12
0,https://www.niche.com/places-to-live/c/pope-county-mn/,B+,B+,B,B,C,A minus,C minus,A minus,B,B minus,B+,"Pope County is located in Minnesota with a population of 11,048. In Pope County, most residents own their homes. Many retirees live in Pope County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.12,0.09,0.06,0.11,0.1,0.11,0.16,0.24,0.07,-0.41666666666666663,0.16,-0.20000000000000007,0.41,0.4137931034482758,0.3,0.11111111111111094,0.06,-0.5,,,,,,,,0.015,0.07200000000000001,0.006999999999999999,0.02,0.96,0.01,0.0,0.01,0.0,0.0,0.0,0.51,0.49,0.18,0.19,0.23,0.31,0.08,0.24,0.28,0.31,0.18
0,https://www.niche.com/places-to-live/c/jones-county-ga/,B,B,C,B,B+,B,B+,A minus,B,C+,C minus,"Jones County is located in Georgia with a population of 28,579. In Jones County, most residents own their homes. Many families live in Jones County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.13,0.1,0.08,0.11,0.13,0.14,0.13,0.17,0.08,-0.33333333333333326,0.12,-0.4,0.3,0.034482758620689724,0.39,0.4444444444444444,0.11,-0.08333333333333326,,,0,1,0,0,0,0.031,0.139,0.006,0.02,0.71,0.01,0.25,0.01,0.0,0.0,0.0,0.48,0.52,0.23,0.18,0.23,0.29,0.07,0.26,0.31,0.29,0.14
0,https://www.niche.com/places-to-live/c/ashland-county-oh/,B,B,B,B,C,B,C,A minus,B,A minus,B,"Ashland County is located in Ohio with a population of 53,536. In Ashland County, most residents own their homes. Many young professionals live in Ashland County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.11,0.11,0.11,0.11,0.13,0.14,0.18,0.08,-0.33333333333333326,0.13,-0.35,0.26,-0.10344827586206884,0.42,0.5555555555555554,0.12,0.0,,,3,10,4,1,0,0.022000000000000002,0.13699999999999998,0.006999999999999999,0.01,0.96,0.01,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.19,0.22,0.26,0.26,0.06,0.29,0.34,0.26,0.12
0,https://www.niche.com/places-to-live/c/caldwell-county-nc/,A minus,B+,C,B+,B minus,B minus,B,A minus,B,A minus,C+,"Caldwell County is located in North Carolina with a population of 81,884. In Caldwell County, most residents own their homes. Residents of Caldwell County tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.11,0.1,0.08,0.11,0.11,0.15,0.15,0.19,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.32,0.18518518518518512,0.2,0.6666666666666667,,,1,2,0,0,0,0.037000000000000005,0.151,0.02,0.05,0.87,0.02,0.05,0.01,0.0,0.0,0.0,0.49,0.51,0.26,0.24,0.23,0.22,0.04,0.32,0.35,0.24,0.09
0,https://www.niche.com/places-to-live/c/butler-county-ne/,B+,A minus,B,B minus,C,A minus,B minus,A minus,B,C,B minus,"Butler County is located in Nebraska with a population of 8,029. In Butler County, most residents own their homes. Many retirees live in Butler County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.13,0.11,0.07,0.1,0.11,0.13,0.15,0.2,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.34,0.1724137931034484,0.38,0.40740740740740744,0.07,-0.41666666666666663,,,,,,,,0.013000000000000001,0.071,0.009000000000000001,0.04,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.18,0.17,0.25,0.33,0.07,0.26,0.28,0.3,0.16
0,https://www.niche.com/places-to-live/c/lake-county-mn/,B,B+,B minus,B,C,B minus,C minus,A minus,C+,B+,B+,"Lake County is located in Minnesota with a population of 10,560. In Lake County, most residents own their homes. Many retirees live in Lake County and residents tend to lean liberal.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.1,0.08,0.06,0.1,0.11,0.13,0.18,0.26,0.09,-0.25,0.2,0.0,0.35,0.2068965517241379,0.31,0.14814814814814814,0.05,-0.5833333333333333,,,,,,,,0.019,0.08800000000000001,0.004,0.01,0.95,0.01,0.01,0.0,0.01,0.0,0.0,0.51,0.49,0.17,0.16,0.28,0.3,0.08,0.25,0.27,0.28,0.2
0,https://www.niche.com/places-to-live/c/richmond-county-nc/,B,B minus,C,B+,A,C,B+,A minus,C+,B+,B,"Richmond County is located in North Carolina with a population of 44,997. In Richmond County, most residents own their homes. Many families live in Richmond County and residents tend to lean conservative.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.12,0.11,0.09,0.12,0.12,0.13,0.14,0.17,0.05,-0.5833333333333333,0.1,-0.5,0.33,0.13793103448275867,0.32,0.18518518518518512,0.19,0.5833333333333335,,,0,2,1,0,0,0.049,0.248,0.024,0.06,0.57,0.01,0.32,0.01,0.02,0.0,0.0,0.49,0.51,0.38,0.22,0.2,0.18,0.03,0.36,0.33,0.23,0.08
0,https://www.niche.com/places-to-live/c/comanche-county-tx/,B,B+,C,B minus,B+,B minus,B+,A minus,B minus,C minus,C+,"Comanche County is located in Texas with a population of 13,529. In Comanche County, most residents own their homes. Many retirees live in Comanche County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.11,0.11,0.07,0.1,0.11,0.12,0.14,0.24,0.06,-0.5,0.14,-0.29999999999999993,0.29,0.0,0.35,0.29629629629629606,0.15,0.25,,,0,1,1,1,0,0.02,0.111,0.052000000000000005,0.28,0.69,0.01,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.22,0.2,0.26,0.28,0.04,0.26,0.34,0.28,0.12
0,https://www.niche.com/places-to-live/c/yauco-municipio-pr/,unavailable,C minus,D minus,D minus,D minus,D minus,A+,B,unavailable,C+,B+,"Yauco Municipio is a County in Puerto Rico with a population of 35,428. In Yauco Municipio, most residents own their homes. Many young professionals live in Yauco Municipio.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.1,0.09,0.09,0.11,0.12,0.13,0.14,0.21,0.06,-0.5,0.19,-0.050000000000000044,0.16,-0.4482758620689654,0.33,0.2222222222222221,0.27,1.2500000000000004,,,1,1,0,0,0,0.073,,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.68,0.19,0.1,0.03,0.0,,,,
0,https://www.niche.com/places-to-live/c/las-piedras-municipio-pr/,unavailable,C,D,D+,D+,D minus,A+,B,unavailable,C minus,C,"Las Piedras Municipio is a County in Puerto Rico with a population of 37,499. In Las Piedras Municipio, most residents own their homes. Many families live in Las Piedras Municipio.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.09,0.11,0.09,0.13,0.15,0.13,0.13,0.17,0.06,-0.5,0.16,-0.20000000000000007,0.31,0.06896551724137945,0.24,-0.11111111111111116,0.22,0.8333333333333335,,,0,1,0,0,0,0.059000000000000004,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.56,0.23,0.13,0.07,0.01,,,,
0,https://www.niche.com/places-to-live/c/hormigueros-municipio-pr/,unavailable,C minus,D minus,D,D minus,D minus,A+,B,unavailable,C,B,"Hormigueros Municipio is a County in Puerto Rico with a population of 15,943. In Hormigueros Municipio, most residents own their homes. Many young professionals and retirees live in Hormigueros Municipio.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.08,0.09,0.08,0.1,0.12,0.13,0.12,0.27,0.05,-0.5833333333333333,0.18,-0.10000000000000009,0.22,-0.2413793103448275,0.32,0.18518518518518512,0.24,1.0,,,3,1,0,0,0,0.106,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.54,0.64,0.2,0.11,0.04,0.01,,,,
0,https://www.niche.com/places-to-live/c/musselshell-county-mt/,B minus,D+,B minus,C minus,C+,C,B minus,C,C,C+,C+,"Musselshell County is located in Montana with a population of 4,766. In Musselshell County, most residents own their homes. Many retirees live in Musselshell County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.1,0.1,0.06,0.07,0.1,0.13,0.18,0.26,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.43,0.5925925925925926,0.08,-0.33333333333333326,,,,,,,,0.027000000000000003,0.127,0.004,0.03,0.91,0.02,0.0,0.01,0.03,0.0,0.0,0.5,0.5,0.26,0.25,0.25,0.2,0.04,0.32,0.31,0.27,0.1
0,https://www.niche.com/places-to-live/c/sabana-grande-municipio-pr/,unavailable,C minus,D minus,D minus,D minus,D minus,A+,B+,unavailable,C+,B,"Sabana Grande Municipio is a County in Puerto Rico with a population of 22,560. In Sabana Grande Municipio, most residents own their homes. Many young professionals and retirees live in Sabana Grande Municipio.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.09,0.1,0.11,0.1,0.12,0.12,0.13,0.22,0.03,-0.75,0.16,-0.20000000000000007,0.22,-0.2413793103448275,0.33,0.2222222222222221,0.26,1.166666666666667,,,,,,,,0.069,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.53,0.64,0.2,0.12,0.04,0.0,,,,
0,https://www.niche.com/places-to-live/c/naranjito-municipio-pr/,unavailable,C+,D,D+,D minus,D minus,A+,B+,unavailable,C+,C minus,"Naranjito Municipio is a County in Puerto Rico with a population of 28,112. In Naranjito Municipio, most residents own their homes. Many families live in Naranjito Municipio.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.1,0.1,0.1,0.13,0.12,0.13,0.14,0.18,0.03,-0.75,0.13,-0.35,0.3,0.034482758620689724,0.25,-0.07407407407407418,0.29,1.4166666666666665,,,1,1,0,0,0,0.096,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.62,0.22,0.11,0.04,0.0,,,,
0,https://www.niche.com/places-to-live/c/san-lorenzo-municipio-pr/,unavailable,C,D,D,D,C minus,A+,B,unavailable,C,D+,"San Lorenzo Municipio is a County in Puerto Rico with a population of 37,209. In San Lorenzo Municipio, most residents own their homes.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.1,0.09,0.1,0.13,0.13,0.14,0.14,0.18,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.28,-0.0344827586206895,0.26,-0.03703703703703709,0.28,1.3333333333333335,,,,,,,,0.031,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.6,0.21,0.14,0.05,0.0,,,,
0,https://www.niche.com/places-to-live/c/issaquena-county-ms/,D+,C,C minus,D minus,B,B+,unavailable,A minus,D+,C minus,B minus,"Issaquena County is located in Mississippi with a population of 1,361. In Issaquena County, most residents rent their homes. Many retirees live in Issaquena County and residents tend to lean liberal.",,,,,,,,0.56,0.44,,,,,,,,,,,,,,,0.11,0.03,0.04,0.21,0.17,0.11,0.17,0.16,0.02,-0.8333333333333333,0.01,-0.95,0.25,-0.13793103448275856,0.32,0.18518518518518512,0.39,2.2500000000000004,,,,,,,,0.048,0.358,0.0,0.01,0.37,0.0,0.62,0.0,0.0,0.0,0.0,0.62,0.38,0.52,0.1,0.2,0.17,0.02,0.51,0.28,0.14,0.06
0,https://www.niche.com/places-to-live/c/morovis-municipio-pr/,unavailable,C+,D,D+,D,D minus,A+,B,unavailable,C+,C minus,"Morovis Municipio is a County in Puerto Rico with a population of 30,962. In Morovis Municipio, most residents own their homes. Many families live in Morovis Municipio.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.09,0.12,0.1,0.14,0.13,0.14,0.13,0.15,0.03,-0.75,0.14,-0.29999999999999993,0.26,-0.10344827586206884,0.28,0.03703703703703698,0.29,1.4166666666666665,,,,,,,,0.09699999999999999,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.23,0.12,0.04,0.01,,,,
0,https://www.niche.com/places-to-live/c/canovanas-municipio-pr/,unavailable,C minus,D,D+,D+,D minus,A+,B minus,unavailable,C,C minus,"Canóvanas Municipio is a County in Puerto Rico with a population of 45,588. In Canóvanas Municipio, most residents own their homes. Many young professionals live in Canóvanas Municipio.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.11,0.1,0.1,0.12,0.14,0.15,0.12,0.16,0.06,-0.5,0.17,-0.15000000000000002,0.21,-0.27586206896551724,0.31,0.14814814814814814,0.25,1.0833333333333335,,,1,2,0,0,0,0.121,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.56,0.21,0.13,0.08,0.02,,,,
0,https://www.niche.com/places-to-live/c/las-marias-municipio-pr/,unavailable,C minus,D minus,D,D minus,C minus,A+,B+,unavailable,C+,C minus,"Las Marías Municipio is a County in Puerto Rico with a population of 8,370. In Las Marías Municipio, most residents own their homes. Many families live in Las Marías Municipio.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.09,0.12,0.1,0.11,0.12,0.13,0.14,0.2,0.02,-0.8333333333333333,0.15,-0.2500000000000001,0.11,-0.6206896551724137,0.27,0.0,0.46,2.8333333333333335,,,,,,,,0.017,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.67,0.21,0.1,0.02,0.0,,,,
0,https://www.niche.com/places-to-live/c/rio-grande-municipio-pr/,unavailable,C minus,D,D,D+,D minus,A+,B,unavailable,C minus,C minus,"Río Grande Municipio is a County in Puerto Rico with a population of 49,613. In Río Grande Municipio, most residents own their homes. Many families live in Río Grande Municipio.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.09,0.1,0.1,0.13,0.13,0.14,0.12,0.19,0.05,-0.5833333333333333,0.18,-0.10000000000000009,0.22,-0.2413793103448275,0.33,0.2222222222222221,0.22,0.8333333333333335,,,1,1,0,0,0,0.11599999999999999,,,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.55,0.24,0.15,0.06,0.01,,,,
0,https://www.niche.com/places-to-live/c/aguadilla-municipio-pr/,unavailable,D,D minus,D,D,D minus,A+,B minus,unavailable,C,B+,"Aguadilla Municipio is a County in Puerto Rico with a population of 52,803. In Aguadilla Municipio, most residents own their homes. Many young professionals and retirees live in Aguadilla Municipio.",,,,,,,,0.4,0.6,,,,,,,,,,,,,,,0.09,0.11,0.09,0.12,0.12,0.13,0.13,0.21,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.21,-0.27586206896551724,0.29,0.07407407407407396,0.26,1.166666666666667,,,2,1,0,1,0,0.084,,,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.64,0.18,0.12,0.05,0.01,,,,
0,https://www.niche.com/places-to-live/c/camuy-municipio-pr/,unavailable,C minus,D minus,D,D minus,D,A+,B,unavailable,C+,D,"Camuy Municipio is a County in Puerto Rico with a population of 31,598. In Camuy Municipio, most residents own their homes. Many young professionals live in Camuy Municipio.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.09,0.1,0.1,0.12,0.13,0.14,0.13,0.19,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.26,-0.10344827586206884,0.25,-0.07407407407407418,0.29,1.4166666666666665,,,0,0,1,0,0,0.048,,,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.65,0.18,0.12,0.04,0.01,,,,
0,https://www.niche.com/places-to-live/c/barranquitas-municipio-pr/,unavailable,C minus,D,D+,D minus,D minus,A+,B,unavailable,C+,C minus,"Barranquitas Municipio is a County in Puerto Rico with a population of 28,393. In Barranquitas Municipio, most residents own their homes. Many families live in Barranquitas Municipio.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.11,0.11,0.14,0.12,0.13,0.13,0.15,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.23,-0.2068965517241378,0.3,0.11111111111111094,0.27,1.2500000000000004,,,,,,,,0.068,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.64,0.23,0.1,0.03,0.01,,,,
0,https://www.niche.com/places-to-live/c/mora-county-nm/,C,C minus,C minus,D minus,C+,C+,C,C+,B,B+,D minus,"Mora County is located in New Mexico with a population of 4,536. In Mora County, most residents own their homes. Many retirees live in Mora County and residents tend to be liberal.",,,,,,,,0.14,0.86,,,,,,,,,,,,,,,0.07,0.05,0.11,0.1,0.05,0.12,0.2,0.3,0.05,-0.5833333333333333,0.06,-0.7,0.44,0.517241379310345,0.34,0.2592592592592593,0.11,-0.08333333333333326,,,,,,,,0.036000000000000004,0.2,0.003,0.81,0.16,0.0,0.0,0.0,0.0,0.03,0.0,0.49,0.51,0.45,0.17,0.22,0.12,0.04,0.53,0.31,0.1,0.06
0,https://www.niche.com/places-to-live/c/mayaguez-municipio-pr/,unavailable,D minus,D,D minus,D minus,D minus,A+,B minus,unavailable,C,B+,"Mayagüez Municipio is a County in Puerto Rico with a population of 75,232. In Mayagüez Municipio, most residents own their homes. Many young professionals and retirees live in Mayagüez Municipio.",,,,,,,,0.43,0.57,,,,,,,,,,,,,,,0.09,0.09,0.15,0.11,0.1,0.11,0.12,0.23,0.09,-0.25,0.18,-0.10000000000000009,0.18,-0.3793103448275862,0.28,0.03703703703703698,0.28,1.3333333333333335,,,4,3,2,0,0,0.10400000000000001,,,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.69,0.16,0.09,0.05,0.02,,,,
0,https://www.niche.com/places-to-live/c/aguas-buenas-municipio-pr/,unavailable,C minus,D minus,D,D,D minus,A+,B,unavailable,C+,C,"Aguas Buenas Municipio is a County in Puerto Rico with a population of 25,748. In Aguas Buenas Municipio, most residents own their homes.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.09,0.11,0.1,0.12,0.13,0.13,0.13,0.19,0.03,-0.75,0.15,-0.2500000000000001,0.23,-0.2068965517241378,0.3,0.11111111111111094,0.29,1.4166666666666665,,,,,,,,0.054000000000000006,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.6,0.22,0.14,0.03,0.01,,,,
0,https://www.niche.com/places-to-live/c/cidra-municipio-pr/,unavailable,D+,D,D,D,D minus,A+,B minus,unavailable,C+,C,"Cidra Municipio is a County in Puerto Rico with a population of 39,607. In Cidra Municipio, most residents own their homes. Many young professionals live in Cidra Municipio.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.1,0.1,0.1,0.13,0.13,0.14,0.14,0.17,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.21,-0.27586206896551724,0.31,0.14814814814814814,0.24,1.0,,,0,0,1,0,0,0.065,,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.6,0.2,0.13,0.06,0.01,,,,
0,https://www.niche.com/places-to-live/c/ciales-municipio-pr/,unavailable,C minus,D minus,D,D minus,D minus,A+,B+,unavailable,C+,D+,"Ciales Municipio is a County in Puerto Rico with a population of 16,513. In Ciales Municipio, most residents own their homes. Many families live in Ciales Municipio.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.11,0.1,0.09,0.13,0.11,0.13,0.15,0.19,0.03,-0.75,0.13,-0.35,0.22,-0.2413793103448275,0.29,0.07407407407407396,0.33,1.7500000000000004,,,0,1,0,0,0,0.066,,,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.68,0.17,0.12,0.03,0.0,,,,
0,https://www.niche.com/places-to-live/c/vega-alta-municipio-pr/,unavailable,D+,D,D+,D+,D minus,A+,B minus,unavailable,C+,C,"Vega Alta Municipio is a County in Puerto Rico with a population of 37,106. In Vega Alta Municipio, most residents own their homes. Many families live in Vega Alta Municipio.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.1,0.11,0.1,0.13,0.13,0.13,0.12,0.18,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.23,-0.2068965517241378,0.28,0.03703703703703698,0.27,1.2500000000000004,,,0,1,0,0,0,0.094,,,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.59,0.18,0.12,0.09,0.02,,,,
0,https://www.niche.com/places-to-live/c/lares-municipio-pr/,unavailable,C minus,D minus,D,D minus,D minus,A+,B+,unavailable,C+,D minus,"Lares Municipio is a County in Puerto Rico with a population of 25,696. In Lares Municipio, most residents own their homes.",,,,,,,,0.37,0.63,,,,,,,,,,,,,,,0.09,0.1,0.09,0.13,0.12,0.13,0.14,0.2,0.04,-0.6666666666666666,0.15,-0.2500000000000001,0.22,-0.2413793103448275,0.24,-0.11111111111111116,0.35,1.9166666666666665,,,,,,,,0.076,,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.66,0.2,0.1,0.03,0.01,,,,
0,https://www.niche.com/places-to-live/c/quebradillas-municipio-pr/,unavailable,D+,D minus,D,D minus,D+,A+,B,unavailable,C+,C minus,"Quebradillas Municipio is a County in Puerto Rico with a population of 23,629. In Quebradillas Municipio, most residents own their homes. Many families live in Quebradillas Municipio.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.08,0.11,0.09,0.12,0.13,0.13,0.13,0.2,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.23,-0.2068965517241378,0.32,0.18518518518518512,0.26,1.166666666666667,,,2,0,1,0,0,0.031,,,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.66,0.2,0.11,0.03,0.0,,,,
0,https://www.niche.com/places-to-live/c/manati-municipio-pr/,unavailable,D+,D minus,D,D,D minus,A+,B minus,unavailable,C+,B minus,"Manatí Municipio is a County in Puerto Rico with a population of 38,836. In Manatí Municipio, most residents own their homes. Many young professionals live in Manatí Municipio.",,,,,,,,0.27,0.73,,,,,,,,,,,,,,,0.1,0.1,0.1,0.12,0.12,0.12,0.13,0.21,0.05,-0.5833333333333333,0.17,-0.15000000000000002,0.21,-0.27586206896551724,0.29,0.07407407407407396,0.27,1.2500000000000004,,,,,,,,0.075,,,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.53,0.61,0.19,0.13,0.06,0.01,,,,
0,https://www.niche.com/places-to-live/c/ceiba-municipio-pr/,unavailable,C minus,D minus,D,D,D minus,A+,B,unavailable,C minus,C+,"Ceiba Municipio is a County in Puerto Rico with a population of 11,515. In Ceiba Municipio, most residents own their homes. Many retirees live in Ceiba Municipio.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.09,0.1,0.1,0.12,0.12,0.13,0.11,0.23,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.23,-0.2068965517241378,0.32,0.18518518518518512,0.27,1.2500000000000004,,,1,0,0,0,0,0.053,,,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.53,0.61,0.27,0.07,0.05,0.0,,,,
0,https://www.niche.com/places-to-live/c/lane-county-ks/,B minus,A,C,B minus,C+,B minus,C+,A,C,C minus,B+,"Lane County is located in Kansas with a population of 1,564. In Lane County, most residents own their homes. Many retirees live in Lane County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.14,0.11,0.07,0.1,0.14,0.13,0.13,0.18,0.07,-0.41666666666666663,0.16,-0.20000000000000007,0.39,0.3448275862068968,0.32,0.18518518518518512,0.06,-0.5,,,,,,,,0.019,0.12300000000000001,0.006,0.07,0.91,0.0,0.0,0.01,0.01,0.0,0.0,0.51,0.49,0.28,0.19,0.25,0.25,0.03,0.22,0.34,0.3,0.15
0,https://www.niche.com/places-to-live/c/terrell-county-tx/,B,A,D minus,C+,B+,C,A,A,C+,C minus,B minus,"Terrell County is located in Texas with a population of 896. In Terrell County, most residents own their homes. Many retirees live in Terrell County and residents tend to be conservative.",,,,,,,,0.07,0.93,,,,,,,,,,,,,,,0.1,0.05,0.01,0.08,0.14,0.11,0.18,0.33,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.41,0.4137931034482758,0.27,0.0,0.14,0.16666666666666674,,,,,,,,0.004,0.094,0.012,0.57,0.39,0.02,0.01,0.0,0.0,0.0,0.0,0.47,0.53,0.32,0.27,0.13,0.26,0.02,0.32,0.32,0.22,0.14
