,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Intro,Year 1,Year 2,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 1,Participant 2,Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Participant 3,Participant 4,Participant 5,Participant 6,Participant 7,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,,Year 4,Year 5,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Night float system (Residents participate during first year),Participant 8,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Participant 9,Specialty Details,1,15,2,3,Yes
0,https://freida.ama-assn.org/program/3201631069,University-based,Rush University Medical Center,3,3,No,Yes,July,Yes,No,http://www.rush.edu/pedsresidency,Not Available,"Bridget  Voigt
MD
Rush Univ Med Ctr
Pediatrics Pgm
1653 W Congress Pkwy
Chicago, IL 60612
Tel: (312) 942-2127
Fax: (312) 942-2876
E-mail: bridget_voigt@rush.edu","Molly Rose  Elkins-Ryan
Rush Univ Med Ctr
Pavilion Bldg Ste 455
1620 W Harrison St
Chicago, IL 60612
Tel: (312) 942-2127
Fax: (312) 942-2876
E-mail: mollyrose_elkins-ryan@rush.edu",3201631069,"Rush Univ Med Ctr, Pediatrics Pgm, 1653 W Congress Pkwy, Chicago, IL 60612","1653 W Congress Pkwy, Chicago, IL 60612",,"We are a medium-sized program that feels like family is the amazing city of Chicago! Resident focused with superb general pediatric training. Large outpatient clinic with high volume of sick and well children. Two tracks: Global health & Advocacy. Goal to reflect and serve our diverse, multicultural patient base. Focus on resident wellness, diversity, equity and inclusion, and preparing residents for careers in competitive fellowships, primary care, urgent care, or hospitalist jobs.",11,11,No,No,"Yes , Codes: 1147320C0",No,1/1/2021,11/11/2020 - 1/27/2021_-,,,Yes,163,No,No,3,No,Yes,194__400_400,No,226-235,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,Yes,96,3,8,1,104,4,81.2,3.0 to 1,56,28,1.5,Yes,,Every fourth night for 1 month(s),0,Every fourth night for 3 month(s),4,Every fourth night for 2 month(s),Not Available,7,30%,15%,"$63,770.00",20,90,"$65,776.00",20,90,Yes,14,NGO,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,Yes,Yes,,,11,,,,,,,,,"$58,279.00",20,90,,,,83.6,0,16.3,66.2,33.7,,,,,,,,Yes,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3201621075,University-based,Loyola University Medical Center,3,3,No,Yes,June,Yes,No,https://www.loyolamedicine.org/gme/pediatric-residency,Not Available,"Tehui Marsha  Ma
MD
Loyola Univ Med Ctr
Dept of Pediatrics Maguire 3320
2160 S First Ave
Maywood, IL 60153
Tel: (708) 327-9124
Fax: (708) 327-9132
E-mail: tema@lumc.edu","Tanya  Diaz
MS
Loyola Univ Med Ctr
Dept of Pediatrics Maguire 3327
2160 S First Ave
Maywood, IL 60153-6015
Tel: (708) 327-9124
Fax: (708) 327-9132
E-mail: natanya.diaz@luhs.org",3201621075,"Loyola Univ Med Ctr, Dept of Pediatrics Maguire 3320, 2160 S First Ave, Maywood, IL 60153","2160 S First Ave, Maywood, IL 60153-5585",,Program offers paid global health elective (including trip).,10,10,No,No,"Yes , Codes: 1170320C0",No,12/4/2020,11/9/2020 - 1/25/2021_-,,,Yes,180,No,No,3,No,Yes,200__500_,No,No Answer,Yes,No,No Answer,"Desired, with some exceptions",Yes,No,No,62,0,0,0,62,0,51.6,2.0 to 1,70,28,1,No,,Every fourth night for 1 month(s),0,Every fourth night for 4 month(s),0,Every fourth night for 2 month(s),Not Available,6,50%,3%,"$63,731.00",20,12,"$65,728.00",20,12,Yes,32,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,10,,,,,,,,,"$59,862.00",20,12,,,,56.6,2.2,41.1,88.8,11.1,,,,,,,,Yes,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3201621382,Community-based university affiliated,Advocate Christ Medical Center,3,3,No,Yes,June,Yes,No,http://www.advocatehealth.com/pediatrics,Not Available,"Mark M Butterly
MD
Advocate Christ Med Ctr
Dept of Pediatrics
4440 W 95th St
Oak Lawn, IL 60453
Tel: (708) 684-2671
Fax: (708) 684-3142
E-mail: mark.butterly@aah.org","Donna  Melero
Advocate Christ Med Ctr
Dept of Pediatrics
4440 W 95th St
Oak Lawn, IL 60453
Tel: (708) 684-2671
Fax: (708) 684-3142
E-mail: donna.melero@aah.org",3201621382,"Advocate Christ Med Ctr, Dept of Pediatrics, 4440 W 95th St, Oak Lawn, IL 60453","3075 Highland Pkwy, Downers Grove, IL 60515","4440 W 95th St, Oak Lawn, IL 60453-4213",We strive for balance in academic and clinical training by mixing hospital and community based primary and tertiary care opportunities with patients of vast socioeconomic and cultural diversity to provide residents with a truly well-rounded experience.,13,13,No,No,"Yes , Codes: 2117320C0",No,12/31/2020,11/2/2020 - 1/15/2021_-,,,Yes,170,No,No,3,No,No,___,No,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,75,18,12,3,87,21,40,2.0 to 1,60,16,1.5,Yes,,N/A,0,Every fourth night for 4 month(s),0,Every fourth night for 1 month(s),Not Available,7,35%,15%,"$61,699.00",28,NGO,"$64,665.00",28,NGO,Yes,90,90,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,Yes,Yes,,,13,,,,,,,,,"$59,720.00",28,NGO,(4 wks ),,,39,0.8,60.1,69.9,30,,,,,,,,Yes,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3201612077,Community-based university affiliated,Advocate Lutheran General Hospital,3,3,No,Yes,"June,July",Yes,No,https://www.advocatechildrenshospital.com/pediatric-residency,Not Available,"Joanna  Lewis
MD
Advocate Lutheran General Hosp
2 South Box 54
1775 W Dempster St
Park Ridge, IL 60068
Tel: (847) 723-5986
Fax:
E-mail: joanna.lewis@aah.org","Mandy  Semenik
Advocate Lutheran General Hosp
2 South Box 54
1775 W Dempster St
Park Ridge, IL 60068
Tel: (847) 723-5986
Fax: (847) 723-2338
E-mail: mandy.semenik@aah.org",3201612077,"Advocate Lutheran General Hosp, 2 South Box 54, 1775 W Dempster St, Park Ridge, IL 60068","3075 Highland Pkwy, Downers Grove, IL 60515","1775 W Dempster St, Park Ridge, IL 60068-1174",We are a medium-sized independent academic program committed to training excellent pediatricians. We provide tertiary care as well as a deep commitment to community health. We achieve a great balance of subspecialty and general pediatric training geared toward the success of each resident.,14,14,No,No,"Yes , Codes: 2117320C1",No,1/10/2021,11/1/2020 - 2/10/2021_10/27/2021 - 1/22/2022,9/15/2021,12/30/2021,Yes,260,No,No,3,No,Yes,__480_,No,210-225,Yes,No,501-540,"Desired, with some exceptions",Yes,No,No,99,0,0,0,99,0,64.6,2.4 to 1,60,24,1.5,Yes,,Every seventh night for 3 week(s),0,Every seventh night for 3 week(s),4,Every seventh night for 3 week(s),Not Available,7,25%,7%,"$61,699.00",20,NGO,"$64,655.00",20,NGO,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,12,,,,,,,,,"$59,720.00",20,NGO,,,,63.3,11.3,25.3,93.5,6.4,,,,,,,,Yes,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3201621078,Community-based university affiliated,OSF St Francis Medical Center,3,3,Yes,Yes,"July,Negotiable",Yes,No,https://peoria.medicine.uic.edu/departments/pediatrics/residency/,Not Available,"Bhavana  Kandikattu
MD
Children's Hosp of Peoria
Pediatrics Pgm
530 NE Glen Oak Ave
Peoria, IL 61637
Tel: (309) 655-2274
Fax: (309) 655-2565
E-mail:","Christy  Vincent
BS
Children's Hosp of Peoria
Pediatrics Pgm
530 NE Glen Oak Ave
Peoria, IL 61637
Tel: (309) 655-2274
Fax:
E-mail: cvince@uic.edu",3201621078,"Children's Hosp of Peoria, Pediatrics Pgm, 530 NE Glen Oak Ave, Peoria, IL 61637","One Illini Dr, Peoria, IL 61656","530 NE Glen Oak Ave, Peoria, IL 61637",Our program has a formal board review and evidence-based medicine curriculum. Our residents are involved in committees and quality improvement projects. We have a brand new state of the art Jump Trade Simulation center and Children's Hospital.,10,10,No,No,"Yes , Codes: 1175320C0",No,,-_-,,,Yes,,No,No,3,No,Yes,__400_400,Yes,No Answer,Yes,Yes,No Answer,Not known,Yes,Yes,Yes,72,46,22,6,94,52,44.4,2.7 to 1,70,24,1,Yes,Yes,Every fourth night for 6 month(s),0,Every fourth night for 2 month(s),1,N/A,1,7,40%,20%,"$60,441.00",15,15,"$62,663.00",15,15,Yes,90,NGO,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,"912 N Elmwood, Peoria, IL 61625","2116 N Sheridan Rd, Peoria, IL 61604",10,,,,"530 NE Glen Oak Ave, Peoria, IL 61637",,,,,"$58,332.00",15,15,,,,35.7,39.6,24.5,61.4,38.5,,,,,,,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3201621079,Community-based university affiliated,Southern Illinois University School of Medicine,3,3,No,Yes,July,Yes,No,http://www.siumed.edu/peds/residency-program.html,Southern Illinois Pediatric Residency-Hospital Tour,"Janet L Patterson
MD
Southern Illinois Univ Sch of Med
PO Box 19658 Ste 3A146
301 N 8th St
Springfield, IL 62794
Tel: (217) 545-8980
Fax:
E-mail: pedsresidency@siumed.edu","Annelisa M Herter
Southern Illinois Univ Sch of Med
PO Box 19658 Ste 3A146
301 N 8th St
Springfield, IL 62794
Tel: (217) 545-8980
Fax:
E-mail: pedsresidency@siumed.edu",3201621079,"Southern Illinois Univ Sch of Med, PO Box 19658 Ste 3A146, 301 N 8th St, Springfield, IL 62794","801 N Rutledge, Springfield, IL 62794-9620","800 E Carpenter St, Springfield, IL 62769",Program size allows for one-on-one instruction on patient care and procedures. Program is a regional center for downstate Illinois and offers a wide variety of case pathology. Great salary and benefit package. Ambulatory clinic provides for continuity of patient care over the three years.,8,8,No,No,"Yes , Codes: 2922320C0",No,12/1/2020,10/19/2020 - 1/28/2021_10/1/2021 - 1/28/2022,9/15/2021,12/1/2021,Yes,146,No,No,3,No,Yes,185__400_,No,210-225,Yes,No,450-500,Required,Yes,No,No,46,26,10,2,56,28,52.1,2.2 to 1,60,12,1.5,Yes,No,N/A,0,N/A,NGO,N/A,NGO,5,0%,0%,"$57,909.00",21,14,"$59,045.00",21,14,Yes,21,63,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Required,No,No,Yes,"701 N 1st St, Springfield, IL 62781-0001","2502 N Dirksen Pkwy, Springfield, IL 62702",7,,,,"900 N 1st St, Springfield, IL 62781",,,,,"$57,352.00",21,14,(8 wks ),,,25.1,54.6,20.2,70.3,29.6,,,,,,,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3201712420,Community-based university affiliated,St Vincent Hospitals and Health Care Center,3,3,No,Yes,July,Yes,No,https://www.stvincent.org/Medical-Education/Pediatrics-Residency,Not Available,"Rita  Patel
MD, MPH
Peyton Manning Children's Hosp
Entrance 4 Door 4
2001 W 86th St
Indianapolis, IN 46260
Tel: (317) 338-7650
Fax: (317) 338-7850
E-mail: rita.patel@ascension.org","Janet A Hedlund
Peyton Manning Children's Hosp
Entrance 4 Door 4
2001 W 86th St
Indianapolis, IN 46260
Tel: (317) 338-7650
Fax: (317) 338-7850
E-mail: jhedl001@ascension.org",3201712420,"Peyton Manning Children's Hosp, Entrance 4 Door 4, 2001 W 86th St, Indianapolis, IN 46260","2001 W 86th St, Indianapolis, IN 46240",,"Peyton Manning Children's Hospital at Ascension St. Vincent is a free-standing facility offering some of the most advanced pediatric services in the Midwest (including ECMO and renal transplants), a 97 bed Level 4 NICU, and busy clinical services caring for a diverse patient population. A fully- accredited, academic community hospital in beautiful Indianapolis, our program has state-of-the-art facilities, experienced clinical teaching faculty in a warm collegial environment.",6,6,No,No,"Yes , Codes: 1189320C0",No,12/15/2020,11/2/2020 - 1/8/2021_10/15/2021 - 1/7/2022,9/14/2021,12/15/2021,Yes,109,No,No,3,No,Yes,210_220_485_515,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,128,44,16,12,144,56,46.8,7.5 to 1,60,24,1.5,Yes,,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),6,Every fourth night for 1 month(s),6,5,20%,N/A,"$58,924.00",20,Not Available,"$60,084.00",20,Not Available,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,6,,,,,,,,,"$58,433.00",20,Not Available,,,,19,0,80.9,78.5,21.4,,,,,,,,Yes,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3201721080,University-based,Indiana University School of Medicine,3,3,No,Yes,June,Yes,No,https://medicine.iu.edu/pediatrics/education/residency/categorical,Not Available,"Jerry L Rushton
MD, MPH
Riley Hosp for Children
Rm 5837
705 Riley Hospital Dr
Indianapolis, IN 46202
Tel: (317) 944-4034
Fax: (317) 944-1476
E-mail: prp@iupui.edu","Josih  Hostetler
MSW
Riley Hosp for Children
Rm 5837
705 Riley Hospital Dr
Indianapolis, IN 46202-5225
Tel: (317) 944-4034
Fax: (317) 944-1476
E-mail: prp@iupui.edu",3201721080,"Riley Hosp for Children, Rm 5837, 705 Riley Hospital Dr, Indianapolis, IN 46202","1120 South Dr, Indianapolis, IN 46202-5114","720 Eskenazi Ave, Indianapolis, IN 46202","Indiana University School of Medicine pediatric residency program offers the full breadth and depth of pediatric experiences for you to explore the range of pediatric career opportunities. You can launch your career at the program--whether in underserved primary care, to academic fellowships, or global health leadership. We believe in balance in your education through exposure from cutting-edge science in a top-10 funded research center at Riley Hospital for Children.",25,25,No,No,"Yes , Codes: 1187320C0",No,12/2/2020,11/2/2020 - 1/29/2021_11/1/2021 - 1/21/2022,10/20/2021,12/2/2021,Yes,275,No,No,3,No,Yes,215_220_500_500,Yes,236-245,Yes,Yes,541-600,Required,Yes,No,No,297,76,7,1,304,77,54.8,4.0 to 1,58,28,1.2,Yes,,Other for week(s),NGO,Every fourth night for 1 month(s),NGO,Every fourth night for 1 month(s),NGO,7,30%,15%,"$58,558.00",21,NGO,"$60,187.00",28,NGO,Yes,42,42,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,"1701 N Senate Blvd, Indianapolis, IN 46202","702 Barnhill Dr, Indianapolis, IN 46202-1367",25,,,,,,,,,"$57,174.00",21,NGO,,,,92.2,4.7,2.9,78.3,21.6,,,,,,,,Yes,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3201911084,,,3,3,No,No,July,No,No,http://www.kumc.edu/school-of-medicine/pediatrics/residency/,Not Available,"Lisa  Gilmer
MD
Univ of Kansas Med Ctr
Dept of Pediatrics Mail Stop 4004
3901 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-6917
Fax: (913) 588-6280
E-mail: kupedsresidency@kumc.edu","Jennifer  Lynn
Univ of Kansas Med Ctr
Dept of Pediatrics Mail Stop 4004
3901 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-6917
Fax: (913) 588-6280
E-mail: kupedsresidency@kumc.edu",3201911084,"Univ of Kansas Med Ctr, Dept of Pediatrics Mail Stop 4004, 3901 Rainbow Blvd, Kansas City, KS 66160", Person to contact for more information about the program: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3201921086,Community-based university affiliated,Wesley Medical Center,3,3,No,Yes,Negotiable,Yes,No,http://wichita.kumc.edu/pediatrics/,Not Available,"Deborah A Kroeker Alliston
MD, MEd
Univ of Kansas Sch of Med-Wichita
Ste 402
3243 E Murdock
Wichita, KS 67208
Tel: (316) 962-2250
Fax: (316) 962-7679
E-mail: dalliston@kumc.edu","Tara  Shirley
Univ of Kansas Sch of Med-Wichita
Ste 402
3243 E Murdock
Wichita, KS 67208
Tel: (316) 962-2250
Fax:
E-mail: tshirley@kumc.edu",3201921086,"Univ of Kansas Sch of Med-Wichita, Ste 402, 3243 E Murdock, Wichita, KS 67208","1010 N Kansas, Wichita, KS 67214-3199","550 N Hillside, Wichita, KS 67214-4976","Our program is university-affiliated and community-based at Wesley Children's Hospital, which is a tertiary care facility with a large catchment area as the only children's hospital in the state of Kansas. Residents graduate with a strong foundation of knowledge and clinical experience, allowing them to obtain fellowships in prestigious programs, join private/group practice, or an academic institution, having received trained in scholarly activity and advocacy to improve healthcare value.",5,5,No,No,"Yes , Codes: 3054320C0",No,12/15/2020,11/3/2020 - 1/19/2021_10/15/2021 - 12/20/2021,9/15/2021,12/1/2021,Yes,63,No,No,3,No,Yes,192__400_,No,210-225,Yes,No,Below 450,"Desired, with some exceptions",Yes,No,No,31,5,6,0,37,5,64.5,2.2 to 1,60,24,1.5,Yes,,Every ninth night for 4 week(s),0,Every ninth night for 4 week(s),0,Every eighth night for 12 month(s),Not Available,6,25%,15%,"$55,622.00",15,10,"$58,611.00",15,10,Yes,15,NGO,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Optional,No,Yes,Yes,,,5,,,,,,,,,"$55,429.00",15,10,,,,26.6,68.8,4.4,71.1,28.8,,,,,,,,Yes,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
0,https://freida.ama-assn.org/program/3202021087,University-based,University of Kentucky Hospital,3,3,No,Yes,July,Yes,No,https://pediatrics.med.uky.edu/pediatric-residency,Not Available,"Jaime P Kirtley
MD
Univ of Kentucky Med Ctr
MN470A
800 Rose St
Lexington, KY 40536
Tel: (859) 323-5157
Fax: (859) 323-1214
E-mail: jaime.pittenger@uky.edu","Angela M Toon
Univ of Kentucky Med Ctr
MN 470
800 Rose St
Lexington, KY 40536-0298
Tel: (859) 323-5157
Fax: (859) 323-1214
E-mail: angela.toon@uky.edu",3202021087,"Univ of Kentucky Med Ctr, MN470A, 800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536-0293","Other educational opportunities include child advocacy programs, medical brigades to Ecuador and India,  intern retreat, an AAP-sponsored career planning for second year residents, and a third year retreat for life planning.",12,12,No,No,"Yes , Codes: 1848320C0",No,1/1/2021,11/2/2020 - 1/22/2021_-,,,Yes,184,No,No,3,No,Yes,210_210_450_410,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,97,0,12,0,109,0,51.5,2.8 to 1,60,28,1.3,Yes,,Every fourth night for 4 month(s),0,Every fourth night for 4 month(s),0,Every fourth night for 4 month(s),Not Available,6,40%,N/A,"$56,319.00",21,NGO,"$58,008.00",21,NGO,Yes,30,30,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,"650 Newtown Pike, Lexington, KY 40508","3333 Burnet Ave, Cincinnati, OH 45229-3039",12,,,,,,,,,"$55,080.00",14,NGO,,,,36.1,26.4,37.3,62.7,37.2,,,,,,,,Yes,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,
