,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Participant 3,Night float system,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,,Participant 9,Participant 10
0,https://freida.ama-assn.org/program/2000521016,University-based,University of California (San Francisco) School of Medicine,3,3,Yes,Yes,"July,Negotiable",No,No,https://radiology.ucsf.edu/education/fellowships/clinical/nuclear-medicine,Not Available,"Jose M Hernandez Pampaloni
MD, PhD
UCSF Med Ctr
Dept of Radiology
505 Parnassus Ave
San Francisco, CA 94143-0628
Tel: (415) 353-8940
Fax: (415) 353-1796
E-mail: miguel.pampaloni@ucsf.edu","Samira  Zebarjadian
BS
UCSF Med Ctr
Rm S257A
513 Parnassus Ave
San Francisco, CA 94143-0628
Tel: (415) 476-2817
Fax:
E-mail: samira.zebarjadian2@ucsf.edu",2000521016,"UCSF Med Ctr, Dept of Radiology, 505 Parnassus Ave, San Francisco, CA 94143-0628","500 Parnassus Ave, San Francisco, CA 94143-0474","500 Parnassus Ave, San Francisco, CA 94143-0296",,"Receive department issued laptop for the year. Travel to scientific meeting/education fund $1800; exam fees, license fee, most reimbursed. Housing allowance of $13,000/year not included in salary.",3,0,,"Yes  , 1 year(s)",No,No,No,,-_-,,,Yes,5,No,No,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,4,0,0,0,4,0,50.0,1.3 to 1,40,16,2,Yes,,,,,,,Every seventh night for 1 month(s),0,Every seventh night for 1 month(s),0,Every seventh night for 1 month(s),Not Available,10,50%,N/A,"$75,295.00",20,12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No answer,NGO,NGO,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Optional,No,No,Yes,,,,,,,,,No,,,,,,,,
0,https://freida.ama-assn.org/program/2000521018,,,3,3,Yes,Yes,July,No,No,http://med.stanford.edu/nuclearmedicine.html,Not Available,"Benjamin  Franc
MD
Stanford Univ Sch of Med
Dept of Radiology C21
300 Pasteur Dr
Stanford, CA 94305
Tel: (650) 497-5373
Fax:
E-mail: benster@stanford.edu","Sofia  Gonzales
MS
Stanford Univ Sch of Med
Dept of Radiology C21
300 Pasteur Dr
Stanford, CA 94305-5281
Tel: (650) 724-9139
Fax:
E-mail: sofias@stanford.edu",2000521018,"Stanford Univ Sch of Med, Dept of Radiology C21, 300 Pasteur Dr, Stanford, CA 94305","300 Pasteur Dr, Stanford, CA 94305-4007","3801 Miranda Ave, Palo Alto, CA 94304-1207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2001121087,,,3,3,No,No,July,No,No,http://www.miami.edu/radiology,Not Available,"Mark J Foley
MD
Jackson Memorial Hosp
JMH West Wing 279
1611 NW 12th Ave
Miami, FL 33136
Tel: (305) 585-8178
Fax: (305) 585-5743
E-mail: msanche1@med.miami.edu","Merlen  Sanchez
BA
Jackson Memorial Hosp
JMH West Wing 279
1611 NW 12th Ave
Miami, FL 33136
Tel: (305) 585-8178
Fax: (305) 585-5743
E-mail: msanche1@med.miami.edu",2001121087,"Jackson Memorial Hosp, JMH West Wing 279, 1611 NW 12th Ave, Miami, FL 33136","1611 NW 12th Ave, Miami, FL 33136","1120 NW 14th St, Miami, FL 33136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2001221083,,,3,3,No,No,July,Yes,No,https://med.emory.edu/departments/radiology/index.html,Not Available,"Erin  Grady
MD
Emory Univ Hosp
Div of Nuclear Med BG03C
1364 Clifton Rd NE
Atlanta, GA 30322
Tel: (404) 778-2626
Fax: (404) 712-7908
E-mail: erin.grady@emory.edu","Ranitta S McDowell
BA
Emory Univ Hosp
BG03
1364 Clifton Rd NE
Atlanta, GA 30322
Tel: (404) 778-2626
Fax: (404) 712-7908
E-mail: rsmcdow@emory.edu",2001221083,"Emory Univ Hosp, Div of Nuclear Med BG03C, 1364 Clifton Rd NE, Atlanta, GA 30322","1440 Clifton Rd NE, Atlanta, GA 30322","1364 Clifton Rd NE, Atlanta, GA 30322","550 Peachtree St NE, Atlanta, GA 30365-2225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1670 Clairmont Rd, Decatur, GA 30033",,,,,,,"1405 Clifton Rd NE, Atlanta, GA 30322-1101",,"80 Butler St SE, Atlanta, GA 30335",,,,,,,
0,https://freida.ama-assn.org/program/2001821030,,,3,3,No,Yes,July,No,No,http://www.radiology.uiowa.edu/,Not Available,"Janet  Pollard
MD
Univ of Iowa Hosps and Clinics
Dept of Radiology 3865 JPP
200 Hawkins Dr
Iowa City, IA 52242
Tel:
Fax:
E-mail: courtney-bork@uiowa.edu","Courtney  Bork
Univ of Iowa Hosps and Clinics
Dept of Radiology 3865 JPP
200 Hawkins Dr
Iowa City, IA 52242
Tel: (319) 356-3380
Fax: (319) 356-2220
E-mail: courtney-bork@uiowa.edu",2001821030,"Univ of Iowa Hosps and Clinics, Dept of Radiology 3865 JPP, 200 Hawkins Dr, Iowa City, IA 52242","200 Hawkins Dr, Iowa City, IA 52242-1009","Hwy 6 West, Iowa City, IA 52240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2001611027,,,3,3,No,No,"July,Negotiable",Yes,No,,Not Available,"Jagadeesh S Singh
MD
Rush Univ Med Ctr
Nuclear Medicine Pgm
1653 W Congress Pkwy
Chicago, IL 60612
Tel: (312) 942-4184
Fax: (312) 942-7244
E-mail: tiffany_t_rodgers@rush.edu","Tiffany T Rodgers
Rush Univ Med Ctr
Nuclear Medicine Pgm
1653 W Congress Pkwy
Chicago, IL 60612
Tel: (312) 942-4184
Fax: (312) 942-7244
E-mail: tiffany_t_rodgers@rush.edu",2001611027,"Rush Univ Med Ctr, Nuclear Medicine Pgm, 1653 W Congress Pkwy, Chicago, IL 60612","1653 W Congress Pkwy, Chicago, IL 60612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2001721093,University-based,Indiana University Health University Hospital,3,3,No,Yes,July,No,No,https://medicine.iu.edu/departments/radiology/education-programs/fellowship,Not Available,"Steven M Westphal
MD
Indiana Univ Med Ctr
UH 0634
550 N University Blvd
Indianapolis, IN 46202
Tel: (317) 963-7171
Fax: (317) 963-7346
E-mail: smwestph@iupui.edu","Beth A Ward
IU Health Neuroscience Ctr
Goodman Hall Ste 4100
355 W 16th St
Indianapolis, IN 46202
Tel: (317) 963-7171
Fax: (317) 963-7346
E-mail: baward@iupui.edu",2001721093,"Indiana Univ Med Ctr, UH 0634, 550 N University Blvd, Indianapolis, IN 46202","1120 South Dr, Indianapolis, IN 46202-5114","550 N University Blvd, Indianapolis, IN 46202","720 Eskenazi Ave, Indianapolis, IN 46202","The one year nuclear medicine program at Indiana University School of Medicine builds on the nuclear medicine knowledge accumulated during a resident's time in an accredited diagnostic radiology residency program. The large volume and variety of studies performed at Indiana University Hospital and its affiliates is unparalleled in the region. Each year we perform over 12,000 nuclear medicine and PET/CT exams.",1,0,,"Yes  , 1 year(s)",No,No,No,,-_11/1/2020 - 3/31/2021,8/1/2020,2/28/2021,No,2,No,No,3,No,Yes,215_215_500_500,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,5,0,0,0,5,0,20.0,5.0 to 1,42,24,2,Yes,,,,,,,N/A,10,N/A,10,N/A,10,NGO,NGO,N/A,"$69,366.00",20,NGO,,,,,,,Yes,42,42,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Required,No,No,No,"1701 N Senate Blvd, Indianapolis, IN 46202",,,,,,,"1481 W 10th St, Indianapolis, IN 46202-2884",No,"702 Barnhill Dr, Indianapolis, IN 46202-1367",,,,,NGO (wks),,
0,https://freida.ama-assn.org/program/2002421038,University-based,Brigham and Women's Hospital,3,3,No,Yes,July,No,No,http://www.brighamandwomens.org/,Not Available,"Hyewon  Hyun
MD
Brigham and Women's Hosp
Div of Nuclear Medicine
75 Francis St
Boston, MA 02115
Tel: (617) 732-6290
Fax: (617) 582-6056
E-mail: cdelaware@partners.org","Ashley  Appel
Brigham and Women's Hosp
Div of Nuclear Mdicine
75 Francis St
Boston, MA 02115
Tel: (617) 732-6306
Fax: (617) 582-6056
E-mail: aappel@bwh.harvard.edu",2002421038,"Brigham and Women's Hosp, Div of Nuclear Medicine, 75 Francis St, Boston, MA 02115","75 Francis St, Boston, MA 02115","300 Longwood Ave, Boston, MA 02115-5737","940 Belmont St, Brockton, MA 02401",,0,0,,"Yes  , 1 year(s)",No,No,No,2/1/2021,7/1/2020 - 3/1/2021_10/1/2020 - 3/1/2022,7/1/2021,2/1/2022,Yes,,No,No,3,No,Yes,200_200_425_,Yes,226-235,Yes,Yes,No Answer,Required,Yes,Yes,No,0,0,0,0,0,0,,to 1,Not Available,Not Available,Not Available,Yes,,,,,,,N/A,7,N/A,7,N/A,7,0,NGO,N/A,Not Available,20,12,Not Available,20,12,Not Available,20,12,No answer,Not Available,Not Available,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Optional,No,No,No,"44 Binney St, Boston, MA 02115",,,,,,,"330 Brookline Ave, Boston, MA 02215",No,,,,,,,,
0,https://freida.ama-assn.org/program/2002311035,University-based,Johns Hopkins Hospital,3,3,Yes,Yes,"July,Negotiable",No,No,http://www.hopkinsradiology.org/nuclearmedicine,Not Available,"Reema  Goel
Johns Hopkins Med Sch
Nuclear Medicine Pgm
601 N Caroline St
Baltimore, MD 21287
Tel: (410) 502-8177
Fax:
E-mail: rgoel9@jhmi.edu","Rehab  AbdAllah
Johns Hopkins Med Sch
Nuclear Medicine Pgm
601 N Caroline St
Baltimore, MD 21287
Tel: (410) 955-6615
Fax:
E-mail: rabdall1@jhmi.edu",2002311035,"Johns Hopkins Med Sch, Nuclear Medicine Pgm, 601 N Caroline St, Baltimore, MD 21287","720 Rutland Ave, Baltimore, MD 21205-2196","600 N Wolfe St, Baltimore, MD 21287-1629",,,2,0,2,"Yes  , 1 year(s)",No,No,No,,-_-,,,No,6,No,No,3,No,Yes,___,Yes,210-225,No,No,No Answer,Not known,Yes,Yes,No,5,1,0,0,5,1,40.0,1.2 to 1,60,12,2,Yes,,6.6,93.3,0.0,55.5,44.4,N/A,7,N/A,7,N/A,7,10,50%,0%,"$59,570.00",20,NGO,"$62,439.00",20,NGO,"$65,051.00",20,NGO,No answer,NGO,NGO,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Optional,No,No,No,,,,,,,,,No,,,,,,,,
0,https://freida.ama-assn.org/program/2002321115,University-based,University of Maryland Program,3,3,No,Yes,July,Yes,No,http://www.umm.edu/nmr,Not Available,"Wengen  Chen
MD, PhD, MSc
Univ of Maryland Med Ctr
Dept of Nuclear Medicine
22 S Greene St
Baltimore, MD 21201
Tel: (410) 328-5677
Fax: (410) 328-1600
E-mail: wchen5@umm.edu","Ricuhelt H Lantaya
LLB, MPA
Univ of Maryland Med Ctr
Diagnostic Radiology & Nuclear Medicine
22 S Greene St
Baltimore, MD 21201
Tel: (410) 328-5677
Fax: (410) 328-9118
E-mail: rlantaya@umm.edu",2002321115,"Univ of Maryland Med Ctr, Dept of Nuclear Medicine, 22 S Greene St, Baltimore, MD 21201","22 S Greene St, Baltimore, MD 21201-1595","10 N Greene St, Baltimore, MD 21201-1524",,,2,2,,"Yes  , 1 year(s)",No,No,No,,-_10/1/2021 - 2/28/2022,9/1/2021,12/31/2021,No,8,No,No,3,No,Yes,210_210__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,4,1,2,0,6,1,0.0,1.2 to 1,50,12,2,Yes,,0.0,100.0,0.0,25.0,75.0,N/A,13,N/A,13,N/A,13,5,NGO,N/A,"$57,548.00",15,15,"$60,199.00",15,15,"$62,674.00",15,15,Yes,NGO,NGO,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Required,Yes,Yes,No,,,,,,,,,No,,,,,,NGO (wks),,
0,https://freida.ama-assn.org/program/2001012002,,,3,3,No,No,"June,July,August,Negotiable",No,Yes,http://www.usuhs.edu/gme/,Not Available,"Jennifer S Jurgens
MD
Walter Reed National Military Med Ctr
Bldg 9A Rm 1306
8901 Wisconsin Ave
Bethesda, MD 20889
Tel: (301) 295-4974
Fax: (301) 295-8013
E-mail: jennifer.s.jurgens.mil@mail.mil","Jennifer S Jurgens
MD
Walter Reed National Military Med Ctr
Bldg 9A Rm 1306
8901 Wisconsin Ave
Bethesda, MD 20889
Tel: (301) 295-4974
Fax: (301) 295-8013
E-mail: jennifer.s.jurgens.mil@mail.mil",2001012002,"Walter Reed National Military Med Ctr, Bldg 9A Rm 1306, 8901 Wisconsin Ave, Bethesda, MD 20889","4301 Jones Bridge Rd, Bethesda, MD 20814-4799","8901 Rockville Pike, Bethesda, MD 20889-5600","111 Michigan Ave NW, Washington, DC 20010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2002511039,University-based,Michigan Medicine University of Michigan,3,3,No,Yes,July,No,No,http://medicine.umich.edu/dept/radiology/specialties/nuclear-medicine/,Not Available,"Kirk A Frey
MD, PhD
Michigan Med Univ of Michigan
UH B1 G505/0028
1500 E Medical Center Dr
Ann Arbor, MI 48109
Tel: (734) 936-5388
Fax: (734) 936-8182
E-mail: kfrey@umich.edu","Kim  Desbrough
Michigan Med Univ of Michigan
Univ Hosp B1D530
1500 E Medical Center Dr
Ann Arbor, MI 48109-5030
Tel: (734) 615-9016
Fax: (734) 763-9523
E-mail: desbroug@med.umich.edu",2002511039,"Michigan Med Univ of Michigan, UH B1 G505/0028, 1500 E Medical Center Dr, Ann Arbor, MI 48109","2600 Green Rd, Ann Arbor, MI 48109","2215 Fuller Rd, Ann Arbor, MI 48105",,,3,0,,"Yes  , 1 year(s)",No,No,No,11/21/2020,12/1/2020 - 3/30/2021_12/1/2020 - 3/31/2021,11/21/2020,,Yes,1,No,No,3,No,Yes,188_189_400_400,Yes,No Answer,Yes,Yes,No Answer,Not known,Yes,No,No,6,2,0,1,6,3,16.6,2.0 to 1,50,24,2,Yes,,,,,,,Once per week for 26 week(s),0,Once per week for 26 week(s),0,N/A,Not Available,5,90%,N/A,"$63,289.00",20,5,"$66,453.00",20,5,"$69,776.00",20,5,Yes,NGO,0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Optional,Yes,Yes,No,,,,,,,,,No,,,,,,,,
0,https://freida.ama-assn.org/program/2002821094,,,3,3,No,Yes,July,Yes,No,https://medicine.missouri.edu/departments/radiology/residency-programs/,Not Available,"Amolak  Singh
MD
Univ of Missouri Hosps and Clinics
Dept of Radiology DC06910
1 Hospital Dr
Columbia, MO 65212
Tel: (573) 882-7955
Fax: (573) 884-4729
E-mail: singha@health.missouri.edu","Crystal  Arellano
Univ of Missouri Hosps and Clinics
Dept of Radiology DC06910
1 Hospital Dr
Columbia, MO 65212
Tel: (573) 882-7901
Fax: (573) 884-4729
E-mail: arellanoc@health.missouri.edu",2002821094,"Univ of Missouri Hosps and Clinics, Dept of Radiology DC06910, 1 Hospital Dr, Columbia, MO 65212","One Hospital Dr, Columbia, MO 65212","One Hospital Dr, Columbia, MO 65212","800 Hospital Dr, Columbia, MO 65201-5297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2002811043,,,3,3,No,Yes,"July,Negotiable",No,No,https://www.mir.wustl.edu/education/residency/nuclear-medicine-residency,Not Available,"Maria R Ponisio
MD
Mallinckrodt Inst of Radiology
Campus Box 8223
510 S Kingshighway Blvd
St Louis, MO 63110
Tel: (314) 362-2863
Fax: (314) 362-2806
E-mail: mrponisio@wustl.edu","Bre  Vittitow
Mallinckrodt Inst of Radiology
Campus Box 8223
510 S Kingshighway Blvd
St Louis, MO 63110-1076
Tel: (314) 362-2809
Fax: (314) 362-2806
E-mail: rvittitow@wustl.edu",2002811043,"Mallinckrodt Inst of Radiology, Campus Box 8223, 510 S Kingshighway Blvd, St Louis, MO 63110","660 S Euclid Ave, St Louis, MO 63110-1093","One Children's Pl, St Louis, MO 63110-1077","One Barnes-Jewish Hospital Plaza, St Louis, MO 63110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2002821042,,,3,3,No,Yes,"July,Negotiable",No,No,https://www.slu.edu/medicine/radiology/nuclear-medicine-residency.php,Not Available,"Medhat M Osman
MD, PhD
St Louis Univ Hosp
Drummond Hall T2027
3691 Rutger Ave
St Louis, MO 63110
Tel: (314) 577-8047
Fax: (314) 268-5144
E-mail: medhat.osman@health.slu.edu","Megan  Kaiser
St Louis Univ Hosp
Drummond Hall T2027
3691 Rutger Ave
St Louis, MO 63110
Tel: (314) 268-5781
Fax:
E-mail: megan.l.kaiser@health.slu.edu",2002821042,"St Louis Univ Hosp, Drummond Hall T2027, 3691 Rutger Ave, St Louis, MO 63110","1402 S Grand Blvd, St Louis, MO 63104","3635 Vista Ave, St Louis, MO 63110","915 N Grand Ave, St Louis, MO 63125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2003621060,,,3,3,No,Yes,"June,July,Negotiable",No,No,,Not Available,"Olga  James
MD
Duke Univ Med Ctr
Box 3949 Rm 2536 Blue
200 Trent Dr
Durham, NC 27710
Tel:
Fax: (919) 684-7135
E-mail: olga.g.james@duke.edu","Gloria J Irving
Duke Univ Med Ctr
Rm 1517K 1st Fl Radiology
2300 Erwin Rd
Durham, NC 27710
Tel: (919) 684-7245
Fax: (919) 684-7135
E-mail: gloria.irving@dm.duke.edu",2003621060,"Duke Univ Med Ctr, Box 3949 Rm 2536 Blue, 200 Trent Dr, Durham, NC 27710","2301 Erwin Rd, Durham, NC 27710","508 Fulton St, Durham, NC 27705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2003521047,University-based,Montefiore Medical Center-Henry and Lucy Moses Division,3,3,No,Yes,"July,Negotiable",Yes,No,http://www.montefiore.org/prof/departments/nuclear/residency/,Not Available,"Renee  Moadel
DO
Montefiore Med Ctr-Weiler Div
Nuclear Medicine 1st Fl
1825 Eastchester Rd
Bronx, NY 10461
Tel:
Fax:
E-mail: rmoadel@montefiore.org","Emily  Ofrias
Montefiore Med Ctr
Nuclear Medicine Pgm
111 E 210th St
Bronx, NY 10467
Tel: (718) 405-8461
Fax:
E-mail: eofrias@montefiore.org",2003521047,"Montefiore Med Ctr-Weiler Div, Nuclear Medicine 1st Fl, 1825 Eastchester Rd, Bronx, NY 10461","111 E 210th St, Bronx, NY 10467","111 E 210th St, Bronx, NY 10467-0001","1825 Eastchester Rd, Bronx, NY 10461","The facilities have state-of-the-art equipment for performing a wide variety of nuclear medicine studies including SPECT/CT, PET/CT, radiopharmacy, microPET with research facilities.",2,2,2,"Yes  , 1 year(s)",No,No,No,11/15/2020,9/1/2020 - 12/31/2020_10/1/2021 - 12/31/2021,9/1/2021,11/15/2021,No,10,No,No,3,No,Yes,200___,No,Below 210,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,6,1,0,0,6,1,50.0,1.0 to 1,50,24,2,Yes,,0.0,100.0,0.0,52.2,47.7,N/A,18,N/A,26,N/A,Not Available,8,50%,N/A,"$71,000.00",20,12,"$74,000.00",20,12,"$77,000.00",20,12,No answer,0,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",When resident/fellow starts program,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Required,No,No,Yes,,,,,,,,,No,,,,,,NGO (wks),,
