,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,African American,Two or more races,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/cass-county-tx/,B,B+,B+,C,B+,B+,B minus,B,A,C+,B,C,"Cass County is located in Texas with a population of 30,059. In Cass County, most residents own their homes. Many retirees live in Cass County and residents tend to be conservative.",30059,87100,601,44848,-0.5995402298850574,-0.4340866290018832,-0.2863485193259393,0.21,0.79,378,0.33710647329324384,0,-1.0,55.3,0.35872235872235847,36.9,-0.7276752767527676,663.8,0.32733453309338123,1576.6,-0.22821617387898963,101.4,-0.6429577464788732,0.12,0.1,0.07,0.1,0.11,0.13,0.14,0.22,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.26,-0.10344827586206884,0.43,0.5925925925925926,0.14,0.16666666666666674,2.75,4,0,1,1,2,0,0.04,0.184,0.012,0.76,0.04,0.17,0.01,0.01,0.0,0.0,0.0,0.48,0.52,0.27,0.23,0.22,0.22,0.05,0.29,0.35,0.24,0.12
0,https://www.niche.com/places-to-live/c/washakie-county-wy/,B,A+,B+,B,B,B,C+,C minus,C+,B,C,A,"Washakie County is located in Wyoming with a population of 8,027. In Washakie County, most residents own their homes. Many retirees live in Washakie County and residents tend to be conservative.",8027,165800,640,54158,-0.2377011494252873,-0.39736346516007537,-0.13820154989418076,0.24,0.76,132.4,-0.5316590024761231,0,-1.0,37.8,-0.07125307125307134,0,-1.0,264.8,-0.47050589882023597,964.6,-0.5278049735656941,56.7,-0.8003521126760563,0.12,0.12,0.06,0.1,0.12,0.12,0.14,0.21,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.37,0.27586206896551735,0.3,0.11111111111111094,0.1,-0.16666666666666663,,,,,,,,0.025,0.10400000000000001,0.009000000000000001,0.82,0.14,0.0,0.03,0.0,0.01,0.0,0.0,0.51,0.49,0.18,0.23,0.26,0.28,0.05,0.26,0.33,0.27,0.14
0,https://www.niche.com/places-to-live/c/meade-county-ky/,B,A minus,B+,B,B+,B minus,A minus,B minus,B+,B minus,B+,C,"Meade County is located in Kentucky with a population of 28,182. In Meade County, most residents own their homes. Many families live in Meade County and residents tend to be conservative.",28182,153500,856,56603,-0.2942528735632184,-0.19397363465160078,-0.0992950686631765,0.27,0.73,0,-1.0,0,-1.0,51.3,0.26044226044226026,0,-1.0,179.5,-0.6410717856428714,795.1,-0.6107793224985314,256.5,-0.096830985915493,0.13,0.1,0.09,0.13,0.13,0.14,0.14,0.14,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.34,0.1724137931034484,0.35,0.29629629629629606,0.11,-0.08333333333333326,4,4,0,4,0,0,0,0.037000000000000005,0.12,0.006,0.89,0.04,0.04,0.02,0.01,0.01,0.0,0.0,0.51,0.5,0.18,0.19,0.25,0.31,0.07,0.28,0.29,0.27,0.16
0,https://www.niche.com/places-to-live/c/nowata-county-ok/,B,B+,B+,C,B+,A minus,B minus,B,A,C+,B minus,B minus,"Nowata County is located in Oklahoma with a population of 10,322. In Nowata County, most residents own their homes. Many retirees live in Nowata County and residents tend to be conservative.",10322,87700,613,43145,-0.5967816091954024,-0.4227871939736346,-0.31344779848193116,0.26,0.74,223.9,-0.20799434029006003,0,-1.0,22.4,-0.44963144963144974,44.8,-0.6693726937269373,850.7,0.7010597880423914,1298.4,-0.3644018014489915,89.5,-0.6848591549295775,0.13,0.1,0.07,0.12,0.11,0.13,0.14,0.19,0.03,-0.75,0.08,-0.6000000000000001,0.33,0.13793103448275867,0.44,0.6296296296296295,0.11,-0.08333333333333326,,,,,,,,0.044000000000000004,0.159,0.009000000000000001,0.67,0.03,0.02,0.12,0.0,0.15,0.0,0.0,0.49,0.51,0.29,0.23,0.23,0.2,0.05,0.32,0.34,0.22,0.11
0,https://www.niche.com/places-to-live/c/columbia-county-ny/,B,B minus,C,A minus,B,B minus,B,C,C+,A,A,B+,"Columbia County is located in New York with a population of 60,371. In Columbia County, most residents own their homes. Many young professionals and retirees live in Columbia County and residents tend to have moderate political views.",60371,233600,928,66787,0.07402298850574707,-0.1261770244821092,0.06275957544993083,0.26,0.74,212.4,-0.24867350548284395,0,-1.0,49.6,0.21867321867321854,63.7,-0.5298892988929889,226.5,-0.5470905818836234,1982.2,-0.029665165459173637,70.8,-0.7507042253521127,0.09,0.09,0.07,0.11,0.11,0.14,0.17,0.23,0.15,0.25,0.17,-0.15000000000000002,0.28,-0.0344827586206895,0.3,0.11111111111111094,0.1,-0.16666666666666663,3,1,0,0,1,0,0,0.031,0.11599999999999999,0.032,0.86,0.05,0.04,0.03,0.02,0.0,0.0,0.0,0.5,0.5,0.17,0.16,0.22,0.3,0.14,0.25,0.27,0.25,0.23
0,https://www.niche.com/places-to-live/c/runnels-county-tx/,B,C+,B,B minus,B,A minus,B minus,A,A minus,C+,C,B minus,"Runnels County is located in Texas with a population of 10,277. In Runnels County, most residents own their homes. Many retirees live in Runnels County and residents tend to be conservative.",10277,81400,644,44940,-0.6257471264367815,-0.3935969868173258,-0.28488455357000775,0.29,0.71,511.7,0.8100459851432615,0,-1.0,32,-0.2137592137592138,0,-1.0,415.7,-0.16876624675064988,751.5,-0.6321225768552967,64,-0.7746478873239436,0.12,0.11,0.08,0.11,0.11,0.13,0.14,0.21,0.04,-0.6666666666666666,0.14,-0.29999999999999993,0.26,-0.10344827586206884,0.35,0.29629629629629606,0.21,0.75,,,,,,,,0.013999999999999999,0.152,0.02,0.61,0.34,0.03,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.26,0.24,0.22,0.21,0.08,0.3,0.35,0.22,0.12
0,https://www.niche.com/places-to-live/c/newton-county-mo/,B,B minus,B,B,B,B minus,B+,B minus,A minus,B+,B,B,"Newton County is located in Missouri with a population of 58,180. In Newton County, most residents own their homes. Many families live in Newton County and residents tend to be conservative.",58180,131300,699,50813,-0.3963218390804598,-0.3418079096045198,-0.191429435259297,0.28,0.72,165.7,-0.41386628935267067,0,-1.0,44.2,0.08599508599508598,22.1,-0.83690036900369,629.7,0.25914817036592686,3153.8,0.5438613667515177,292.7,0.030633802816901312,0.12,0.12,0.08,0.12,0.11,0.13,0.14,0.18,0.07,-0.41666666666666663,0.13,-0.35,0.33,0.13793103448275867,0.35,0.29629629629629606,0.13,0.08333333333333348,,,,,,,,0.024,0.132,0.018000000000000002,0.86,0.05,0.01,0.03,0.01,0.02,0.0,0.01,0.5,0.5,0.2,0.24,0.26,0.23,0.07,0.28,0.34,0.25,0.12
0,https://www.niche.com/places-to-live/c/wright-county-ia/,B,B minus,B+,B+,B,B minus,B+,C,A,B minus,B minus,A minus,"Wright County is located in Iowa with a population of 12,739. In Wright County, most residents own their homes. Many retirees live in Wright County and residents tend to be conservative.",12739,85500,626,53333,-0.6068965517241379,-0.41054613935969864,-0.1513295036837834,0.28,0.72,47.4,-0.8323310930314821,0,-1.0,72.5,0.7813267813267812,0,-1.0,260.5,-0.47910417916416714,461.9,-0.7738887801057373,59.2,-0.7915492957746479,0.12,0.12,0.07,0.1,0.11,0.11,0.15,0.22,0.04,-0.6666666666666666,0.13,-0.35,0.38,0.3103448275862071,0.37,0.37037037037037024,0.08,-0.33333333333333326,5,1,1,0,0,0,0,0.019,0.113,0.037000000000000005,0.85,0.12,0.0,0.02,0.01,0.0,0.0,0.0,0.51,0.49,0.21,0.21,0.28,0.23,0.06,0.23,0.33,0.3,0.14
0,https://www.niche.com/places-to-live/c/gage-county-ne/,B,B+,B,B+,B,C,B+,B minus,A minus,C+,B,B+,"Gage County is located in Nebraska with a population of 21,594. In Gage County, most residents own their homes. Many retirees live in Gage County and residents tend to be conservative.",21594,116200,640,53110,-0.4657471264367816,-0.39736346516007537,-0.15487802937479112,0.3,0.7,210.7,-0.25468694729395125,0,-1.0,167.2,3.108108108108108,24.3,-0.8206642066420664,502.4,0.004599080183963045,2107,0.03142745251615442,121.6,-0.571830985915493,0.12,0.11,0.07,0.1,0.12,0.13,0.15,0.21,0.06,-0.5,0.15,-0.2500000000000001,0.34,0.1724137931034484,0.36,0.33333333333333326,0.1,-0.16666666666666663,,,,,,,,0.023,0.105,0.009000000000000001,0.94,0.03,0.01,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.2,0.23,0.23,0.26,0.08,0.26,0.32,0.25,0.16
0,https://www.niche.com/places-to-live/c/oneida-county-ny/,B,B,C+,A minus,B+,B,B,D,B minus,B+,A minus,A minus,"Oneida County is located in New York with a population of 229,959. In Oneida County, most residents own their homes. Many young professionals live in Oneida County and residents tend to lean conservative.",229959,127700,766,56027,-0.41287356321839086,-0.2787193973634652,-0.10846076730900811,0.33,0.67,186.3,-0.3409975238769012,2.7,-0.5573770491803278,37.3,-0.08353808353808367,68.4,-0.49520295202952025,367.9,-0.26434713057388526,1849.6,-0.0945760720579597,64.4,-0.7732394366197183,0.12,0.1,0.1,0.12,0.11,0.13,0.14,0.18,0.11,-0.08333333333333326,0.15,-0.2500000000000001,0.31,0.06896551724137945,0.32,0.18518518518518512,0.12,0.0,3.5,4,1,1,1,1,0,0.027999999999999997,0.154,0.032,0.82,0.06,0.06,0.02,0.04,0.0,0.0,0.0,0.5,0.5,0.22,0.19,0.23,0.27,0.09,0.27,0.29,0.27,0.17
0,https://www.niche.com/places-to-live/c/gilchrist-county-fl/,B,A minus,A minus,B minus,B,B minus,A minus,A minus,A minus,C,B,C minus,"Gilchrist County is located in Florida with a population of 17,953. In Gilchrist County, most residents own their homes. Many retirees live in Gilchrist County and residents tend to be conservative.",17953,104800,645,43640,-0.5181609195402299,-0.3926553672316384,-0.30557102620816956,0.17,0.83,144.3,-0.48956490979837275,0,-1.0,0,-1.0,0,-1.0,96.2,-0.8076384723055389,432.9,-0.788084981398081,0,-1.0,0.09,0.12,0.11,0.1,0.11,0.13,0.14,0.2,0.04,-0.6666666666666666,0.09,-0.55,0.3,0.034482758620689724,0.42,0.5555555555555554,0.15,0.25,,,,,,,,0.025,0.17,0.024,0.86,0.06,0.06,0.02,0.0,0.0,0.0,0.0,0.52,0.48,0.26,0.27,0.21,0.23,0.04,0.32,0.38,0.21,0.1
0,https://www.niche.com/places-to-live/c/marshall-county-ky/,B,B,A minus,B minus,B minus,C,B+,B minus,A minus,B minus,C+,B minus,"Marshall County is located in Kentucky with a population of 31,192. In Marshall County, most residents own their homes. Many retirees live in Marshall County and residents tend to be conservative.",31192,131100,690,55113,-0.39724137931034487,-0.3502824858757062,-0.12300494884076185,0.19,0.81,28.3,-0.8998938804386275,0,-1.0,42.4,0.041769041769041726,14.1,-0.8959409594095941,452.2,-0.09578084383123386,2232.6,0.092911689837478,84.8,-0.7014084507042253,0.12,0.09,0.07,0.11,0.12,0.13,0.15,0.22,0.08,-0.33333333333333326,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.38,0.40740740740740744,0.11,-0.08333333333333326,4.8,5,4,1,0,0,0,0.022000000000000002,0.10400000000000001,0.003,0.96,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.22,0.2,0.22,0.29,0.07,0.29,0.31,0.24,0.17
0,https://www.niche.com/places-to-live/c/watonwan-county-mn/,B,B minus,B+,B,B,B+,B minus,C minus,A,C+,C+,A,"Watonwan County is located in Minnesota with a population of 10,972. In Watonwan County, most residents own their homes. Many retirees live in Watonwan County and residents tend to lean conservative.",10972,96900,669,54065,-0.5544827586206896,-0.3700564971751412,-0.13968142832137231,0.23,0.77,135.3,-0.5214007782101167,0,-1.0,105.2,1.5847665847665846,0,-1.0,676.6,0.3529294141171766,1172.8,-0.4258860387703153,15,-0.9471830985915493,0.14,0.1,0.08,0.12,0.11,0.11,0.14,0.2,0.04,-0.6666666666666666,0.12,-0.4,0.28,-0.0344827586206895,0.41,0.5185185185185184,0.16,0.3333333333333335,,,,,,,,0.02,0.133,0.091,0.72,0.25,0.01,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.22,0.21,0.24,0.25,0.07,0.26,0.32,0.27,0.15
0,https://www.niche.com/places-to-live/c/washington-county-ks/,B,B+,A minus,B minus,B,C,B,C+,A,C+,C,B,"Washington County is located in Kansas with a population of 5,493. In Washington County, most residents own their homes. Many retirees live in Washington County and residents tend to be conservative.",5493,82000,456,50588,-0.6229885057471265,-0.5706214689265536,-0.19500978629282495,0.22,0.78,,,,,,,,,,,,,,,0.12,0.1,0.07,0.1,0.1,0.12,0.15,0.24,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.31,0.06896551724137945,0.41,0.5185185185185184,0.08,-0.33333333333333326,,,,,,,,0.011000000000000001,0.11,0.019,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.19,0.24,0.27,0.23,0.06,0.25,0.34,0.29,0.12
0,https://www.niche.com/places-to-live/c/otero-county-nm/,B,B,B minus,B,B,A,C+,A minus,C+,B,B+,A minus,"Otero County is located in New Mexico with a population of 66,137. In Otero County, most residents own their homes. Many families live in Otero County and residents tend to be conservative.",66137,112400,792,41988,-0.4832183908045977,-0.2542372881355932,-0.33185875912989515,0.36,0.64,314.3,0.11177927131234533,0,-1.0,17.1,-0.5798525798525799,20,-0.8523985239852399,542.8,0.08538292341531672,2265.6,0.10906598785980015,248.6,-0.12464788732394372,0.14,0.1,0.11,0.15,0.11,0.11,0.12,0.17,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.39,0.3448275862068968,0.27,0.0,0.17,0.41666666666666674,4,1,0,1,0,0,0,0.040999999999999995,0.218,0.07200000000000001,0.49,0.38,0.03,0.02,0.01,0.06,0.0,0.0,0.52,0.48,0.28,0.25,0.23,0.2,0.04,0.36,0.33,0.2,0.11
0,https://www.niche.com/places-to-live/c/hughes-county-sd/,A,A,A,B+,A minus,B,A minus,C,B+,A minus,C minus,A+,"Hughes County is located in South Dakota with a population of 17,608. In Hughes County, most residents own their homes. Many families and young professionals live in Hughes County and residents tend to be conservative.",17608,177500,673,64783,-0.1839080459770115,-0.36629001883239176,0.030870582244641342,0.31,0.69,284.4,0.006013441811107079,0,-1.0,99.5,1.4447174447174445,7.1,-0.9476014760147602,462.2,-0.07578484303139377,3078.8,0.5071470530644215,163.5,-0.42429577464788737,0.15,0.09,0.07,0.14,0.12,0.12,0.14,0.17,0.1,-0.16666666666666663,0.24,0.19999999999999996,0.3,0.034482758620689724,0.27,0.0,0.08,-0.33333333333333326,4,3,0,3,0,0,0,0.022000000000000002,0.11199999999999999,0.009000000000000001,0.82,0.03,0.0,0.03,0.0,0.12,0.0,0.0,0.49,0.51,0.15,0.2,0.23,0.34,0.09,0.21,0.25,0.35,0.19
0,https://www.niche.com/places-to-live/c/seward-county-ne/,A,A,A,B+,A,C,A,A,B+,B+,B minus,B,"Seward County is located in Nebraska with a population of 17,171. In Seward County, most residents own their homes. Many young professionals live in Seward County and residents tend to be conservative.",17171,168200,724,70389,-0.22666666666666668,-0.3182674199623352,0.12007701732889897,0.28,0.72,47.3,-0.8326848249027238,0,-1.0,0,-1.0,0,-1.0,283.7,-0.4327134573085384,803.8,-0.6065204621108282,0,-1.0,0.13,0.11,0.13,0.1,0.11,0.12,0.13,0.17,0.1,-0.16666666666666663,0.19,-0.050000000000000044,0.36,0.24137931034482762,0.29,0.07407407407407396,0.06,-0.5,4.1,10,4,3,3,0,0,0.015,0.066,0.006999999999999999,0.95,0.03,0.01,0.02,0.0,0.0,0.0,0.0,0.51,0.49,0.13,0.17,0.23,0.36,0.1,0.29,0.24,0.27,0.2
0,https://www.niche.com/places-to-live/c/cumberland-county-pa/,A,A,B+,A minus,A,B minus,A minus,B minus,B minus,A,A minus,B+,"Cumberland County is located in Pennsylvania with a population of 249,328. In Cumberland County, most residents own their homes. Many young professionals live in Cumberland County and residents tend to be conservative.",249328,202900,991,71269,-0.06712643678160923,-0.06685499058380417,0.13408016803780853,0.3,0.7,34.9,-0.876547576936682,1.7,-0.721311475409836,18.1,-0.5552825552825553,15.7,-0.8841328413284133,122.3,-0.7554489102179565,934.2,-0.5426865087135304,21.5,-0.9242957746478874,0.11,0.09,0.1,0.13,0.12,0.13,0.13,0.18,0.14,0.16666666666666674,0.23,0.1499999999999999,0.24,-0.1724137931034483,0.32,0.18518518518518512,0.08,-0.33333333333333326,4.5,2,1,1,0,0,0,0.022000000000000002,0.069,0.028999999999999998,0.86,0.04,0.04,0.02,0.04,0.0,0.0,0.0,0.49,0.51,0.13,0.18,0.22,0.33,0.14,0.22,0.27,0.28,0.23
0,https://www.niche.com/places-to-live/c/monmouth-county-nj/,A,A,C,A,A+,B+,B,B minus,C minus,A,A,B minus,"Monmouth County is located in New Jersey with a population of 621,659. In Monmouth County, most residents own their homes. Many young professionals live in Monmouth County and residents tend to lean conservative.",621659,421900,1399,99733,0.9397701149425288,0.3173258003766479,0.5870184427859906,0.26,0.74,88,-0.688715953307393,2.2,-0.6393442622950819,13.2,-0.6756756756756757,47.5,-0.6494464944649446,204.8,-0.5904819036192761,1138.1,-0.44287252790287845,43,-0.8485915492957746,0.11,0.1,0.08,0.11,0.12,0.15,0.15,0.17,0.18,0.5,0.28,0.40000000000000013,0.24,-0.1724137931034483,0.23,-0.14814814814814814,0.07,-0.41666666666666663,4.09,11,6,2,2,0,1,0.033,0.069,0.05,0.75,0.11,0.07,0.01,0.05,0.0,0.0,0.0,0.49,0.51,0.12,0.11,0.15,0.3,0.31,0.22,0.21,0.21,0.35
0,https://www.niche.com/places-to-live/c/gallatin-county-mt/,A,A+,B minus,A,A,C+,A,C,D+,A+,A,A,"Gallatin County is located in Montana with a population of 108,063. In Gallatin County, most residents own their homes. Many families and young professionals live in Gallatin County and residents tend to have moderate political views.",108063,357100,1074,66397,0.64183908045977,0.011299435028248483,0.056553633658482205,0.39,0.61,154.6,-0.4531305270604882,3.4,-0.44262295081967207,82.5,1.0270270270270268,29.2,-0.7845018450184502,175.2,-0.6496700659868027,2004.8,-0.018601918934795347,151.2,-0.46760563380281694,0.11,0.09,0.16,0.16,0.14,0.11,0.11,0.12,0.18,0.5,0.33,0.6499999999999999,0.29,0.0,0.18,-0.33333333333333337,0.03,-0.75,5,1,1,0,0,0,0,0.018000000000000002,0.113,0.017,0.92,0.04,0.0,0.02,0.01,0.01,0.0,0.0,0.52,0.48,0.17,0.17,0.22,0.31,0.13,0.27,0.28,0.25,0.2
0,https://www.niche.com/places-to-live/c/grand-traverse-county-mi/,A,A,A minus,A,A,C+,B+,C minus,B,A,A,A minus,"Grand Traverse County is located in Michigan with a population of 92,181. In Grand Traverse County, most residents own their homes. Many young professionals live in Grand Traverse County and residents tend to lean conservative.",92181,212500,951,63575,-0.02298850574712641,-0.10451977401129942,0.011648075362411081,0.24,0.76,435.4,0.5401485673859214,6.4,0.049180327868852514,108.9,1.6756756756756754,6.4,-0.9527675276752767,256.1,-0.4879024195160968,1549.6,-0.24143332680634422,89.6,-0.6845070422535211,0.11,0.09,0.07,0.13,0.11,0.13,0.15,0.19,0.13,0.08333333333333348,0.23,0.1499999999999999,0.35,0.2068965517241379,0.24,-0.11111111111111116,0.05,-0.5833333333333333,4.5,2,1,1,0,0,0,0.028999999999999998,0.096,0.013999999999999999,0.93,0.03,0.01,0.02,0.01,0.01,0.0,0.0,0.49,0.51,0.16,0.19,0.24,0.3,0.11,0.26,0.3,0.27,0.18
0,https://www.niche.com/places-to-live/c/boyle-county-ky/,A,A+,A minus,B+,A,B minus,B,B minus,B+,A,B,B+,"Boyle County is located in Kentucky with a population of 29,972. In Boyle County, most residents own their homes. Many young professionals and retirees live in Boyle County and residents tend to be conservative.",29972,146400,727,46382,-0.3268965517241379,-0.31544256120527303,-0.26193848161290834,0.33,0.67,88.5,-0.6869472939511849,0,-1.0,31.3,-0.23095823095823098,10.4,-0.9232472324723248,375,-0.2501499700059988,854.2,-0.5818484433130997,88.5,-0.6883802816901409,0.1,0.1,0.13,0.11,0.11,0.13,0.13,0.19,0.12,0.0,0.14,-0.29999999999999993,0.28,-0.0344827586206895,0.34,0.2592592592592593,0.13,0.08333333333333348,5,1,1,0,0,0,0,0.033,0.141,0.016,0.85,0.03,0.08,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.27,0.22,0.2,0.23,0.07,0.33,0.32,0.22,0.13
0,https://www.niche.com/places-to-live/c/brown-county-wi/,A,A,B+,A,A,B,B+,C,B,A minus,A minus,A minus,"Brown County is located in Wisconsin with a population of 261,368. In Brown County, most residents own their homes. Many families and young professionals live in Brown County and residents tend to lean conservative.",261368,173900,795,62340,-0.20045977011494254,-0.25141242937853103,-0.00800407364384259,0.35,0.65,252.6,-0.10647329324372123,0,-1.0,52.6,0.2923832923832923,41.7,-0.692250922509225,229,-0.5420915816836633,1549.3,-0.2415801840610926,65.9,-0.7679577464788732,0.14,0.1,0.09,0.14,0.13,0.13,0.13,0.14,0.09,-0.25,0.21,0.04999999999999982,0.32,0.10344827586206917,0.3,0.11111111111111094,0.08,-0.33333333333333326,5,1,1,0,0,0,0,0.021,0.09699999999999999,0.036000000000000004,0.81,0.09,0.02,0.03,0.03,0.02,0.0,0.0,0.5,0.5,0.17,0.19,0.23,0.31,0.11,0.23,0.29,0.29,0.18
0,https://www.niche.com/places-to-live/c/st-tammany-parish-la/,A,A,B+,A minus,A,B+,B+,B,B,A,A minus,C,"St. Tammany Parish is a County in Louisiana with a population of 255,155. In St. Tammany Parish, most residents own their homes. Many families and young professionals live in St. Tammany Parish and residents tend to be conservative.",255155,218500,1086,68905,0.0045977011494253706,0.02259887005649719,0.09646261317887439,0.22,0.78,210.5,-0.25539441103643434,7.3,0.19672131147540983,23.8,-0.4152334152334153,49.4,-0.6354243542435425,329.4,-0.3413317336532694,2384.8,0.16741727041315846,115.3,-0.5940140845070423,0.12,0.12,0.08,0.11,0.13,0.14,0.14,0.16,0.12,0.0,0.22,0.09999999999999987,0.3,0.034482758620689724,0.27,0.0,0.09,-0.25,3.6,215,32,83,85,13,2,0.035,0.114,0.021,0.79,0.06,0.12,0.02,0.02,0.0,0.0,0.0,0.49,0.51,0.18,0.16,0.2,0.3,0.16,0.26,0.27,0.24,0.23
0,https://www.niche.com/places-to-live/c/hamilton-county-tn/,A,B,B,A minus,A,A minus,B,B minus,B,A,A,B+,"Hamilton County is located in Tennessee with a population of 360,919. In Hamilton County, most residents own their homes. Many young professionals live in Hamilton County and residents tend to lean conservative.",360919,180900,868,55070,-0.1682758620689655,-0.18267419962335218,-0.12368919370494724,0.36,0.64,660.4,1.3360452776795189,12.9,1.114754098360656,56.5,0.3882063882063882,145.3,0.0723247232472326,755.7,0.5110977804439112,3706.9,0.8146171920892893,609.5,1.1461267605633805,0.12,0.09,0.09,0.14,0.12,0.13,0.13,0.17,0.11,-0.08333333333333326,0.21,0.04999999999999982,0.3,0.034482758620689724,0.27,0.0,0.11,-0.08333333333333326,3.8,35,6,19,8,1,1,0.031,0.128,0.031,0.71,0.06,0.19,0.02,0.02,0.0,0.0,0.0,0.48,0.52,0.22,0.2,0.22,0.26,0.11,0.27,0.3,0.25,0.18
