,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,,Program best described as,Primary teaching site,Participant 3,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Night float system (Residents participate during first year),Specialty Details,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6
0,https://freida.ama-assn.org/program/3203521416,3,3,No,Yes,July,Yes,No,http://www.sbhny.org,Not Available,"Janine  Adjo
MD
St Barnabas Hosp
Pediatrics Pgm
4422 Third Ave
Bronx, NY 10457-2545
Tel: (718) 960-9331
Fax:
E-mail: jclark@sbhny.org","Zaida  Batista
St Barnabas Hosp
Pediatrics Pgm
4422 Third Ave
Bronx, NY 10457-2545
Tel:
Fax: (718) 960-9418
E-mail: zbatista@sbhny.org",3203521416,"St Barnabas Hosp, Pediatrics Pgm, 4422 Third Ave, Bronx, NY 10457-2545","183rd St & Third Ave, Bronx, NY 10457","1275 York Ave, New York, NY 10021","535 E 70th St, New York, NY 10021-1000","111 E 210th St, Bronx, NY 10467-0001",,,Community-based university affiliated,St Barnabas Hospital,"525 E 68th St, New York, NY 10021",6,6,6,,No,No,"Yes , Codes: 3113320C0",No,12/31/2020,10/26/2020 - 1/14/2021_10/25/2021 - 1/14/2022,9/15/2021,12/31/2021,Yes,130,No,No,3,No,Yes,210_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,45,0,0,0,45,0,55.5,2.5 to 1,80,24,1.5,No,Yes,4.7,95.2,0,62.2,37.7,Every fourth night for 3 month(s),2,Every fourth night for 2 month(s),2,Every fourth night for 3 month(s),2,,,8,35%,10%,"$59,228.00",20,12,"$62,653.00",20,12,"$66,763.00",20,12,,,,Yes,Not Available,Not Available,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203531394,3,3,No,Yes,July,Yes,No,http://www.nychealthandhospitals.org/lincoln/pediatric-residency-program/,Not Available,"Magda D Mendez
MD
NYC Health+Hosps/Lincoln
Dept of Pediatrics
234 E 149th St
Bronx, NY 10451
Tel: (718) 579-5030
Fax: (718) 579-4700
E-mail: magda.mendez@nychhc.org","Rosa  Medina
NYC Health+Hosps/Lincoln
Dept of Pediatrics
234 E 149th St
Bronx, NY 10451
Tel: (718) 579-5030
Fax: (718) 579-4700
E-mail: rosa.medina@nychhc.org",3203531394,"NYC Health+Hosps/Lincoln, Dept of Pediatrics, 234 E 149th St, Bronx, NY 10451","234 Eugenio Maria De Hostos Blvd (149th St), Bronx, NY 10451-9998","1275 York Ave, New York, NY 10021","525 E 68th St, New York, NY 10021-1234","600 E 233rd St, Bronx, NY 10466-2697","We have an emphasis in activities to promote the wellbeing of our residents while offering a rich educational environment. We support the career plans of everyone and as a result, a large percentage of our graduates match in very competitive fellowship programs and secure positions in great primary care settings.",,Community-based university affiliated,NYC Health + Hospitals/Lincoln,,17,17,17,,No,No,"Yes , Codes: 1484320M0",No,10/8/2020,10/15/2020 - 1/29/2021_10/15/2021 - 1/31/2022,10/8/2021,12/31/2021,Yes,200,No,No,3,No,Yes,230_230__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,No,No,26,0,7,0,33,0,69.2,0.5 to 1,72,24,2,Yes,,0,100,0,62.7,37.2,Two times per week for 8 month(s),0,Two times per week for 6 month(s),0,Once per week for 4 month(s),Not Available,,,10,50%,N/A,"$66,247.00",28,NGO,"$68,988.00",28,NGO,"$74,469.00",28,NGO,,,,No answer,NGO,NGO,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,Not Available,"Available, Not Paid By Institution",Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,Yes,No,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203511146,3,3,No,Yes,July,Yes,No,https://www.blhcpeds.org/message-from-pd,Not Available,"Erika  Regalado
MD
BronxCare Health System
Ste 6H
1650 Selwyn Ave
Bronx, NY 10457
Tel:
Fax:
E-mail: eregalad@bronxleb.org","Lorenza  Garcia
MS
BronxCare Health System
Dept of Pediatrics 6th Fl
1650 Selwyn Ave
Bronx, NY 10457
Tel: (718) 960-1449
Fax: (718) 518-5124
E-mail: logarcia@bronxleb.org",3203511146,"BronxCare Health System, Ste 6H, 1650 Selwyn Ave, Bronx, NY 10457","1650 Grand Concourse, Bronx, NY 10457","100 Woods Rd, Valhalla, NY 10595",,,"Our program prides itself in working with a diverse patient population. We have a comprehensive institutional cultural competency curriculum which all residents participate. Furthermore, we started a global health track and an expanding advocacy curriculum.",NGO (wks),Community-based university affiliated,BronxCare Health System,,14,15,14,,No,No,"Yes , Codes: 1471320M1",No,12/14/2020,10/26/2020 - 12/30/2020_10/11/2021 - 12/20/2021,9/13/2021,12/13/2021,Yes,160,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,42,2,0,1,42,3,47.6,0.9 to 1,70,24,1,No,,0,98.4,0,69.7,30.2,Every fourth night for 4 month(s),0,Every fourth night for 4 month(s),0,Every fourth night for 4 month(s),Not Available,,,5,25%,1%,"$68,647.00",20,12,"$72,698.00",20,12,"$79,439.00",20,12,,,,Yes,NGO,120,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Not Available,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,No,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203521363,3,3,No,Yes,"June,July",Yes,No,https://www.cham.org/,Not Available,"Megan E McCabe
MD
Children's Hosp Montefiore
7th Fl
3411 Wayne Ave
Bronx, NY 10467
Tel: (718) 741-2460
Fax:
E-mail: memccabe@montefiore.org","Mary C McGuire
Children's Hosp Montefiore
7th Fl
3411 Wayne Ave
Bronx, NY 10467
Tel: (718) 741-2460
Fax: (718) 654-6692
E-mail: mmcguire@montefiore.org",3203521363,"Children's Hosp Montefiore, 7th Fl, 3411 Wayne Ave, Bronx, NY 10467","111 E 210th St, Bronx, NY 10467","111 E 210th St, Bronx, NY 10467-0001","1825 Eastchester Rd, Bronx, NY 10461","3380 Reservoir Oval E, Bronx, NY 10467",Albert Einstein College of Medicine-Montefiore Medical Center has a social pediatrics and a pediatric neurology program that match separately from the categorical pediatrics program.,,University-based,Montefiore Medical Center-Henry and Lucy Moses Division,,29,29,27,,No,No,"Yes , Codes: 3153320P0,3153320M0,3153320C0",No,11/15/2020,11/2/2020 - 1/29/2021_-,,,Yes,320,No,No,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,Required,Yes,Yes,Yes,135,26,23,7,158,33,54,1.7 to 1,70,24,1.5,Yes,,94.9,1.9,2.7,76.5,23.4,Two times per week for 4 week(s),0,Every fourth night for 4 week(s),0,Every fourth night for 4 week(s),Not Available,,,7,15%,20%,"$68,000.00",20,12,"$71,000.00",20,12,"$74,000.00",20,12,,,,Yes,NGO,NGO,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203521410,3,3,No,Yes,"July,Negotiable",Yes,No,http://www.jacobipeds.org/,Not Available,"Joseph A Burks
MD
NYC Health+Hosps/Jacobi
Jacobi Rm 829 Dept of Pediatrics
1400 Pelham Pkwy S
Bronx, NY 10461
Tel: (718) 918-6315
Fax: (718) 918-6960
E-mail: auxford.burks@nychhc.org","Joseph A Burks
MD
NYC Health+Hosps/Jacobi
Jacobi Rm 829 Dept of Pediatrics
1400 Pelham Pkwy S
Bronx, NY 10461
Tel: (718) 918-6315
Fax: (718) 918-6960
E-mail: auxford.burks@nychhc.org",3203521410,"NYC Health+Hosps/Jacobi, Jacobi Rm 829 Dept of Pediatrics, 1400 Pelham Pkwy S, Bronx, NY 10461","1400 Pelham Pkwy S, Bronx, NY 10461","111 E 210th St, Bronx, NY 10467-0001",,,,,University-based,NYC Health + Hospitals/Jacobi,,15,15,15,,No,No,"Yes , Codes: 3172320C0",No,12/31/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/1/2021,12/31/2021,No,200,No,No,3,No,No,___,No,No Answer,No,No,No Answer,Not known,Yes,Yes,No,79,21,3,0,82,21,63.2,1.7 to 1,64,14,1.8,No,No,76.9,23,0,74.7,25.2,N/A,0,Every fourth night for 2 month(s),4,Every fourth night for 2 month(s),4,,,5,28%,8%,"$64,569.00",20,NGO,"$67,121.00",20,NGO,"$72,223.00",20,NGO,,,,Yes,42,NGO,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203532387,3,3,No,Yes,July,Yes,No,https://www.nychealthandhospitals.org/woodhull/pediatric-residency-program/,Not Available,"Betty N Ansong Assoku
MD
NYC Health+Hosps/Woodhull
Dept of Pediatrics
760 Broadway
Brooklyn, NY 11206
Tel: (718) 963-7956
Fax: (718) 963-7957
E-mail: betty.ansong-assoku@nychhc.org","Maria  Rodriguez
NYC Health+Hosps/Woodhull
Dept of Pediatrics
760 Broadway
Brooklyn, NY 11206
Tel: (718) 963-8779
Fax: (718) 963-7957
E-mail: maria.rodriguez@nychhc.org",3203532387,"NYC Health+Hosps/Woodhull, Dept of Pediatrics, 760 Broadway, Brooklyn, NY 11206","760 Broadway, Brooklyn, NY 11206-5317","462 First Ave, New York, NY 10016","100 Woods Rd, Valhalla, NY 10595","540 First Ave, New York, NY 10016","Strong academic foundation in a friendly and culturally sensitive environment, mix of community medicine and tertiary care training (NYU Langone and SUNY Downstate Med Center), hands-on experience in patient care including level 3 NICU, excellent supervision, simulation training, high board pass rate, board review sessions, mentorship program, residents' success in getting good fellowship positions, competitive salary and benefits, resident wellness program, asthma program.",,Community-based university affiliated,NYC Health + Hospitals/Woodhull,"450 Clarkson Ave, Brooklyn, NY 11203",10,10,10,,No,No,No,No,10/20/2020,11/23/2020 - 1/15/2021_11/1/2021 - 1/7/2022,9/1/2021,9/30/2021,Yes,150,No,No,3,No,Yes,200_210__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,27,4,10,0,37,4,62.9,1.0 to 1,70,24,1.3,No,No,0,100,0,74.6,25.3,Every fourth night for 9 month(s),0,Every fourth night for 9 month(s),0,Every fifth night for 9 month(s),Not Available,,,9,30%,5%,"$66,247.00",28,NGO,"$68,988.00",28,NGO,"$74,469.00",28,NGO,,,,No answer,NGO,0,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203500424,3,3,No,Yes,July,Yes,No,,Not Available,"Patrisha  Woolard-Pickens
MD, PhD
Wyckoff Heights Med Ctr
Pediatrics Pgm
374 Stockholm St
Brooklyn, NY 10037
Tel: (718) 963-7708
Fax: (718) 906-3997
E-mail: ppickens@wyckoffhospital.org","Tina  Susi
Wyckoff Heights Med Ctr
Pediatrics Pgm
374 Stockholm St
Brooklyn, NY 11237
Tel: (718) 963-7708
Fax:
E-mail: tsusi@wyckoffhospital.org",3203500424,"Wyckoff Heights Med Ctr, Pediatrics Pgm, 374 Stockholm St, Brooklyn, NY 10037","374 Stockholm St, Brooklyn, NY 11237-4099","269-01 76th Ave, New Hyde park, NY 11040","100 Woods Rd, Valhalla, NY 10595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203511147,3,3,No,Yes,July,Yes,No,http://www.brookdalehospital.org,Not Available,"Fernanda E Kupferman-Meik
MD
Brookdale Univ Hosp and Med Ctr
Rm 314 Aaron
1 Brookdale Plaza
Brooklyn, NY 11212
Tel: (718) 240-5562
Fax: (718) 240-6029
E-mail: fkupferm@bhmcny.org","Elizabeth  Sanchez
Brookdale Univ Hosp and Med Ctr
314 Aaron
1 Brookdale Plaza
Brooklyn, NY 11212
Tel: (718) 240-5435
Fax: (718) 240-6029
E-mail: esanchez@bhmcny.org",3203511147,"Brookdale Univ Hosp and Med Ctr, Rm 314 Aaron, 1 Brookdale Plaza, Brooklyn, NY 11212","1 Brookdale Plaza, Brooklyn, NY 11212-3198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203511148,3,3,No,Yes,July,Yes,No,https://www.tbh.org/content/pediatrics,Not Available,"Lewis  Krata
MD
Brooklyn Hosp Ctr
Pediatrics Pgm
121 DeKalb Ave
Brooklyn, NY 11201
Tel: (718) 250-6776
Fax: (718) 250-8735
E-mail: lkrata@tbh.org","Janelle  Farnell
Brooklyn Hosp Ctr
Pediatrics Pgm
121 DeKalb Ave
Brooklyn, NY 11201
Tel: (718) 250-6776
Fax: (718) 250-8735
E-mail: jfarnell@tbh.org",3203511148,"Brooklyn Hosp Ctr, Pediatrics Pgm, 121 DeKalb Ave, Brooklyn, NY 11201","121 Dekalb Ave, Brooklyn, NY 11201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203511158,3,3,Yes,Yes,July,Yes,No,http://www.nyp.org/brooklyn,Not Available,"Pramod  Narula
MD
NewYork-Presbyterian/Brooklyn Methodist
Dept of Pediatrics
506 Sixth St
Brooklyn, NY 11215
Tel: (718) 780-5260
Fax: (718) 780-3266
E-mail: yog9004@nyp.org","Yolanda  Grajales
NewYork-Presbyterian/Brooklyn Methodist
Dept of Pediatrics
506 Sixth St
Brooklyn, NY 11215
Tel: (718) 780-5260
Fax: (718) 780-3266
E-mail: yog9004@nyp.org",3203511158,"NewYork-Presbyterian/Brooklyn Methodist, Dept of Pediatrics, 506 Sixth St, Brooklyn, NY 11215","506 Sixth St, Brooklyn, NY 11215-9008","525 E 68th St, New York, NY 10021-1234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203521157,3,3,Yes,Yes,July,Yes,No,http://www.maimonidesmed.org/,Not Available,"Ingrid  Walker-Descartes
MD, MPH, MBA
Maimonides Med Ctr
Pediatrics Pgm
4802 Tenth Ave
Brooklyn, NY 11219
Tel: (718) 283-7503
Fax: (718) 635-8855
E-mail: iwalker-descartes@maimonidesmed.org","Sharon  Deegan
Maimonides Med Ctr
Pediatrics Pgm
4802 Tenth Ave
Brooklyn, NY 11219
Tel: (718) 283-7503
Fax: (718) 635-8855
E-mail: sdeegan@maimonidesmed.org",3203521157,"Maimonides Med Ctr, Pediatrics Pgm, 4802 Tenth Ave, Brooklyn, NY 11219","4802 Tenth Ave, Brooklyn, NY 11219-9988","150 55th St, Brooklyn, NY 11220-2574","2601 Ocean Pkwy, Brooklyn, NY 11235",,The residency program at the Maimonides Children's Hospital serves a culturally diverse population. Trainees are taught by a large faculty including all subspecialties. All trainees who graduate the program are equipped to function independently and serve diverse population with complex psychosocial and clinical need.,(6 wks ),Community-based university affiliated,Maimonides Medical Center,,18,18,18,,No,No,"Yes , Codes: 1428320M0",No,,-_11/1/2021 - 1/31/2022,9/15/2021,12/1/2021,Yes,250,No,No,2,Yes,Yes,215_215_500_500,Yes,210-225,Yes,Yes,501-540,"Desired, with some exceptions",Yes,Yes,No,63,10,7,0,70,10,44.4,1.2 to 1,72,12,1.3,No,,5.4,73.4,21.1,73.4,26.5,N/A,0,N/A,0,N/A,Not Available,,,6,30%,20%,"$65,085.00",20,12,"$69,692.00",20,12,"$73,393.00",20,12,,,,No answer,12,180,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203521173,3,3,No,Yes,"July,August,January,Negotiable",Yes,No,http://www.downstate.edu/peds/,Not Available,"Christina  Guillen
MD
SUNY Downstate Med Ctr
Box 49
450 Clarkson Ave
Brooklyn, NY 11203
Tel: (718) 270-2078
Fax: (718) 613-8177
E-mail: christina.guillen@downstate.edu","Kwame  Luke
MBA
SUNY Downstate Med Ctr
Box 49
450 Clarkson Ave
Brooklyn, NY 11203-2098
Tel: (718) 270-2078
Fax: (718) 613-8177
E-mail: kwame.luke@downstate.edu",3203521173,"SUNY Downstate Med Ctr, Box 49, 450 Clarkson Ave, Brooklyn, NY 11203","450 Clarkson Ave, Brooklyn, NY 11203-2098","451 Clarkson Ave, Brooklyn, NY 11203-2097","1275 York Ave, New York, NY 10021","445 Lenox Rd, Brooklyn, NY 11203-2098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3203521140,3,3,No,Yes,"June,July",Yes,No,http://medicine.buffalo.edu/pediatrics,Not Available,"Thomas A Black
MD, PhD
John R Oishei Children's Hosp
Pediatrics Pgm
818 Ellicot St
Buffalo, NY 14203
Tel: (716) 323-0031
Fax: (716) 323-0292
E-mail: lcamp@upa.chob.edu","Laura A Camp
BA
Conventus
Pediatric Med Education
1001 Main St
Buffalo, NY 14203
Tel: (716) 323-0031
Fax: (716) 323-0292
E-mail: lcamp@upa.chob.edu",3203521140,"John R Oishei Children's Hosp, Pediatrics Pgm, 818 Ellicot St, Buffalo, NY 14203","3435 Main St, Buffalo, NY 14214","219 Bryant St, Buffalo, NY 14222","Elm & Carlton Sts, Buffalo, NY 14263-0001",,"We are an academic university-affiliated residency program, highlighted by a dedicated full-time academic faculty. Residents are exposed to evidence-based medicine through comprehensive academic general and subspecialty training.",,Community-based university affiliated,John R Oishei Children's Hospital,,15,15,15,,No,No,"Yes , Codes: 3099320C0",No,12/31/2020,10/23/2020 - 1/29/2021_10/22/2021 - 1/28/2022,9/1/2021,12/1/2021,Yes,165,No,No,3,No,Yes,200_200_450_,Yes,210-225,Yes,No,501-540,"Desired, with some exceptions",Yes,No,No,94,1,0,0,94,1,60.6,2.0 to 1,65,14,1.5,No,No,43.4,49.2,7.2,72,27.9,N/A,0,N/A,2,N/A,2,,,8,20%,10%,"$53,119.00",20,15,"$53,895.00",20,16,"$54,774.00",20,18,,,,No,60,60,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
