,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,,Year 4,Year 5,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 8,Night float system (Residents participate during first year),Participant 9,Participant 10,Participant 11,Participant 12,Yes
0,https://freida.ama-assn.org/program/2603431093,5,5,No,Yes,June,Yes,No,https://orthopaedics.unm.edu/residency/index.html,Not Available,"Gehron P Treme
MD
Univ of New Mexico Health Science Ctr
Dept of Orthopaedics MSC10 5600
1 Univ of New Mexico
Albuquerque, NM 87131
Tel: (505) 272-4107
Fax: (505) 272-3581
E-mail: jroberts@salud.unm.edu","Joni  Roberts
BBA
Univ of New Mexico Health Science Ctr
Dept of Orthopaedics MSC10 5600
1 Univ of New Mexico
Albuquerque, NM 87131-0001
Tel: (505) 272-6472
Fax: (505) 272-8098
E-mail: jroberts@salud.unm.edu",2603431093,"Univ of New Mexico Health Science Ctr, Dept of Orthopaedics MSC10 5600, 1 Univ of New Mexico, Albuquerque, NM 87131","1 University Blvd, Albuquerque, NM 87131-5156","2211 Lomas Blvd NE, Albuquerque, NM 87106-2745","3001 Broadmoor Blvd NE, Rio Rancho, NM 87144","1501 San Pedro Dr SE, Albuquerque, NM 87108",,"As a Level 1 trauma center, complex patient cases, self-referrals, and diverse patient population are seen at UNM Hospital. Facilities for teaching and education are a strength of the program. All subspecialties are covered well.",University-based,University of New Mexico Hospital,5,5,5,No,No,"Yes , Codes: 1962260C0",No,11/1/2020,1/1/2021 - 1/1/2021_1/1/2022 - 1/1/2022,9/1/2021,11/1/2021,Yes,67,No,No,3,No,Yes,230___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,24,6,3,0,27,6,20.8,1.0 to 1,75,24,1.5,Yes,Yes,100.0,0.0,0.0,21.3,78.6,Two times per week for 12 month(s),0,Two times per week for 12 month(s),48,Two times per week for 12 month(s),48,6,30%,N/A,"$55,646.00",21,21,"$57,671.00",21,21,"$59,805.00",21,21,No answer,28,90,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Required,Yes,Yes,No,,,,,NGO (wks),5,5,Two times per week for 12 month(s),48,Two times per week for 12 month(s),48,"$53,898.00",21,21,"$62,396.00",21,21,,,,,,,
0,https://freida.ama-assn.org/program/2603100001,5,5,No,Yes,July,Yes,No,https://www.unlv.edu/medicine/surgery/orthopaedic,Not Available,"Brock T Wentz
MD
Univ of Nevada Las Vegas Sch of Med
Ste 440
1701 W Charleston Blvd
Las Vegas, NV 89102
Tel: (702) 671-2272
Fax: (702) 385-2701
E-mail: rebecca.scott@unlv.edu","Rebecca  Scott
Univ of Nevada Las Vegas Sch of Med
Ste 440
1701 W Charleston Blvd
Las Vegas, NV 89102
Tel: (702) 671-2272
Fax: (702) 385-2701
E-mail: rebecca.scott@unlv.edu",2603100001,"Univ of Nevada Las Vegas Sch of Med, Ste 440, 1701 W Charleston Blvd, Las Vegas, NV 89102","1001 Shadow Ln, Las Vegas, NV 89106-7407","1800 W Charleston Blvd, Las Vegas, NV 89102-2386","3186 Maryland Pkwy, Las Vegas, NV 89193-8530","1700 Vegas Dr, Las Vegas, NV 89106","3001 St Rose Pkwy, Henderson, NV 89052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2401 Paseo Del Prado, Las Vegas, NV 89102","7250 Cathedral Rock Dr, Las Vegas, NV 89128","6900 N Durango Dr, Las Vegas, NV 89149","2800 N Tenaya Way, Las Vegas, NV 89128",,,,,,,,,,,,,,"2800 Desert Inn Rd, Las Vegas, NV 89121",,"100 N Green Valley Pkwy, Henderson, NV 89074",,,,
0,https://freida.ama-assn.org/program/2603100002,5,5,Yes,Yes,July,Yes,No,,Not Available,"Troy S Watson
MD
Valley Hosp Med Ctr
Orthopaedic Surgery Pgm
620 Shadow Ln
Las Vegas, NV 89106
Tel: (702) 731-1616
Fax:
E-mail: jennifer.huston@uhsinc.com","Jennifer  Huston
Valley Hosp Med Ctr
Orthopaedic Surgery Pgm
620 Shadow Ln
Las Vegas, NV 89106
Tel:
Fax:
E-mail: jennifer.huston@uhsinc.com",2603100002,"Valley Hosp Med Ctr, Orthopaedic Surgery Pgm, 620 Shadow Ln, Las Vegas, NV 89106","309 E Second St, Pomona, CA 91766","620 Shadow Lane, Las Vegas, NV 89106","455 S Main St, Orange, CA 92868","1800 W Charleston Blvd, Las Vegas, NV 89102-2386","5400 S Rainbow Blvd, Las Vegas, NV 89118",,University-based,Valley Hospital Medical Center,2,2,2,No,No,Yes,No,,-_-,,,No,,No,No,3,Yes,No,___,No,No Answer,No Answer,No Answer,No Answer,Not known,No,No,No,0,0,0,0,0,0,,0.0 to 1,Not Available,Not Available,Not Available,No,No,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,0,NGO,N/A,"$53,500.00",Not Available,Not Available,"$55,502.00",Not Available,Not Available,"$57,682.00",Not Available,Not Available,No answer,Not Available,Not Available,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not available,No,No,No,"6900 N Durango Dr, Las Vegas, NV 89149","7281 W Sahara Ave, Las Vegas, NV 89117","2800 E Desert Inn Rd, Las Vegas, NV 89121","7455 W Washington Ave, Las Vegas, NV 89128",,2,2,N/A,Not Available,N/A,Not Available,"$51,586.00",Not Available,Not Available,"$60,023.00",Not Available,Not Available,,,,,,,
0,https://freida.ama-assn.org/program/2603521055,5,5,No,Yes,July,Yes,No,http://www.amc.edu,Not Available,"Michael T Mulligan
MD
Albany Med Ctr
Ste 202
1367 Washington Ave
Albany, NY 12206
Tel: (518) 453-3079
Fax: (518) 453-1463
E-mail: pangbuk@amc.edu","Kathy A Pangburn
Albany Med Ctr
Ste 202
1367 Washington Ave
Albany, NY 12206
Tel: (518) 453-3079
Fax: (518) 453-1463
E-mail: pangbuk@mail.amc.edu",2603521055,"Albany Med Ctr, Ste 202, 1367 Washington Ave, Albany, NY 12206","43 New Scotland Ave, Albany, NY 12208","516 Carew St, Springfield, MA 01104","315 S Manning Blvd, Albany, NY 12208","113 Holland Ave, Albany, NY 12208","1101 Nott St, Schenectady, NY 12308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603521187,5,5,No,Yes,July,Yes,No,https://www.montefiore-orthopedics.org/orthopedic-surgery-residency-progra,The Orthopedic Surgery Residency at Montefiore: Up close and personal,"I Martin Levy
MD
Montefiore Med Ctr
Orthopaedic Surgery Tower 1
1250 Waters Pl
Bronx, NY 10461
Tel: (347) 577-4420
Fax: (347) 577-4596
E-mail: mlevy@montefiore.org","Courtney  Matlach
BA
Montefiore Med Ctr
Orthopaedic Surgery Tower 1 11th Fl
1250 Waters Pl
Bronx, NY 10461
Tel: (347) 577-4410
Fax: (347) 577-4596
E-mail: cmatlach@montefiore.org",2603521187,"Montefiore Med Ctr, Orthopaedic Surgery Tower 1, 1250 Waters Pl, Bronx, NY 10461","111 E 210th St, Bronx, NY 10467","111 E 210th St, Bronx, NY 10467-0001","1400 Pelham Pkwy S, Bronx, NY 10461","600 E 233rd St, Bronx, NY 10466-2697","1825 Eastchester Rd, Bronx, NY 10461",Montefiore offers reduced cost housing and subsidized cost for parking.,University-based,Montefiore Medical Center-Henry and Lucy Moses Division,6,6,6,No,No,"Yes , Codes: 3153260C0",No,11/1/2020,12/11/2020 - 2/5/2021_12/1/2021 - 1/31/2022,9/15/2021,10/15/2021,Yes,105,No,Yes,3,No,Yes,230___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,Yes,32,0,0,0,32,0,6.2,1.0 to 1,76,16,1,Yes,Yes,94.3,5.6,0.0,22.7,77.2,Every sixth night for 6 month(s),0,Every fourth night for 11 month(s),0,Every sixth night for 11 month(s),0,6,30%,N/A,"$71,000.00",20,12,"$74,000.00",20,12,"$77,000.00",20,12,Yes,12,NGO,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Not available,No,No,Yes,,,,,,6,6,Other for 5 month(s),NGO,Other for 5 month(s),NGO,"$68,000.00",20,12,"$80,000.00",20,12,,,,,,,
0,https://freida.ama-assn.org/program/2603521107,5,5,No,Yes,July,Yes,No,http://www.maimonidesmed.org,Not Available,"Afshin E Razi
MD
Maimonides Med Ctr
Dept of Orthopaedic Surgery
927 49th St
Brooklyn, NY 11219
Tel: (718) 283-8805
Fax: (718) 635-7712
E-mail: arazi@maimonidesmed.org","Joanne  Rotunno
Maimonides Med Ctr
Dept of Orthopaedic Surgery
927 49th St
Brooklyn, NY 11219
Tel: (718) 283-8805
Fax: (718) 635-7712
E-mail: jrotunno@maimonidesmed.org",2603521107,"Maimonides Med Ctr, Dept of Orthopaedic Surgery, 927 49th St, Brooklyn, NY 11219","4802 Tenth Ave, Brooklyn, NY 11219-9988","282 Washington St, Hartford, CT 06106-3316","22 S Greene St, Baltimore, MD 21201-1595","150 55th St, Brooklyn, NY 11220-2574","6010 Bay Pkwy, Brooklyn, NY 11204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603521144,5,5,No,Yes,July,Yes,No,http://www.downstate.edu/orthopaedics/,Not Available,"Carl B Paulino
MD
SUNY Downstate Med Ctr
Dept of Orthopaedic Surgery MSC 30
450 Clarkson Ave
Brooklyn, NY 11203
Tel: (718) 270-6798
Fax: (718) 270-3983
E-mail: orthosurg@downstate.edu","Yvonne  Henry
SUNY Downstate Med Ctr
Dept of Orthopaedic Surgery MSC 30
450 Clarkson Ave
Brooklyn, NY 11203
Tel: (718) 613-8652
Fax: (718) 270-6349
E-mail: yvonne.henry@downstate.edu",2603521144,"SUNY Downstate Med Ctr, Dept of Orthopaedic Surgery MSC 30, 450 Clarkson Ave, Brooklyn, NY 11203","450 Clarkson Ave, Brooklyn, NY 11203-2098","451 Clarkson Ave, Brooklyn, NY 11203-2097","475 Seaview Ave, Staten Island, NY 10305-3498","121 Dekalb Ave, Brooklyn, NY 11201","1 Brookdale Plaza, Brooklyn, NY 11212-3198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800 Poly Pl, Brooklyn, NY 11209","150 55th St, Brooklyn, NY 11220-2574","445 Lenox Rd, Brooklyn, NY 11203-2098",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603531185,5,5,Yes,Yes,"July,Negotiable",No,No,,Not Available,"Eli  Bryk
MD
Kingsbrook Jewish Med Ctr
Orthopaedic Surgery Pgm
585 Schenectady Ave
Brooklyn, NY 11203
Tel: (718) 604-5483
Fax: (718) 604-5575
E-mail: gwilliamson@kingsbrook.org","Marlene  Jackson
Kingsbrook Jewish Med Ctr
Orthopaedic Surgery Pgm
585 Schenectady Ave
Brooklyn, NY 11203
Tel: (718) 604-5483
Fax: (718) 604-5575
E-mail: mjackson@kingsbrook.org",2603531185,"Kingsbrook Jewish Med Ctr, Orthopaedic Surgery Pgm, 585 Schenectady Ave, Brooklyn, NY 11203","1 Brookdale Plaza, Brooklyn, NY 11212-3198","585 Schenectady Ave, Brooklyn, NY 11203-1891","121 Dekalb Ave, Brooklyn, NY 11201","170 William St, New York, NY 10038","4800 Sand Point Way NE, Seattle, WA 98105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603521024,5,5,No,Yes,June,Yes,No,http://medicine.buffalo.edu/departments/ortho.html,Not Available,"Jeremy  Doak
MD
Jacobs Sch of Med and Biomed
Dept of Orthopaedics
462 Grider St
Buffalo, NY 14215
Tel: (716) 898-5053
Fax: (716) 898-3398
E-mail: tsmith4@buffalo.edu","Tammy L Smith
Erie County Med Ctr
Dept of Orthopaedic Surgery Ground Fl
462 Grider St
Buffalo, NY 14215
Tel: (716) 898-5053
Fax: (716) 898-3398
E-mail: tsmith4@buffalo.edu",2603521024,"Jacobs Sch of Med and Biomed, Dept of Orthopaedics, 462 Grider St, Buffalo, NY 14215","3435 Main St, Buffalo, NY 14214","462 Grider St, Buffalo, NY 14215","219 Bryant St, Buffalo, NY 14222","3 Gates Circle, Buffalo, NY 14209-9986","100 High St, Buffalo, NY 14203","We are committed to furthering the field of orthopaedics and all of its subspecialties. We are known for our leading-edge research, world-class faculty, excellent training opportunities and compassionate care. The Ralph C Wilson Jr Center of Excellence in Sports Medicine Skills Lab in our new medical school gives residents in our program an opportunity to participate in cadaveric arthroscopy sessions and learn surgical skills using state-of-the-art models with unlimited repeatability.",Community-based university affiliated,Erie County Medical Center,5,5,5,No,No,"Yes , Codes: 3099260C0",No,11/2/2020,12/3/2020 - 1/7/2021_12/3/2021 - 1/7/2022,9/1/2021,11/11/2021,No,75,No,No,3,No,Yes,225___,No,236-245,No,No,501-540,Required,Yes,No,No,39,1,4,0,43,1,10.2,1.6 to 1,70,16,1,No,Yes,91.8,4.0,4.0,9.4,90.5,N/A,0,Negotiable for 10 week(s),0,N/A,NGO,4,20%,20%,"$54,973.00",20,16,"$55,869.00",20,18,"$58,007.00",20,18,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Required,Yes,Yes,Yes,"3435 Main St, Buffalo, NY 14214","3435 Main St, Buffalo, NY 14213",,,(10 wks ),5,5,Negotiable for 10 week(s),0,Negotiable for 10 week(s),NGO,"$53,650.00",20,15,"$58,684.00",20,18,,,,,,,
0,https://freida.ama-assn.org/program/2603500223,5,5,Yes,Yes,July,Yes,No,http://www.numc.edu/,Not Available,"Charles J Ruotolo
MD
Nassau Univ Med Ctr
Orthopaedic Surgery Pgm
2201 Hempstead Trnpk
East Meadow, NY 11554
Tel: (516) 572-5759
Fax: (516) 572-5322
E-mail: cruotolo@numc.edu","Shalee  Richardson
Nassau Univ Med Ctr
Orthopaedic Surgery Pgm
2201 Hempstead Trnpk
East Meadow, NY 11554
Tel: (516) 296-3339
Fax: (516) 572-5322
E-mail: srichard@numc.edu",2603500223,"Nassau Univ Med Ctr, Orthopaedic Surgery Pgm, 2201 Hempstead Trnpk, East Meadow, NY 11554","2201 Hempstead Trnpk, East Meadow, NY 11554-1854","1275 York Ave, New York, NY 10021","1000 Montauk Hwy, West Islip, NY 11795","3333 Burnet Ave, Cincinnati, OH 45229-3039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603500227,5,5,No,Yes,July,Yes,No,https://nyuwinthrop.org/medical-education/graduate-medical-education/reside,Not Available,"Mark G Grossman
MD
NYU Winthrop Hosp
Dept of Orthopedic Surgery Ste 305
222 Station Plaza N
Mineola, NY 11501
Tel: (516) 663-4798
Fax: (516) 663-2261
E-mail: ortho.residency@nyulangone.org","Jessica  Romano
MBA
NYU Winthrop Hosp
Dept of Orthopedic Surgery Ste 305
222 Station Plaza N
Mineola, NY 11501
Tel: (516) 663-4798
Fax: (516) 663-2261
E-mail: ortho.residency@nyulangone.org",2603500227,"NYU Winthrop Hosp, Dept of Orthopedic Surgery Ste 305, 222 Station Plaza N, Mineola, NY 11501","259 First St, Mineola, NY 11501-3957","301 E 17th St, New York, NY 10003",,,,"NYU Winthrop Hospital, an affiliate of NYU Langone, is a 591-bed tertiary care facility providing world class care throughout the Long Island and greater New York metropolitan region. As a Level 1 trauma center, residents receive a strong, diverse surgical experience along with unique hands-on patient care opportunities.",University-based,NYU Long Island School of Medicine,3,3,3,No,No,"Yes , Codes: 1455260C0",No,10/1/2020,12/14/2020 - 2/12/2021_12/13/2021 - 2/11/2022,7/1/2021,10/1/2021,Yes,75,No,No,3,No,Yes,___,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,19,0,0,0,19,0,15.7,1.2 to 1,70,24,2,Yes,No,,,,,,Every fourth night for 12 month(s),0,Every fourth night for 12 month(s),0,Every fifth night for 12 month(s),0,4,20%,20%,"$71,747.00",20,12,"$74,822.00",20,12,"$77,835.00",20,12,Yes,32,NGO,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Required,Yes,No,Yes,,,,,(8 wks ),3,3,N/A,48,N/A,48,"$68,797.00",20,12,"$80,847.00",20,12,,,,,,,
0,https://freida.ama-assn.org/program/2603521152,5,5,No,Yes,July,Yes,No,https://www.northwell.edu,Not Available,"Lewis B Lane
MD
Long Island Jewish Med Ctr
Rm 250
270-05 76th Ave
New Hyde Park, NY 11040
Tel: (718) 470-7020
Fax: (718) 962-2809
E-mail: jvetrano@northwell.edu","Janice A Vetrano
MS
Long Island Jewish Med Ctr
Rm 250
270-05 76th Ave
New Hyde Park, NY 11040
Tel: (718) 470-7901
Fax: (718) 962-2809
E-mail: jvetrano@northwell.edu",2603521152,"Long Island Jewish Med Ctr, Rm 250, 270-05 76th Ave, New Hyde Park, NY 11040","125 Community Dr, Great Neck, NY 11021","270-05 76th Ave, New Hyde Park, NY 11040","1275 York Ave, New York, NY 10021","300 Community Dr, Manhasset, NY 11030",,,University-based,Long Island Jewish Medical Center-Northwell Health,4,4,4,No,No,"Yes , Codes: 1700260C0",No,10/1/2020,12/1/2020 - 1/31/2021_1/1/2022 - 1/31/2022,8/2/2021,10/1/2021,Yes,70,No,No,2,No,Yes,220___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,Yes,No,32,1,0,0,32,1,12.5,1.6 to 1,80,16,1,No,Yes,98.2,1.7,0.0,5.3,94.6,N/A,0,Every third night for 1 month(s),0,Every third night for 1 month(s),0,9,40%,10%,"$75,000.00",20,NGO,"$77,000.00",20,NGO,"$78,500.00",20,NGO,Yes,90,NGO,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Required,Yes,Yes,Yes,,,,,(6 wks ),4,4,N/A,NGO,N/A,NGO,"$73,000.00",20,NGO,"$80,000.00",20,NGO,,,,,,,
0,https://freida.ama-assn.org/program/2603500225,5,5,Yes,Yes,July,Yes,No,http://icahn.mssm.edu/education/residencies-fellowships,Not Available,"Bradford  Parsons
MD
Mount Sinai Med Ctr
Box 1188
5 E 98th St
New York, NY 10029
Tel: (212) 241-1621
Fax: (212) 241-9429
E-mail: bridgette.hyde@mountsinai.org","Bridgette D Hyde-Snell
Mount Sinai Med Ctr
Box 1188
5 E 98th St
New York, NY 10029
Tel: (212) 241-1621
Fax: (212) 241-9429
E-mail: bridgette.hyde@mountsinai.org",2603500225,"Mount Sinai Med Ctr, Box 1188, 5 E 98th St, New York, NY 10029","One Gustave L Levy Pl, New York, NY 10029-6574","1600 Rockland Rd, Wilmington, DE 19899-0269","1000 Tenth Ave, New York, NY 10019","79-01 Broadway, Elmhurst, NY 11373","281 First St, New York, NY 10003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Woods Rd, Valhalla, NY 10595","1425 Madison Ave, New York, NY 10029",,,,,,,,,,,,,,,,,,,,,,
