,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system (Residents participate during first year),Participant 3,Participant 4,Participant 5,Participant 6,Participant 7,,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,
0,https://freida.ama-assn.org/program/4200500917,4,4,No,No,July,Yes,No,,Not Available,"Monika  Kief-Garcia
MD
Riverside Univ Health System
Graduate Med Education
26520 Cactus Ave
Moreno Valley, CA 92555
Tel: (951) 486-4072
Fax:
E-mail: m.kiefgarcia@ruhealth.org","Jennifer  Shieck
Riverside Univ Health System
Graduate Med Education
26520 Cactus Ave
Moreno Valley, CA 92555
Tel:
Fax:
E-mail: j.shieck@ruhealth.org",4200500917,"Riverside Univ Health System, Graduate Med Education, 26520 Cactus Ave, Moreno Valley, CA 92555","26520 Cactus Ave, Moreno Valley, CA 92555","400 N Pepper Ave, Colton, CA 92324-1819","11234 Anderson St, Loma Linda, CA 92354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200521014,4,4,No,No,July,Yes,No,http://www.radiology.uci.edu/residency.asp,Not Available,"David R Floriolli
MD
UC Irvine Med Ctr
Rte 140 Rm 0115
101 The City Dr S
Orange, CA 92868
Tel: (714) 456-6579
Fax: (714) 456-6832
E-mail: dfloriol@hs.uci.edu","Shane  Wong
MHA
UC Irvine Med Ctr
Dept of Radiological Sciences Rte 140
101 The City Dr S
Orange, CA 92868
Tel: (714) 456-6579
Fax: (714) 456-6832
E-mail: swong9@hs.uci.edu",4200521014,"UC Irvine Med Ctr, Rte 140 Rm 0115, 101 The City Dr S, Orange, CA 92868","200 E Manchester St, Orange, CA 92868","5901 E 7th St, Long Beach, CA 90822-5201","4650 Sunset Blvd, Los Angeles, CA 90027-5693","455 S Main St, Orange, CA 92868","Fully supported 4-week radiological pathological correlation course at the American Institute of Radiologic Pathology. Supports national conference attendance, as a presenter.",University-based,University of California (Irvine) Medical Center,6,6,6,6,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1043420A0",,-_1/7/2021 - 2/2/2021,10/21/2020,11/30/2020,Yes,96,No,No,3,No,Yes,220___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",501-540,Not required,No,No,No,51,10,5,0,56,10,29.4,2.2 to 1,50,16,2,Yes,Yes,82.8,5.6,11.4,22.6,77.3,N/A,8,Three times per week for 4 month(s),8,Other for 1 month(s),6,Other for 1 month(s),4,12,100%,N/A,,,,"$64,558.00",20,12,"$67,094.00",20,12,"$69,743.00",20,12,Yes,128,180,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Required,No,No,No,,,,,,,(4 wks ),,,,,,,,"$72,597.00",20,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200500916,4,4,Yes,Yes,July,No,No,http://gme.riversidecommunityhospital.com/,Not Available,"Charles  Stout
MD, PhD
Riverside Community Hosp
Diagnostic Radiology Pgm
4445 Magnolia Ave
Riverside, CA 92501
Tel: (909) 554-0400
Fax:
E-mail: daniel.byrd@hcahealthcare.com","Irma  Lazo
Riverside Community Hosp
Diagnostic Radiology Pgm
4445 Magnolia Ave
Riverside, CA 92501
Tel:
Fax:
E-mail: irma.lazo@hcahealthcare.com",4200500916,"Riverside Community Hosp, Diagnostic Radiology Pgm, 4445 Magnolia Ave, Riverside, CA 92501","4445 Magnolia Ave, Riverside, CA 92501","11234 Anderson St, Loma Linda, CA 92354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200511013,4,4,No,No,July,Yes,No,https://health.ucdavis.edu/radiology/education/drrp.html,Not Available,"Jennifer  Chang
MD
UC Davis Med Ctr
Radiology Dept Ste 3100
4860 Y St
Sacramento, CA 95817
Tel: (916) 703-2261
Fax: (916) 734-8490
E-mail: jenchang@ucdavis.edu","Hanouvi  Agbassekou
MEd
UC Davis Med Ctr
Radiology Dept Ste 3100
4860 Y St
Sacramento, CA 95817
Tel: (916) 703-2261
Fax: (916) 734-8490
E-mail: hagbassekou@ucdavis.edu",4200511013,"UC Davis Med Ctr, Radiology Dept Ste 3100, 4860 Y St, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","101 Bodin Circle, Travis AFB, CA 94535-1800","10535 Hospital Way, Mather, CA 95655",,University-based,University of California (Davis) Medical Center,5,5,7,7,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1046420A0",,-_12/7/2020 - 1/11/2021,9/1/2020,11/30/2020,Yes,98,No,No,3,No,Yes,230__650_,No,236-245,Yes,"No, require USMLE scores for all applicants",Greater than 600,Not required,Yes,No,No,42,6,6,0,48,6,38,1.8 to 1,56,15,1.5,Yes,Yes,97.6,0,2.3,13,86.9,Other for 3 week(s),3,Other for 6 week(s),2,Other for 4 week(s),2,Other for 3 week(s),Not Available,7,NGO,N/A,,,,"$59,130.00",20,12,"$61,453.00",20,12,"$63,878.00",20,12,Yes,NGO,60,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,"$66,492.00",20,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200521027,4,4,No,No,July,Yes,No,http://radiology.ucsd.edu,Not Available,"Andrew  Yen
MD
UCSD Med Ctr
Dept of Radiology MC8756
200 W Arbor Dr
San Diego, CA 92103
Tel: (619) 543-3534
Fax:
E-mail: acyen@health.ucsd.edu","Dion  Brown
BS
UCSD Med Ctr
Dept of Radiology MC8756
200 W Arbor Dr
San Diego, CA 92103-8749
Tel: (619) 543-3534
Fax: (619) 543-7898
E-mail: dibrown@health.ucsd.edu",4200521027,"UCSD Med Ctr, Dept of Radiology MC8756, 200 W Arbor Dr, San Diego, CA 92103","200 W Arbor Dr, San Diego, CA 92103-2180","34800 Bob Wilson Dr, San Diego, CA 92134-5000","3020 Children's Way, San Diego, CA 92123-4282","3350 La Jolla Village Dr, San Diego, CA 92161-4223","We provide an excellent, educationally-rich, resident-run program; perfect training for private or academic medicine. We offer 4-year diagnostic, 5 year diagnostic/research pathway, and a 5-year DR/IR pathway to include integrated or independent tracks and ESIR. Including rotations in PET-CT, pediatric CT/MR, cardiac imaging, fetal OB/US, and AIRP.",University-based,University of California (San Diego) Medical Center,12,12,12,12,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1049420A0,1049420A1,1049420A2",,-_12/1/2020 - 1/8/2021,9/14/2020,11/6/2020,Yes,78,No,No,3,No,Yes,___,No,Greater than 245,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,No,No,71,6,15,0,86,6,36.6,1.6 to 1,50,12,2,Yes,Yes,83,16.9,0,21.3,78.6,N/A,2,Other for 1 month(s),4,Other for 2 month(s),3,Other for 1 month(s),3,9,NGO,N/A,,,,"$62,731.00",20,12,"$65,196.00",20,12,"$67,769.00",20,12,Yes,NGO,NGO,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,"$70,543.00",20,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200521914,4,4,Yes,Yes,"June,July,August,Negotiable",No,Yes,,Not Available,"Richard S Montgomery
MD
Naval Med Ctr San Diego
Dept of Radiology Ste 204
34800 Bob Wilson Dr
San Diego, CA 92134-1204
Tel: (210) 364-6321
Fax: (619) 532-8714
E-mail: roberta.m.vigil.civ@mail.mil","Roberta M Vigil
Naval Med Ctr San Diego
Dept of Radiology Ste 204
34800 Bob Wilson Dr
San Diego, CA 92134-1204
Tel: (619) 532-6755
Fax: (619) 532-8714
E-mail: roberta.m.vigil.civ@mail.mil",4200521914,"Naval Med Ctr San Diego, Dept of Radiology Ste 204, 34800 Bob Wilson Dr, San Diego, CA 92134-1204","34800 Bob Wilson Dr, San Diego, CA 92134-5000","3020 Children's Way, San Diego, CA 92123-4282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200521031,4,4,No,No,July,Yes,No,http://www.radiology.ucsf.edu/,Not Available,"Soonmee  Cha
MD
UCSF Med Ctr
Dept of Radiology
505 Parnassus Ave
San Francisco, CA 94143
Tel:
Fax:
E-mail: soonmee.cha@ucsf.edu","Sandria J Wong
BS
UCSF Med Ctr
Rm S257A Box 0628
513 Parnassus Ave
San Francisco, CA 94143-0628
Tel: (415) 476-8358
Fax: (415) 476-0616
E-mail: sandria.wong@ucsf.edu",4200521031,"UCSF Med Ctr, Dept of Radiology, 505 Parnassus Ave, San Francisco, CA 94143","500 Parnassus Ave, San Francisco, CA 94143-0474","500 Parnassus Ave, San Francisco, CA 94143-0296","4150 Clement St, San Francisco, CA 94121-1598","1001 Potrero Ave, San Francisco, CA 94110","Receive new laptop in first year. Can spend up to 12 months doing research. Travel to scientific meetings, education fund, ABR exam fund, AIRP tuition plus expenses. License fee, most reimbursed. Salary includes housing allowance.",University-based,UCSF and Mount Zion Medical Centers,14,14,14,14,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1062420A0",,-_12/1/2020 - 1/31/2022,10/15/2020,11/2/2020,Yes,70,No,No,3,No,Yes,___,No,236-245,Yes,No,No Answer,Required,Yes,Yes,Yes,84,37,10,0,94,37,33.3,1.5 to 1,50,16,1.5,Yes,Yes,98.1,1.8,0,34.5,65.4,N/A,0,Every eleventh night or more for 6 month(s),6,Every eleventh night or more for 4 month(s),4,Every eleventh night or more for 2 month(s),2,10,NGO,N/A,,,,"$77,768.00",20,12,"$80,304.00",20,12,"$82,953.00",20,12,No answer,12,60,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,"$85,807.00",20,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200531032,4,4,No,No,July,Yes,No,http://www.scvmed.org,Not Available,"Vanessa  Starr
MD
Santa Clara Valley Med Ctr
Dept of Radiology
751 S Bascom Ave
San Jose, CA 95128
Tel: (408) 885-6370
Fax: (408) 885-6360
E-mail: vanessa.starr@hhs.sccgov.org","Melinda  Aguilar
Santa Clara Valley Med Ctr
Dept of Radiology
751 S Bascom Ave
San Jose, CA 95128
Tel: (408) 885-6370
Fax: (408) 885-6360
E-mail: melinda.aguilar@hhs.sccgov.org",4200531032,"Santa Clara Valley Med Ctr, Dept of Radiology, 751 S Bascom Ave, San Jose, CA 95128","751 S Bascom Ave, San Jose, CA 95128-2180","300 Pasteur Dr, Stanford, CA 94305-4007",,,"Selective Bay Area program in Silicon Valley, providing residents with robust clinical experience and highly engaged faculty. Residents routinely achieve top fellowships and jobs in California and elsewhere upon completion. Current perks include competitive salary plus: catered lunches and meal cards, relocation reimbursement, yearly educational fund, iPad & iPhone for each resident, AIRP tuition and additional compensation for ARIP travel/housing, and reimbursement for ABR exam.",Community-based university affiliated,Santa Clara Valley Medical Center,4,4,5,5,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1063420A0",,-_11/9/2020 - 1/22/2021,10/21/2020,12/11/2020,Yes,100,No,No,3,No,Yes,210___,No,236-245,"No, require USMLE scores for all applicants",No Answer,No Answer,"Desired, with some exceptions",No,No,No,13,0,7,0,20,0,15.3,0.9 to 1,45,12,2,Yes,Yes,100,0,0,22.5,77.4,N/A,6,Other for 6 week(s),2,Other for 3 week(s),2,Other for 2 week(s),2,10,NGO,N/A,,,,"$68,548.00",15,20,"$74,836.00",15,20,"$80,511.00",15,20,No answer,20,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",Within 30 days of starting program,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,"$85,399.00",15,20,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200522033,4,4,No,Yes,July,Yes,No,http://www.cottagehealth.org/medical-professionals/residency-programs/,Not Available,"Bernard  Chow
MD
Santa Barbara Cottage Hosp
Dept of Radiology
400 W Pueblo St
Santa Barbara, CA 93105
Tel: (805) 569-7279
Fax: (805) 569-8279
E-mail: skelley@sbch.org","Selena  Kelley
Santa Barbara Cottage Hosp
Dept of Radiology
400 W Pueblo St
Santa Barbara, CA 93105
Tel: (805) 569-7573
Fax: (805) 569-8279
E-mail: skelley@sbch.org",4200522033,"Santa Barbara Cottage Hosp, Dept of Radiology, 400 W Pueblo St, Santa Barbara, CA 93105","400 W Pueblo St, Santa Barbara, CA 93105","4650 Sunset Blvd, Los Angeles, CA 90027-5693","1200 N State St, Los Angeles, CA 90033-1084","215 Pesetas Ln, Santa Barbara, CA 93111","We are an ESIR (Early Specialization in Interventional Radiology) ACGME-accredited, community-based program; offer stipends for research presentations at national conferences; reimbursement to bike to work; medical license reimbursement; wellness benefits; mortgage assistance program.",Community-based,Santa Barbara Cottage Hospital,4,4,4,4,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1064420A0",11/1/2020,12/1/2020 - 2/11/2021_11/16/2021 - 1/27/2022,9/1/2021,10/31/2021,Yes,66,No,No,3,No,Yes,220___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,15,0,1,0,16,0,6.6,0.9 to 1,50,12,2,Yes,Yes,100,0,0,30.4,69.5,N/A,0,N/A,0,N/A,0,N/A,Not Available,10,5%,5%,,,,"$65,536.00",21,12,"$69,939.00",21,12,"$74,752.00",21,12,Yes,NGO,NGO,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Required,No,Yes,Yes,,,,,,,(4 wks ),,,,,,,,"$77,824.00",21,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200521034,4,4,No,No,July,Yes,No,http://med.stanford.edu/xray.html,Not Available,"Payam  Massaband
MD
Stanford Univ Med Ctr
Rm H-1330 MC 5621
300 Pasteur Dr
Stanford, CA 94305-5621
Tel: (650) 723-7816
Fax: (650) 724-0866
E-mail: radresidency@stanford.edu","Jason  Calcagno
BA
Stanford Univ Med Ctr
Rm H-1330
300 Pasteur Dr
Stanford, CA 94305-5621
Tel: (650) 497-5415
Fax: (650) 724-0866
E-mail: jasonc1@stanford.edu",4200521034,"Stanford Univ Med Ctr, Rm H-1330 MC 5621, 300 Pasteur Dr, Stanford, CA 94305-5621","300 Pasteur Dr, Stanford, CA 94305-4007","3801 Miranda Ave, Palo Alto, CA 94304-1207","751 S Bascom Ave, San Jose, CA 95128-2180","725 Welch Rd, Palo Alto, CA 94304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200511035,4,4,No,No,July,Yes,No,http://www.harbor-ucla.org/radiology,Not Available,"Richard  Renslo
MD
Los Angeles County-Harbor-UCLA Med Ctr
Dept of Radiology Box 401
1000 W Carson St
Torrance, CA 90509
Tel: (424) 306-4771
Fax:
E-mail: brrodriguez@dhs.lacounty.gov","Brigitte  Rodriguez
Los Angeles County-Harbor-UCLA Med Ctr
Dept of Radiology Box 27
1000 W Carson St
Torrance, CA 90509-2910
Tel: (424) 306-4748
Fax: (310) 212-0049
E-mail: brrodriguez@dhs.lacounty.gov",4200511035,"Los Angeles County-Harbor-UCLA Med Ctr, Dept of Radiology Box 401, 1000 W Carson St, Torrance, CA 90509","1000 W Carson St, Torrance, CA 90509-7360",,,,Harbor-UCLA Medical Center is located in the city of Torrance in the south bay area of coastal Los Angeles county. The 4-year residency program in diagnostic radiology is designed to meet all the requirements for Board certification.,Community-based university affiliated,Los Angeles County-Harbor-UCLA Medical Center,6,6,6,6,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1067420A0",,-_11/13/2020 - 1/15/2021,10/21/2020,12/15/2020,Yes,100,No,No,3,No,Yes,___,No,236-245,"No, require USMLE scores for all applicants",No,No Answer,"Desired, with some exceptions",No,No,No,19,0,2,0,21,0,26.3,0.8 to 1,45,12,2,Yes,Yes,98.6,1.3,0,20.8,79.1,N/A,4,Every sixth night for 40 week(s),2,Every sixth night for 26 week(s),0,Every sixth night for 26 week(s),2,8,NGO,N/A,,,,"$61,728.00",20,8,"$66,883.00",20,8,"$72,074.00",20,8,Yes,Not Available,60,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,More than 30 days of starting program,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Required,Yes,Yes,No,,,,,,,(4 wks ),,,,,,,,"$77,125.00",20,8,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200521001,4,4,No,No,"June,July",No,Yes,http://www.airforcemedicine.af.mil/Organizations/Graduate-Medical-Education,Not Available,"Ely  Wolin
MD
David Grant Med Ctr
60 MDTS/SGQX
101 Bodin Circle
Travis AFB, CA 94535
Tel: (707) 423-7210
Fax:
E-mail: ely.a.wolin.mil@mail.mil","Michelle  Prince
David Grant Med Ctr
Dept of Radiology 60 MDTS/SGQX
101 Bodin Circle
Travis AFB, CA 94535
Tel: (707) 816-5506
Fax: (707) 423-7207
E-mail: michelle.m.prince2.civ@mail.mil",4200521001,"David Grant Med Ctr, 60 MDTS/SGQX, 101 Bodin Circle, Travis AFB, CA 94535","101 Bodin Circle, Travis AFB, CA 94535-1800","747 52nd St, Oakland, CA 94609-1809","2315 Stockton Blvd, Sacramento, CA 95817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4200721038,4,4,No,No,July,Yes,No,https://medschool.cuanschutz.edu/radiology,Not Available,"Rustain  Morgan
MD
Univ of Colorado Denver Sch of Med
Anschtuz Med Campus MS 8200 L15-2414
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-8882
Fax: (303) 724-6601
E-mail: rustain.morgan@cuanschutz.edu","Andrea  Garbrecht
Univ of Colorado Denver Sch of Med
Anschtuz Med Campus MS 8200 L15-2414
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-8882
Fax: (303) 724-6601
E-mail: andrea.garbrecht@cuanschutz.edu",4200721038,"Univ of Colorado Denver Sch of Med, Anschtuz Med Campus MS 8200 L15-2414, 12631 E 17th Ave, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","12605 E 16th Ave, Aurora, CO 80045","1055 Clermont St, Denver, CO 80220-1722","777 Bannock St, Denver, CO 80204-4507",Beeper/home call occurs only when on IR rotations. AIRP tuition paid by the department. Travel and expense reimbursement provided from resident's designated Educational Fund for presentation of qualified research or educational exhibits at approved conferences and major meetings.,University-based,University of Colorado Hospital,8,10,10,7,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1076420A0",,-_11/1/2020 - 12/31/2020,9/1/2020,10/21/2020,Yes,143,No,No,3,No,Yes,210__500_,No,236-245,Yes,"No, require USMLE scores for all applicants",Greater than 600,"Desired, with some exceptions",Yes,Yes,Yes,162,12,1,0,163,12,37,4.6 to 1,55,24,1.9,Yes,Yes,94,0,5.9,19.7,80.2,N/A,2,Every eleventh night or more for 4 week(s),4,Every eleventh night or more for 4 week(s),4,Every eleventh night or more for 4 week(s),4,7,NGO,N/A,,,,"$60,285.00",15,NGO,"$62,275.00",15,NGO,"$65,756.00",15,NGO,No answer,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Optional,No,No,Yes,,"13123 E 16th Ave, Aurora, CO 80045",,,,,,,,,,,,,"$68,168.00",15,NGO,,,,,,,,,,,
