,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Intro,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Night float system,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Participant 5,Participant 6,Participant 7,Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Participant 8,Participant 9,Participant 10,Participant 11,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 7
0,https://freida.ama-assn.org/program/4513500122,,,5,5,No,Yes,July,Yes,No,http://www.amc.edu,Albany Medical College GME Vascular Surgery Program,"Paul B Kreienberg
MD
Albany Med Ctr
Vascular Surgery MC 157
43 New Scotland Ave
Albany, NY 12208
Tel: (518) 262-6946
Fax: (518) 262-5110
E-mail: kreienp@amc.edu","Frederick  Brewer
Albany Med Ctr
391 Myrtle Avenue Ste 5
391 Myrtle Ave
Albany, NY 12208
Tel: (518) 262-6946
Fax: (518) 262-5110
E-mail: brewerf@amc.edu",4513500122,"Albany Med Ctr, Vascular Surgery MC 157, 43 New Scotland Ave, Albany, NY 12208","43 New Scotland Ave, Albany, NY 12208","315 S Manning Blvd, Albany, NY 12208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513500114,,,5,5,No,Yes,July,Yes,No,http://www.montefiore.org/vascular-residency,Not Available,"Jeffrey  Indes
MD
Montefiore Med Ctr
Dept of Vascular Surgery
111 E 210th St
Bronx, NY 10467
Tel: (718) 696-2584
Fax: (718) 231-9811
E-mail: jindes@montefiore.org","Sebrina  McKelvey
Montefiore Med Ctr
Dept of Surgery
111 E 210th St
Bronx, NY 10467
Tel: (718) 696-2582
Fax: (718) 881-5074
E-mail: smckelve@montefiore.org",4513500114,"Montefiore Med Ctr, Dept of Vascular Surgery, 111 E 210th St, Bronx, NY 10467","111 E 210th St, Bronx, NY 10467","111 E 210th St, Bronx, NY 10467-0001","1400 Pelham Pkwy S, Bronx, NY 10461","600 E 233rd St, Bronx, NY 10466-2697","1825 Eastchester Rd, Bronx, NY 10461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513513004,,,5,5,No,Yes,July,Yes,No,http://www.smbs.buffalo.edu/GME,Not Available,"Linda  Harris
MD
Buffalo General Med Ctr
Dept of Surgery
100 High St
Buffalo, NY 14203
Tel: (716) 859-4207
Fax: (716) 859-4222
E-mail: lharris@kaleidahealth.org","Joanne  Cozzo
Buffalo General Med Ctr
Dept of Surgery B-7
100 High St
Buffalo, NY 14203
Tel: (716) 859-4207
Fax: (716) 859-4221
E-mail: jcozzo@kaleidahealth.com",4513513004,"Buffalo General Med Ctr, Dept of Surgery, 100 High St, Buffalo, NY 14203","3435 Main St, Buffalo, NY 14214","100 High St, Buffalo, NY 14203","2157 Main St, Buffalo, NY 14214-9984","3 Gates Circle, Buffalo, NY 14209-9986","462 Grider St, Buffalo, NY 14215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3495 Bailey Ave, Buffalo, NY 14215",,,,"1540 Maple Rd, Williamsville, NY 14221",,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513500123,,,5,5,Yes,Yes,July,No,No,,Not Available,"Yana  Etkin
MD
Zucker Sch of Med at Hofstra/Northwell
Ste 106B
1999 Marcus Ave
Lake Success, NY 11042
Tel: (718) 470-3331
Fax:
E-mail: lwoldman@northwell.edu","Laurie  Woldman
MBA
Zucker Sch of Med at Hofstra/Northwell
Ste 106B
1999 Marcus Ave
Lake Success, NY 11042
Tel: (718) 470-3331
Fax:
E-mail: lwoldman@northwell.edu",4513500123,"Zucker Sch of Med at Hofstra/Northwell, Ste 106B, 1999 Marcus Ave, Lake Success, NY 11042","125 Community Dr, Great Neck, NY 11021","270-05 76th Ave, New Hyde Park, NY 11040","300 Community Dr, Manhasset, NY 11030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513521038,,,5,5,No,Yes,July,Yes,No,http://icahn.mssm.edu/,Not Available,"Peter L Faries
MD
Mount Sinai Med Ctr
Box 1259
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 241-5386
Fax: (212) 534-4079
E-mail: peter.faries@mssm.edu","Solangi  Mora
Mount Sinai Med Ctr
Div of Vascular Surgery Box 1273
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 241-2087
Fax: (212) 987-9310
E-mail: solangi.mora@mountsinai.org",4513521038,"Mount Sinai Med Ctr, Box 1259, 1 Gustave L Levy Pl, New York, NY 10029","One Gustave L Levy Pl, New York, NY 10029-6574","1000 Tenth Ave, New York, NY 10019","130 W Kingsbridge Rd, Bronx, NY 10468","79-01 Broadway, Elmhurst, NY 11373","281 First St, New York, NY 10003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1425 Madison Ave, New York, NY 10029",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513500121,University-based,NYU Grossman School of Medicine,5,5,No,Yes,July,Yes,No,http://www.nyumc.org,Not Available,"Caron B Rockman
MD
New York Univ Langone Med Ctr
Ste 6F
530 First Ave
New York, NY 10016
Tel: (212) 263-7311
Fax: (212) 263-7722
E-mail: caron.rockman@nyulangone.org","Felicia  Brockett
New York Univ Langone Med Ctr
Ste 6F
530 First Ave
New York, NY 10016
Tel:
Fax:
E-mail: felicia.brockett@nyumc.org",4513500121,"New York Univ Langone Med Ctr, Ste 6F, 530 First Ave, New York, NY 10016","550 First Ave, New York, NY 10016-1111","462 First Ave, New York, NY 10016","423 E 23rd St, New York, NY 10010","550 First Ave, New York, NY 10016",,,1,1,1,1,1,No,No,Yes,No,12/31/2020,11/5/2020 - 1/31/2021_11/5/2021 - 1/31/2022,9/20/2021,12/31/2021,Yes,24,No,No,3,No,Yes,225___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,10,0,0,0,10,0,20,2.0 to 1,80,24,1,No,Yes,100,0,0,12.2,87.7,Every fourth night for 3 month(s),Not Available,Every fourth night for 3 month(s),Not Available,Every fourth night for 3 month(s),Not Available,Every fourth night for 3 month(s),Not Available,Every fourth night for 3 month(s),Not Available,5,20%,N/A,,"$65,677.00",20,90,"$68,252.00",20,90,"$73,404.00",20,90,"$75,830.00",20,90,"$77,953.00",20,90,No answer,NGO,NGO,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Optional,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513512002,University-based,Lenox Hill Hospital-Northwell Health,5,5,No,Yes,July,Yes,No,https://lenoxhill.northwell.edu/,Not Available,"Allan M Conway
MD
Lenox Hill Hosp
13 Black Hall
130 E 77th St
New York, NY 10075
Tel: (212) 434-2150
Fax: (212) 434-2083
E-mail: lsotomayor@northwell.edu","Janet  Velez
BBA
Lenox Hill Hosp
8 Achelis
130 E 77th St
New York, NY 10075
Tel: (212) 434-2150
Fax: (212) 434-2083
E-mail: jvelez2@northwell.edu",4513512002,"Lenox Hill Hosp, 13 Black Hall, 130 E 77th St, New York, NY 10075","125 Community Dr, Great Neck, NY 11021","100 E 77th St, New York, NY 10021",,,,"Lenox Hill Hospital offers a five-year vascular surgery integrated residency program, accredited by the ACGME. The program offers residents the opportunity to develop surgical skills in the care of disorders of the circulatory system under the tutelage of the country's top vascular surgeons.",1,1,1,1,1,No,No,"Yes , Codes: 1483451C0",No,11/16/2020,12/1/2020 - 1/15/2021_12/1/2021 - 1/14/2022,9/15/2021,11/15/2021,Yes,30,No,No,3,No,Yes,220_220__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",541-600,"Desired, with some exceptions",Yes,Yes,Yes,8,1,0,0,8,1,12.5,1.6 to 1,80,24,1,No,Yes,94.4,5.5,0,20.5,79.4,N/A,0,N/A,0,N/A,10,Every fifth night for 2 month(s),16,N/A,26,5,10%,10%,,"$73,000.00",20,NGO,"$75,000.00",20,NGO,"$77,000.00",20,NGO,"$78,500.00",20,NGO,"$80,000.00",20,NGO,Yes,90,NGO,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Not available,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513521006,,,5,5,No,Yes,June,Yes,No,http://www.urmc.rochester.edu/education/graduate-medical-education/,Not Available,"Michael C Stoner
MD
Univ of Rochester Med Ctr
Box 652
601 Elmwood Ave
Rochester, NY 14642
Tel: (585) 275-6772
Fax: (585) 756-7752
E-mail: vasculareducation@urmc.rochester.edu","Elizabeth  Schinski
Univ of Rochester Med Ctr
Box 652
601 Elmwood Ave
Rochester, NY 14642
Tel: (585) 275-6772
Fax: (585) 756-7752
E-mail: vasculareducation@urmc.rochester.edu",4513521006,"Univ of Rochester Med Ctr, Box 652, 601 Elmwood Ave, Rochester, NY 14642","601 Elmwood Ave, Rochester, NY 14642","1000 South Ave, Rochester, NY 14620-9986","196 North St, Geneva, NY 14456-1694","350 Parrish St, Canandaigua, NY 14424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513521051,University-based,Stony Brook Medicine,5,5,No,Yes,July,Yes,No,https://medicine.stonybrookmedicine.edu/vascularsurgeryresidency,Not Available,"Shang A Loh
MD
Stony Brook Med
Dept of Surgery
HSC 19-090
Stony Brook, NY 11794-8191
Tel: (631) 444-2037
Fax: (631) 444-8988
E-mail: shang.loh@stonybrookmedicine.edu","Tiana  Martucci
MA
Stony Brook Med
Dept of Surgery
HSC T-19-090
Stony Brook, NY 11794-8191
Tel: (631) 444-2037
Fax: (631) 444-8988
E-mail: tiana.martucci@stonybrookmedicine.edu",4513521051,"Stony Brook Med, Dept of Surgery, HSC 19-090, Stony Brook, NY 11794-8191","101 Nichols Rd, Stony Brook, NY 11794","259 First St, Mineola, NY 11501-3957","79 Middleville Rd, Northport, NY 11768",,,Vascular surgery provides diagnosis/treatment of vascular disease from routine to highly complex cases. Education is considered a critical component for medical students/residents/fellows. The division engages patients with opportunities to participate in clinical trials offering them the only local access to newly developed treatment options. The clinical/academic strengths of vascular surgery form the foundation of continued success in achieving excellence in patient care/education/research.,1,1,1,1,1,No,No,"Yes , Codes: 2919451C0",No,11/13/2020,12/1/2020 - 1/22/2021_12/1/2021 - 1/30/2022,9/13/2021,11/15/2021,Yes,16,No,No,3,No,Yes,220___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,13,1,0,0,13,1,15.3,2.6 to 1,60,24,1.5,No,Yes,74.4,25.5,0,18.8,81.1,Every fourth night for 4 month(s),0,Every fourth night for 3 month(s),0,Every fourth night for 3 month(s),0,N/A,20,N/A,20,5,10%,10%,,"$67,833.00",16,16,"$72,205.00",16,16,"$76,203.00",16,16,"$80,203.00",16,16,"$84,198.00",16,16,Yes,NGO,NGO,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,"Available, Not Paid By Institution",Not Available,Within 30 days of starting program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Not available,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513831043,,,5,5,No,Yes,"June,July",Yes,No,http://www.GoodSamaritanSurgeryResidency.com,Not Available,"Patrick E Muck
MD
Good Samaritan Hosp
3rd Fl Tower
375 Dixmyth Ave
Cincinnati, OH 45220
Tel: (513) 862-5196
Fax:
E-mail: patrick_muck@trihealth.com","Teresa  Arnold
Good Samaritan Hosp
Med Education
375 Dixmyth Ave
Cincinnati, OH 45220
Tel: (513) 862-3562
Fax: (513) 221-5865
E-mail: teresa_arnold@trihealth.com",4513831043,"Good Samaritan Hosp, 3rd Fl Tower, 375 Dixmyth Ave, Cincinnati, OH 45220","375 Dixmyth Ave, Cincinnati, OH 45220-2489","375 Dixmyth Ave, Cincinnati, OH 45220-2489","234 Goodman St, Cincinnati, OH 45219","10500 Montgomery Rd, Cincinnati, OH 45242","2139 Auburn Ave, Cincinnati, OH 45219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513831078,,,5,5,No,Yes,July,Yes,No,http://med.uc.edu/surgery/fellowships/vascular-surgery,Not Available,"Amit  Jain
MD
Univ of Cincinnati Med Ctr
ML 0513
231 Albert Sabin Way
Cincinnati, OH 45267-0513
Tel: (513) 558-5367
Fax: (513) 558-2967
E-mail: lisa.evans@uc.edu","Lisa  Evans
Univ of Cincinnati Med Ctr
ML 0513
231 Albert Sabin Way
Cincinnati, OH 45267-0513
Tel: (513) 558-5367
Fax: (513) 558-2967
E-mail: lisa.evans@uc.edu",4513831078,"Univ of Cincinnati Med Ctr, ML 0513, 231 Albert Sabin Way, Cincinnati, OH 45267-0513","234 Goodman St, Cincinnati, OH 45219","3200 Vine St, Cincinnati, OH 45220-2213","7700 University Court, West Chester, OH 45069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513800122,,,5,5,No,Yes,July,Yes,No,https://www.uhhospitals.org/medical-education/,Not Available,"Virginia L Wong
MD
Univ Hosps Cleveland Med Ctr
Dept of Surgery
11100 Euclid Ave
Cleveland, OH 44106
Tel:
Fax:
E-mail: virginia.wong@uhhospitals.org","Deborah  Marti
Univ Hosps Cleveland Med Ctr
Dept of Surgery
11100 Euclid Ave
Cleveland, OH 44106
Tel: (216) 844-0326
Fax: (216) 844-2682
E-mail: deborah.marti@uhhospitals.org",4513800122,"Univ Hosps Cleveland Med Ctr, Dept of Surgery, 11100 Euclid Ave, Cleveland, OH 44106","11100 Euclid Ave, Cleveland, OH 44106-2602","2500 MetroHealth Dr, Cleveland, OH 44109-1998","10701 East Blvd, Cleveland, OH 44106","29000 Center Ridge Rd, Westlake, OH 44145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513822046,Community-based university affiliated,Cleveland Clinic Foundation,5,5,No,Yes,July,Yes,No,http://www.clevelandclinic.org,Not Available,"Francis J Caputo
MD
Cleveland Clinic
F30
9500 Euclid Ave
Cleveland, OH 44195
Tel: (216) 445-9580
Fax:
E-mail: caputof@ccf.org","Hayley  Baldzicki
Cleveland Clinic
Dept of Vascular Surgery Desk H32
9500 Euclid Ave
Cleveland, OH 44195
Tel: (216) 444-4311
Fax: (216) 444-9324
E-mail: baldzih@ccf.org",4513822046,"Cleveland Clinic, F30, 9500 Euclid Ave, Cleveland, OH 44195","9500 Euclid Ave, Cleveland, OH 44195-5242","2500 MetroHealth Dr, Cleveland, OH 44109-1998","18101 Lorain Ave, Cleveland, OH 44111-5656","10701 East Blvd, Cleveland, OH 44106","12300 McCracken Rd, Garfield Heights, OH 44125-2975","Our trainees are involved in the general care of vascular patients as well as the perioperative care of some of our most complex vascular patients. Our trainees develop a high level of skill in both endovascular therapeutic and open vascular surgery. We strive to make our programs the best available, with the goal of developing vascular surgeons to be leaders in their career paths of choice.",3,3,3,3,3,No,No,"Yes , Codes: 1968451C0",No,10/31/2020,12/1/2020 - 2/13/2021_12/1/2021 - 1/31/2022,9/15/2021,10/31/2021,Yes,66,No,No,3,No,Yes,200_200__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,Yes,16,0,1,0,17,0,0,1.1 to 1,70,14,1.5,No,Yes,79.1,6.7,14.1,27.6,72.3,Every third night for 4 week(s),NGO,Every third night for 4 week(s),NGO,Every third night for 4 week(s),NGO,N/A,NGO,N/A,NGO,4,NGO,N/A,,"$58,642.00",15,NGO,"$60,618.00",15,NGO,"$62,577.00",15,NGO,"$65,025.00",15,NGO,"$67,191.00",15,NGO,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Required,NGO (wks),Yes,Yes,No,"6780 Mayfield Rd, Mayfield Heights, OH 44124-2202",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4513800123,University-based,Ohio State University Hospital,5,5,Yes,Yes,July,Yes,No,https://wexnermedical.osu.edu/departments/surgery/vascular/education/,Not Available,"Timur  Sarac
MD
Ohio State Univ Wexner Med Ctr
701 Prior Hall
376 W 10th Ave
Columbus, OH 43210
Tel: (164) 293-8356
Fax:
E-mail: kaitlen.knight@osumc.edu","Kaitlen  Knight
Ohio State Univ Wexner Med Ctr
701 Prior Hall
376 W 10th Ave
Columbus, OH 43210
Tel: (614) 293-8536
Fax:
E-mail: kaitlen.knight@osumc.edu",4513800123,"Ohio State Univ Wexner Med Ctr, 701 Prior Hall, 376 W 10th Ave, Columbus, OH 43210","410 W Tenth Ave, Columbus, OH 43210-1228","700 Children's Dr, Columbus, OH 43205-2596",,,,,1,1,1,1,1,No,No,No,No,,-_-,,,Yes,30,No,No,3,No,Yes,___,No,No Answer,No Answer,No Answer,No Answer,Not known,No,No,No,6,0,1,0,7,0,16.6,1.3 to 1,80,24,1,No,Yes,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,8,NGO,N/A,,"$53,586.00",Not Available,Not Available,"$55,200.00",Not Available,Not Available,"$56,965.00",Not Available,Not Available,"$58,918.00",Not Available,Not Available,"$60,817.00",Not Available,Not Available,No answer,Not Available,Not Available,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Not available,,No,No,No,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4514100123,Community-based,Einstein Healthcare Network,5,5,No,Yes,July,Yes,No,http://www.einstein.edu/,Not Available,"Evan  Deutsch
MD
Einstein Med Ctr Montgomery
Vascular Surgery-Integrated Pgm
559 W Germantown Pike
East Norriton, PA 19403
Tel: (484) 622-7920
Fax: (484) 722-7930
E-mail: deutsche@einstein.edu","Evan  Deutsch
MD
Einstein Med Ctr Montgomery
Vascular Surgery-Integrated Pgm
559 W Germantown Pike
East Norriton, PA 19403
Tel: (484) 622-7920
Fax: (484) 722-7930
E-mail: deutsche@einstein.edu",4514100123,"Einstein Med Ctr Montgomery, Vascular Surgery-Integrated Pgm, 559 W Germantown Pike, East Norriton, PA 19403","5501 Old York Rd, Philadelphia, PA 19141","5501 Old York Rd, Philadelphia, PA 19141-3098","559 W Germantown Pike, East Norriton, PA 19403",,,,1,1,1,1,1,No,No,"Yes , Codes: 2206451C0",No,11/15/2020,11/1/2020 - 2/1/2021_11/1/2021 - 2/1/2022,9/1/2021,11/15/2021,Yes,50,No,No,3,No,Yes,200_200_400_450,Yes,226-235,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,Yes,5,0,0,0,5,0,20,1.0 to 1,80,24,1,No,,,,,,,Every fourth night for week(s),0,Every fourth night for week(s),0,Every fourth night for week(s),0,N/A,NGO,N/A,NGO,5,10%,10%,,"$57,898.00",20,12,"$59,524.00",20,12,"$60,895.00",20,12,"$63,377.00",20,12,"$65,238.00",20,12,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Not available,,Yes,No,Yes,,No,,,,,,,,,,,,,,,,,,,,
