,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Intro,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Year 4,,Night float system (Residents participate during first year)
0,https://freida.ama-assn.org/program/2200521028,4,4,No,Yes,June,Yes,No,http://www.ucdmc.ucdavis.edu/obgyn/education/residents/home.html,Not Available,"Veronique  Tache
MD
UC Davis Med Ctr
Ste 2500
4860 Y St
Sacramento, CA 95817
Tel: (916) 734-6978
Fax: (916) 734-6666
E-mail: vtache@ucdavis.edu","Martha  Morris
UC Davis Med Ctr
Dept of Ob/Gyn Ste 2500
4860 Y St
Sacramento, CA 95817
Tel: (916) 734-6978
Fax: (916) 734-6666
E-mail: mmorris@ucdavis.edu",2200521028,"UC Davis Med Ctr, Ste 2500, 4860 Y St, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2025 Morse Ave, Sacramento, CA 95825-1084",,,,"Our goal is to train OBGYN leaders of tomorrow by graduating skilled clinician and surgeons. We care for the underserved and rural communities of Northern California who have many underlying medical issues beyond their women health's needs. Our surgical GYN curriculum is top notch, with a large volume and variety of cases, allowing our residents to become proficient in MIS and robotics. We encourage residents to take an active role in legislative opportunities through our ACOG.",,,,,,,University-based,University of California (Davis) Medical Center,7,7,7,No,No,"Yes , Codes: 1046220C0",No,10/21/2020,11/25/2020 - 1/20/2021_11/2/2021 - 1/15/2022,9/15/2021,10/15/2021,Yes,100,No,No,3,No,Yes,215_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",541-600,"Desired, with some exceptions",Yes,Yes,No,29,1,10,0,39,1,75.8,1.2 to 1,70,24,1,Yes,,100.0,0.0,0.0,83.2,16.7,N/A,0,Once per week for 8 week(s),0,Once per week for 8 week(s),0,Once per week for 8 week(s),8,4,10%,10%,"$57,233.00",20,12,"$59,130.00",20,12,"$61,453.00",20,12,"$63,878.00",20,12,No,Not Available,180,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,7,,Yes
0,https://freida.ama-assn.org/program/2200511012,4,4,No,Yes,"June,July,August,Negotiable",Yes,Yes,,Not Available,"Kevin A Byrd
MD
Naval Med Ctr San Diego
Dept of Ob/Gyn Ste 100
34730 Bob Wilson Dr
San Diego, CA 92134
Tel: (619) 532-9442
Fax: (619) 532-6587
E-mail: kevin.a.byrd.mil@mail.mil","Cody L Goddard
Naval Med Ctr San Diego
Dept of Ob/Gyn Ste 100
34730 Bob Wilson Dr
San Diego, CA 92134
Tel: (619) 532-9442
Fax: (619) 532-6587
E-mail: cody.l.goddard.civ@mail.mil",2200511012,"Naval Med Ctr San Diego, Dept of Ob/Gyn Ste 100, 34730 Bob Wilson Dr, San Diego, CA 92134","34800 Bob Wilson Dr, San Diego, CA 92134-5000","10666 N Torrey Pines Rd, La Jolla, CA 92037-1093","3390 Carmel Mountain Rd, San Diego, CA 92121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2200512045,4,4,No,Yes,June,Yes,No,http://residency-ncal.kaiserpermanente.org/programs/obgyn/sf/,Not Available,"Gavin  Jacobson
MD
Kaiser Permanente San Francisco Med Ctr
Mezzanine 160
2425 Geary Blvd
San Francisco, CA 94115
Tel: (415) 833-8362
Fax: (415) 833-4983
E-mail: gavin.jacobson@kp.org","Trisha  Jue
Kaiser Permanente San Francisco Med Ctr
Grad Med Educ M-L Rm 115
2425 Geary Blvd
San Francisco, CA 94115-3395
Tel: (415) 833-6555
Fax: (415) 833-4983
E-mail: trisha.jue@kp.org",2200512045,"Kaiser Permanente San Francisco Med Ctr, Mezzanine 160, 2425 Geary Blvd, San Francisco, CA 94115","1800 Harrison St, Oakland, CA 94612-2298","2425 Geary Blvd, San Francisco, CA 94115-3395","1425 S Main St, Walnut Creek, CA 94596",,,,We are a rigorous academic program in a positive learning environment training the next generation of physician leaders as specialists and subspecialists in ob/gyn. We provide: in-depth longitudinal surgical skills curriculum with simulation; extensive critical event team training; strong research support; exceptional high-risk obstetric and minimally invasive surgery training. We are a referral center for: gynecologic oncology; MFM; REI; FPMRS; chronic pelvic pain; and transgender medicine.,,,,,,,Community-based university affiliated,Kaiser Permanente San Francisco Medical Center,4,4,4,No,No,"Yes , Codes: 1959220C0",No,11/1/2020,11/17/2020 -_-,,,Yes,63,No,No,2,No,Yes,___,No,226-235,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,Yes,No,78,5,0,0,78,5,91.0,4.8 to 1,60,24,1,Yes,,100.0,0.0,0.0,95.8,4.1,Every eleventh night or more for 8 month(s),0,Every eleventh night or more for 9 month(s),0,Every fourth night for 3 month(s),0,Every eleventh night or more for 12 month(s),Not Available,6,25%,4%,"$69,047.00",15,13,"$72,748.00",15,13,"$77,373.00",15,13,"$84,581.00",15,13,Yes,13,NGO,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,4,,Yes
0,https://freida.ama-assn.org/program/2200521047,4,4,No,Yes,June,Yes,No,https://obgyn.ucsf.edu/residency-program,Not Available,"Amy M Autry
MD
UCSF Med Ctr
Box 0132
480 16th St
San Francisco, CA 94143
Tel: (415) 476-5192
Fax: (415) 476-1811
E-mail: meg.autry@ucsf.edu","Julie  French
San Francisco General Hosp
Ward 6D
1001 Potrero Ave
San Francisco, CA 94110
Tel: (415) 206-3061
Fax: (415) 206-3112
E-mail: julie.french@ucsf.edu",2200521047,"UCSF Med Ctr, Box 0132, 480 16th St, San Francisco, CA 94143","500 Parnassus Ave, San Francisco, CA 94143-0474","1001 Potrero Ave, San Francisco, CA 94110","2333 Buchanan St, San Francisco, CA 94115","500 Parnassus Ave, San Francisco, CA 94143-0296","1425 S Main St, Walnut Creek, CA 94596","2450 Ashby Ave, Berkeley, CA 94705",,"3288 Moanalua N Frontage Rd, Honolulu, HI 96819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2200521333,4,4,No,Yes,June,Yes,No,http://www.scvmc.org,Not Available,"Jennifer  Domingo-Mihalko
MD
Santa Clara Valley Med Ctr
Ob/Gyn Dept
751 S Bascom Ave
San Jose, CA 95128
Tel: (408) 885-5550
Fax: (408) 885-5577
E-mail: judy.dodge@hhs.sccgov.org","Jennifer  Domingo-Mihalko
MD
Santa Clara Valley Med Ctr
Ob/Gyn Dept
751 S Bascom Ave
San Jose, CA 95128
Tel: (408) 885-5550
Fax: (408) 885-5577
E-mail: judy.dodge@hhs.sccgov.org",2200521333,"Santa Clara Valley Med Ctr, Ob/Gyn Dept, 751 S Bascom Ave, San Jose, CA 95128","751 S Bascom Ave, San Jose, CA 95128-2180","2500 Grant Rd, Mountainview, CA 94040",,,,,"This is an Academic Community Based Program at a Safety-Net Hospital affiliated with Stanford University. Residents are exposed to a wide variety of pathology due to our large, diverse patient population in a county hospital setting. The lack of Fellowship Programs allows for more direct hands-on clinical and surgical experiences. This is a site for the core OB/GYN Rotation for Stanford medical students. Excellent location near beaches, mountains and only 1 hr from San Francisco.",,,,,,,Community-based,Santa Clara Valley Medical Center,4,4,4,No,No,"Yes , Codes: 1063220C0",No,12/1/2020,11/17/2020 - 1/31/2021_10/1/2021 - 1/31/2022,9/1/2021,12/1/2021,Yes,83,No,No,3,No,Yes,200___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,35,0,3,0,38,0,94.2,2.2 to 1,76,16,1.3,No,,100.0,0.0,0.0,89.5,10.4,Two times per week for 6 week(s),0,Two times per week for 10 week(s),0,Two times per week for 12 week(s),0,Two times per week for 10 week(s),Not Available,6,30%,N/A,"$62,412.00",15,20,"$68,548.00",15,20,"$74,836.00",15,20,"$80,511.00",15,20,Yes,20,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",Within 30 days of starting program,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,4,(4 wks ),Yes
0,https://freida.ama-assn.org/program/2200512311,4,4,No,Yes,June,Yes,No,https://residency-ncal.kaiserpermanente.org/programs/obgyn/sc/,Not Available,"Anh  Nguyen
MD
Kaiser Permanente Santa Clara
Dept 384
710 Lawrence Expwy
Santa Clara, CA 95051
Tel: (408) 851-3046
Fax: (408) 851-3839
E-mail: anh.the.nguyen@kp.org","Terri D Daszko
BA
Kaiser Permanente Santa Clara
Graduate Med Education Dept 384
710 Lawrence Expwy
Santa Clara, CA 95051-5386
Tel: (408) 851-3842
Fax: (408) 851-3839
E-mail: terri.t.daszko@kp.org",2200512311,"Kaiser Permanente Santa Clara, Dept 384, 710 Lawrence Expwy, Santa Clara, CA 95051","1800 Harrison St, Oakland, CA 94612-2298","700 Lawrence Expressway, Santa Clara, CA 95051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2200500336,4,4,No,Yes,"June,July",Yes,No,https://www.dignityhealth.org/central-coast/locations/marianregional/,Not Available,"Taimur  Chaudhry
MD
Marian Regional Med Ctr
Ob/Gyn Pgm
1400 E Church St
Santa Maria, CA 93454
Tel: (805) 739-3344
Fax:
E-mail: taimur.chaudhry@dignityhealth.org","Sarah  Perry
Marian Regional Med Ctr
Ob/Gyn Pgm
1400 E Church St
Santa Maria, CA 93454
Tel: (805) 739-4068
Fax:
E-mail: sarah.perry@dignityhealth.org",2200500336,"Marian Regional Med Ctr, Ob/Gyn Pgm, 1400 E Church St, Santa Maria, CA 93454","1400 E Church St, Santa Maria, CA 93454","1325 E Church St, Santa Maria, CA 93454","525 Plaza Dr, Santa Maria, CA 93454","1911 Johnson Ave, San Luis Obispo, CA 93401","150 Tejas Pl, Nipomo, CA 93433","1722 State St, Santa Barbara, CA 93101","This program prepares you to be a knowledgeable and skilled health care provider. Through inpatient and outpatient experiences, residents will find a stimulating learning environment. With almost 3000 births, Marian has almost half the births in Santa Barbara County every year. Residents will train in all aspects of obstetrics and gynecology, gynecologic oncology, family planning, reproductive endocrinology and infertility, pelvic reconstruction and urology gynecology.","116 S Palisade Dr, Santa Maria, CA 93454",,,,,,Community-based,Marian Regional Medical Center,3,3,3,No,No,"Yes , Codes: 1690220C0",No,12/1/2020,10/29/2020 - 12/24/2020_10/1/2021 - 12/17/2021,9/1/2021,12/1/2021,Yes,49,No,No,3,No,Yes,215_215_550_550,Yes,226-235,Yes,Yes,Greater than 600,"Desired, with some exceptions",No,No,No,17,3,2,0,19,3,47.0,1.5 to 1,70,24,1.7,No,,,,,,,N/A,0,N/A,0,N/A,0,N/A,Not Available,5,NGO,15%,"$61,000.00",20,NGO,"$63,000.00",20,NGO,"$65,500.00",20,NGO,"$68,300.00",20,NGO,Yes,NGO,NGO,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,No,Yes,3,,Yes
0,https://freida.ama-assn.org/program/2200521048,4,4,No,Yes,"June,Negotiable",Yes,No,https://obgyn.stanford.edu/education/residency.html,Not Available,"Kate  Shaw
MD, MS
Stanford Univ Med Ctr
Dept of Ob/Gyn Rm HG332
300 Pasteur Dr
Stanford, CA 94305
Tel: (650) 498-7570
Fax: (650) 723-7737
E-mail: kateshaw@stanford.edu","Gloria  King
Stanford Univ Med Ctr
Dept of Ob/Gyn Rm G332
300 Pasteur Dr
Stanford, CA 94305-5317
Tel: (650) 498-7570
Fax: (650) 723-7737
E-mail: gking1@stanford.edu",2200521048,"Stanford Univ Med Ctr, Dept of Ob/Gyn Rm HG332, 300 Pasteur Dr, Stanford, CA 94305","300 Pasteur Dr, Stanford, CA 94305-4007","2500 Grant Rd, Mountainview, CA 94040","725 Welch Rd, Palo Alto, CA 94304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2200521050,4,4,No,Yes,"June,July",Yes,No,http://www.harbor-ucla.org/obgyn,Not Available,"Tajnoos  Yazdany
MD
Los Angeles County-Harbor-UCLA Med Ctr
Dept of Ob/Gyn Box 3
1000 W Carson St
Torrance, CA 90509
Tel: (424) 306-6145
Fax: (310) 782-8148
E-mail: tyazdany@dhs.lacounty.gov","Cynthia  Garrison
Los Angeles County-Harbor-UCLA Med Ctr
Dept of Ob/Gyn Box 3
1000 W Carson St
Torrance, CA 90509
Tel: (424) 306-6145
Fax: (310) 782-8148
E-mail: cgarrison2@dhs.lacounty.gov",2200521050,"Los Angeles County-Harbor-UCLA Med Ctr, Dept of Ob/Gyn Box 3, 1000 W Carson St, Torrance, CA 90509","1000 W Carson St, Torrance, CA 90509-7360","9400 Rosecrans Ave, Bellflower, CA 90706-2246","25825 S Vermont Ave, Harbor City, CA 90710",,,,"Annual resident educational retreat. $2000 bonus to all PGY1 interns remaining in LA County Harbor-UCLA program, promoting to PGY2. DEA license paid for by institution during residency training. ACLS/BLS re-certification paid for by GME.",,,,,,,Community-based university affiliated,Los Angeles County-Harbor-UCLA Medical Center,5,5,5,No,No,"Yes , Codes: 1067220C0",No,11/1/2020,11/23/2020 - 1/11/2021_11/23/2021 - 1/11/2022,10/21/2021,11/1/2021,Yes,70,No,No,3,No,Yes,200_200_500_500,Yes,226-235,Yes,Yes,501-540,Required,No,No,No,18,0,2,0,20,0,77.7,0.9 to 1,80,30,1.2,No,,90.0,0.0,10.0,90.0,10.0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),Not Available,7,30%,N/A,"$56,830.00",24,8,"$61,728.00",24,8,"$66,883.00",24,8,"$72,074.00",24,8,No,24,30,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Required,Yes,Yes,Yes,5,(2 wks ),Yes
0,https://freida.ama-assn.org/program/2200731052,4,4,No,Yes,"June,July",Yes,No,https://medschool.cuanschutz.edu/ob-gyn,Not Available,"Christine  Conageski
MD
Univ of Colorado Denver Sch of Med
Dept of Ob/Gyn B198-6
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-2052
Fax:
E-mail: christine.conageski@cuanschutz.edu","Christine  Raffaelli
Univ of Colorado Denver Sch of Med
Dept of Ob/Gyn B198-6
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-2052
Fax: (303) 724-2055
E-mail: christine.raffaelli@cuanschutz.edu",2200731052,"Univ of Colorado Denver Sch of Med, Dept of Ob/Gyn B198-6, 12631 E 17th Ave, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","12605 E 16th Ave, Aurora, CO 80045","4567 E 9th Ave, Denver, CO 80220-3941","777 Bannock St, Denver, CO 80204-4507",,,"Overall educational objectives of this program are to demonstrate resident competency on patient care, medical knowledge, practice-based learning, interpersonal and communications skills, professionalism, and systems based practice. Residency Instagram: cuobgyn",,,,,,,University-based,University of Colorado Hospital,10,9,9,No,Yes,"Yes , Codes: 1076220P0,1076220C0",No,11/1/2020,11/18/2020 - 12/16/2020_11/1/2021 - 12/17/2021,9/1/2021,10/1/2021,Yes,130,No,No,3,No,Yes,229___,No,226-235,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,Yes,Yes,80,21,9,0,89,21,68.7,2.2 to 1,60,24,1.5,No,,100.0,0.0,0.0,92.7,7.2,Every fifth night for 6 week(s),0,Two times per week for 12 week(s),0,Every sixth night for 24 week(s),0,Every sixth night for 24 week(s),Not Available,4,44%,N/A,"$58,027.00",21,NGO,"$60,285.00",21,NGO,"$62,725.00",21,NGO,"$65,756.00",21,NGO,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,No,9,(6 wks ),Yes
0,https://freida.ama-assn.org/program/2200721051,4,4,No,Yes,June,Yes,No,http://www.saintjosephdenver.org/for-medical-professionals/,Not Available,"Robin MacColl Fennimore
MD
St Joseph Hosp
Ob/Gyn Pgm #360
1960 Ogden St
Denver, CO 80218
Tel: (303) 318-3270
Fax: (303) 318-3274
E-mail: robin.fennimore@sclhealth.org","Jennifer  Libra
St Joseph Hosp
Ob/Gyn Pgm #360
1960 Ogden St
Denver, CO 80218-1191
Tel: (303) 318-3270
Fax: (303) 318-3274
E-mail: jennifer.libra@sclhealth.org",2200721051,"St Joseph Hosp, Ob/Gyn Pgm #360, 1960 Ogden St, Denver, CO 80218","1835 Franklin St, Denver, CO 80218-3798",,,,,,"Yearly oral exams given by faculty, Fall resident retreat free from duties for 24 hours, Spring Fling event in June free from duties for 24 hours, free Kaiser Healthcare for residents and their families.",,,,,,,Community-based,St Joseph Hospital Inc,5,5,5,No,No,"Yes , Codes: 1074220C0",No,11/1/2020,11/17/2020 - 1/31/2021_11/1/2021 - 1/31/2022,9/15/2021,11/1/2021,Yes,72,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,6,1,1,0,7,1,83.3,0.3 to 1,70,18,1.8,No,,83.3,0.0,16.6,98.3,1.6,Every eighth night for 30 week(s),0,Every eighth night for 30 week(s),0,Every tenth night for 45 week(s),0,Every tenth night for 45 week(s),Not Available,5,30%,0%,"$58,216.00",15,10,"$60,413.00",15,10,"$63,285.00",15,10,"$65,024.00",15,10,Yes,40,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,No,5,(5 wks ),Yes
0,https://freida.ama-assn.org/program/2200811054,4,4,No,Yes,"June,July",Yes,No,https://www.bridgeporthospital.org/medical-professionals/gme.aspx,Not Available,"Jean M Tornatore
MD
Bridgeport Hosp
Dept of Ob/Gyn
267 Grant St
Bridgeport, CT 06610
Tel:
Fax:
E-mail: jean.tornatore@bpthosp.org","Lynn-Marie  Wright
Bridgeport Hosp
Dept of Ob/Gyn
267 Grant St
Bridgeport, CT 06610
Tel: (203) 384-3990
Fax: (203) 384-3264
E-mail: lynn-marie.wright@bpthosp.org",2200811054,"Bridgeport Hosp, Dept of Ob/Gyn, 267 Grant St, Bridgeport, CT 06610","267 Grant St, Bridgeport, CT 06610-2870","20 York St, New Haven, CT 06504-3316",,,,,"Highly evidence-based curriculum in community hospital, high volume of obstetrics and gynecologic procedures. MIS fellowship. Diverse patient population. Unique rotations including first year ATU rotation and two potential elective rotations in third and fourth years.",,,,,,,Community-based university affiliated,Bridgeport Hospital,4,4,4,No,No,"Yes , Codes: 1079220C0",No,1/29/2021,11/1/2020 - 12/31/2020_11/1/2021 - 12/31/2021,8/2/2021,12/31/2021,Yes,47,No,No,3,No,Yes,198_200_400_400,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,Yes,Yes,9,1,2,4,11,5,55.5,0.6 to 1,72,24,1,No,,21.2,74.5,4.1,70.1,29.8,Two times per week for 6 month(s),0,Two times per week for 6 month(s),0,Two times per week for 6 month(s),0,Two times per week for 6 month(s),Not Available,5,10%,N/A,"$65,570.00",20,12,"$68,848.00",20,12,"$72,291.00",20,12,"$75,905.00",20,12,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,4,,Yes
