,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Participant 5,Intro,,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Program best described as,Primary teaching site,Night float system (Residents participate during first year),Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 7,,,
0,https://freida.ama-assn.org/program/4400700060,5,5,No,Yes,July,Yes,No,http://swedishhospital.com/for-professionals/general-surgery-residency,Not Available,"Emmett  McGuire
MD
Swedish Med Ctr
Ste 220
601 E Hampden Ave
Englewood, CO 80113
Tel: (303) 788-5084
Fax: (303) 847-0211
E-mail: emmett.mcguire@healthonecares.com","Regina  Brooks
BA
Swedish Med Ctr
Ste 220
601 E Hampden Ave
Englewood, CO 80113
Tel: (303) 788-5084
Fax: (303) 847-0211
E-mail: regina.brooks@healthonecares.com",4400700060,"Swedish Med Ctr, Ste 220, 601 E Hampden Ave, Englewood, CO 80113","10101 Ridgegate Pkwy, Lone Tree, CO 80124","501 E Hampden Ave, Englewood, CO 80113","1501 S Potomac St, Aurora, CO 80012","9191 Grant St, Thornton, CO 80229","10101 RidgeGate Pkwy, Lone Tree, CO 80124","101 W 8th Ave, Spokane, WA 99220-2555",,We offer audition rotations. Please contact residency coordinator for information.,,3,3,3,3,No,No,"Yes , Codes: 1997440C0",No,,-_11/11/2021 - 2/10/2022,7/1/2021,11/2/2021,Yes,3,No,No,3,Yes,Yes,230_230_525_525,Yes,226-235,Yes,Yes,501-540,Required,No,No,No,7,0,20,0,27,0,42.8,1.1 to 1,80,24,1,No,Yes,5.1,2.3,92.4,57.9,42,N/A,0,N/A,0,N/A,0,N/A,0,10,10%,15%,"$55,543.00",20,Not Available,"$57,251.00",20,Not Available,"$59,686.00",20,Not Available,"$61,930.00",20,Not Available,No,20,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Not available,No,No,No,Community-based,HCA HealthOne Swedish Medical Center,,,,,,,,3,N/A,Not Available,"$64,921.00",20,Not Available,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4400700059,5,5,No,Yes,June,Yes,No,https://www.centura.org/Education-and-Training/Residencies-and-Internships/,Not Available,"Richard  Lovato
MD
St Anthony Hosp
Trauma Service/General Surgery Pgm
11600 W 2nd Pl
Lakewood, CO 80028
Tel: (720) 321-8470
Fax: (720) 321-0601
E-mail: elizabethpascavis@centura.org","Elizabeth R Pascavis
St Anthony Hosp
Trauma Service/General Surgery Pgm
11600 W 2nd Pl
Lakewood, CO 80228
Tel: (720) 321-1708
Fax:
E-mail: elizabethpascavis@centura.org",4400700059,"St Anthony Hosp, Trauma Service/General Surgery Pgm, 11600 W 2nd Pl, Lakewood, CO 80028","1750 Independence Ave, Kansas City, MO 64106","4231 W 16th Ave, Denver, CO 80204","13123 E 16th Ave, Aurora, CO 80045","2525 S Downing St, Denver, CO 80210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4400700061,5,5,No,Yes,July,Yes,No,https://healthonecares.com/locations/sky-ridge/graduate-medical-education/,General Surgery Residency SRMC,"John  Weaver
MD
Sky Ridge Med Ctr
Ste 200
10099 RidgeGate Pkwy
Lone Tree, CO 80124
Tel: (303) 263-8791
Fax:
E-mail: john.weaver@healthonecares.com","Jackie  Lentell
Sky Ridge Med Ctr
Ste 200
10099 RidgeGate Pkwy
Lone Tree, CO 80124
Tel: (303) 263-8791
Fax:
E-mail: jackie.lentell@healthonecares.com",4400700061,"Sky Ridge Med Ctr, Ste 200, 10099 RidgeGate Pkwy, Lone Tree, CO 80124","10101 Ridgegate Pkwy, Lone Tree, CO 80124","10101 RidgeGate Pkwy, Lone Tree, CO 80124","2350 Meadows Blvd, Castle Rock, CO 80109","9395 Crown Crest Blvd, Parker, CO 80138","4567 E 9th Ave, Denver, CO 80220-3941","501 E Hampden Ave, Englewood, CO 80113","2525 S Downing St, Denver, CO 80210",,,3,3,3,3,No,No,"Yes , Codes: 1997440C1",No,10/21/2020,10/26/2020 - 1/29/2021_10/1/2021 - 1/20/2022,9/1/2021,9/15/2021,Yes,20,No,No,3,Yes,No,___,No,No Answer,No,No,No Answer,"Desired, with some exceptions",No,No,No,16,0,12,0,28,0,18.7,1.4 to 1,70,24,1,No,,,,,,,Every third night for 4 month(s),NGO,Every third night for 4 month(s),NGO,Every third night for 4 month(s),NGO,Every third night for 3 month(s),NGO,4,NGO,N/A,"$54,237.00",10,10,"$55,945.00",10,10,"$58,380.00",10,10,"$60,642.00",10,10,No,Not Available,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Not available,Yes,No,No,Community-based,HCA HealthOne Sky Ridge Medical Center,Yes,"7700 S Broadway, Littleton, CO 80122","1501 S Potomac St, Aurora, CO 80012","2316 E Meyer Blvd, Kansas City, MO 64132-1136","9191 Grant St, Thornton, CO 80229","101 W 8th Ave, Spokane, WA 99220-2555","201 14th St SW, Largo, FL 33770",3,Every third night for 3 month(s),NGO,"$63,615.00",10,10,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4400813428,5,5,No,Yes,July,Yes,No,http://www.danburyhospital.org/,Not Available,"Royd  Fukumoto
MD
Danbury Hosp
Surgery Pgm
24 Hospital Ave
Danbury, CT 06810
Tel: (203) 739-6013
Fax: (203) 739-8657
E-mail: royd.fukumoto@nuvancehealth.org","Meryl  Glasser
Danbury Hosp
4 South
24 Hospital Ave
Danbury, CT 06810
Tel: (203) 739-6013
Fax: (203) 739-8657
E-mail: meryl.glasser@nuvancehealth.org",4400813428,"Danbury Hosp, Surgery Pgm, 24 Hospital Ave, Danbury, CT 06810","24 Hospital Ave, Danbury, CT 06810-0729","111 Colchester Ave, Burlington, VT 05401",,,,,,"Danbury Hospital is a tertiary referral center within the Nuvance Health network. The Connecticut based hospitals in the network, including Danbury Hospital, collectively serve as a branch campus to the University of Vermont. We currently teach medical students from The University of Vermont, Ross University, and The American University of the Caribbean. Our Residency Program in General Surgery is ACGME approved for 4 residents per year, along with 3 non-designated preliminary interns.",,7,4,4,4,No,Yes,"Yes , Codes: 1081440P0,1081440C0",No,12/1/2020,11/1/2020 - 12/30/2020_11/1/2021 - 12/30/2021,9/15/2021,12/1/2021,Yes,100,No,No,3,No,Yes,210_210_500_500,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,Yes,No,18,0,1,0,19,0,22.2,0.6 to 1,75,24,1.5,No,,46.3,31.4,22.2,33.3,66.6,Every fourth night for 4 week(s),0,Every fourth night for 8 week(s),0,Every fourth night for 4 week(s),0,Every seventh night for 52 week(s),0,5,7%,N/A,"$63,560.00",20,12,"$65,847.00",20,12,"$68,289.00",20,12,"$71,754.00",20,12,Yes,NGO,NGO,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Optional,Yes,Yes,No,Community-based university affiliated,Danbury Hospital,Yes,,,,,,,4,Every seventh night for 52 week(s),Not Available,"$75,690.00",20,12,4,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4400821390,5,5,No,Yes,July,Yes,No,http://gme.uchc.edu/programs/sponsored.html,Not Available,"Brian D Shames
MD
Univ of Connecticut Health Ctr
Dept of Surgery
263 Farmington Ave
Farmington, CT 06030-8073
Tel: (860) 679-3467
Fax: (860) 679-1460
E-mail: shames@uchc.edu","Janice A Hutchison
Univ of Connecticut Health Ctr
Dept of Surgery
263 Farmington Ave
Farmington, CT 06030-8073
Tel: (860) 679-3467
Fax: (860) 679-1460
E-mail: hutchison@uchc.edu",4400821390,"Univ of Connecticut Health Ctr, Dept of Surgery, 263 Farmington Ave, Farmington, CT 06030-8073","263 Farmington Ave, Farmington, CT 06030-1925","80 Seymour St, Hartford, CT 06102","100 Grand St, New Britain, CT 06050-0100","282 Washington St, Hartford, CT 06106-3316","114 Woodland St, Hartford, CT 06105-9317","263 Farmington Ave, Farmington, CT 06030-3802",,,,12,10,6,6,No,Yes,"Yes , Codes: 1094440C0,1094440P0",No,12/1/2020,11/6/2020 - 1/15/2021_11/5/2021 - 1/14/2022,9/1/2021,12/1/2021,Yes,100,No,No,3,No,Yes,225_220__,Yes,226-235,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,No,No,15,0,0,0,15,0,33.3,0.3 to 1,80,24,1,No,No,70.3,24.8,4.8,45.8,54.1,Every fourth night for 12 month(s),0,Every fourth night for 4 month(s),4,Every fourth night for 2 month(s),8,Every fourth night for 4 month(s),0,7,20%,10%,"$60,490.00",15,15,"$62,200.00",15,15,"$64,600.00",15,15,"$67,900.00",15,15,Yes,180,Not Available,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Optional,No,No,Yes,University-based,Hartford Hospital,,,,,,,,6,Every fourth night for 12 month(s),8,"$70,180.00",15,15,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4400821064,5,5,No,Yes,"June,July,August,January",Yes,No,http://www.yalesurgery.med.yale.edu,Not Available,"Peter S Yoo
MD
Yale-New Haven Med Ctr
Dept of Surgery FMB 107
20 York St
New Haven, CT 06520
Tel: (203) 785-5273
Fax:
E-mail: peter.yoo@yale.edu","Ania  Shea
BS
Yale-New Haven Med Ctr
Dept of Surgery FMB 107
330 Cedar St
New Haven, CT 06520-8062
Tel: (203) 785-7890
Fax: (203) 737-5209
E-mail: ania.shea@yale.edu",4400821064,"Yale-New Haven Med Ctr, Dept of Surgery FMB 107, 20 York St, New Haven, CT 06520","20 York St, New Haven, CT 06504-3316","950 Campbell Ave, West Haven, CT 06516-2700","267 Grant St, Bridgeport, CT 06610-2870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4400821364,5,5,No,Yes,July,Yes,No,http://www.stamfordhospital.org/,Not Available,"Kevin  Dwyer
MD
Stamford Hosp
Dept of Surgery
1 Hospital Plaza
Stamford, CT 06904
Tel: (203) 276-7467
Fax: (203) 276-7020
E-mail: kdwyer@stamhealth.org","Vanessa  Dyson
Stamford Hosp
Dept of Surgery
1 Hospital Plaza
Stamford, CT 06904
Tel: (203) 276-7467
Fax: (203) 276-7020
E-mail: vdyson@stamhealth.org",4400821364,"Stamford Hosp, Dept of Surgery, 1 Hospital Plaza, Stamford, CT 06904","1 Hospital Plaza, Stamford, CT 06902","267 Grant St, Bridgeport, CT 06610-2870","282 Washington St, Hartford, CT 06106-3316","622 W 168th St, New York, NY 10032",,,,"Direct access to faculty to develop strong mentoring relationships.100% fellowship acceptance. No competing surgical fellows.Outside rotations in burn, pediatrics, transplant and shock trauma. ACLS,ATLS,ATOM courses provided. Support for Board review course.Fundamentals of surgical curriculum for new interns.FLS/FES training/prep for testing.Surgical simulation lab, and monthly journal club. Full library access to Columbia. Research department,Annual Research Day. Elective rotations in 4th year.",,5,3,3,3,No,Yes,"Yes , Codes: 1095440P0,1095440C0",No,1/8/2021,11/5/2020 - 1/22/2021_11/5/2021 - 1/13/2022,9/1/2020,1/7/2022,No,80,No,No,3,No,Yes,210_210_550_550,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",No,No,No,14,0,0,0,14,0,28.5,0.8 to 1,70,26,1,No,No,62.7,37.2,0,49,50.9,Every fifth night for 12 month(s),0,Every fifth night for 12 month(s),0,Every fifth night for 12 month(s),0,Every fifth night for 12 month(s),0,5,10%,5%,Not Available,21,6,Not Available,21,6,Not Available,21,6,Not Available,21,6,Yes,NGO,NGO,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Optional,Yes,Yes,Yes,Community-based university affiliated,Stamford Hospital,,,,,,,,3,Every fifth night for 12 month(s),Not Available,Not Available,21,6,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4400811066,5,5,No,Yes,"June,July",Yes,No,http://www.waterburysurgery.org,Not Available,"Scott H Kurtzman
MD, MS
Waterbury Hosp
Surgery Pgm
64 Robbins St
Waterbury, CT 06708
Tel: (203) 573-7257
Fax: (203) 573-6073
E-mail: scott.kurtzman@wtbyhosp.org","Deborah L Cipriano
Waterbury Hosp
General Surgery Pgm
64 Robbins St
Waterbury, CT 06708
Tel: (203) 573-7256
Fax: (203) 573-6073
E-mail: deborah.cipriano@wtbyhosp.org",4400811066,"Waterbury Hosp, Surgery Pgm, 64 Robbins St, Waterbury, CT 06708","275 Mt Carmel Ave, Handen, CT 06518","64 Robbins St, Waterbury, CT 06721-1499","80 Seymour St, Hartford, CT 06102","282 Washington St, Hartford, CT 06106-3316","1275 York Ave, New York, NY 10021",,,"Our community-based program is personalized. Our faculty and residents co-exist in a friendly, collegial atmosphere. We are dedicated to creating an educational environment that is personally enriching and clinically rewarding. Our goal is to provide the best surgical care possible while preparing you for a career in the private practice of general surgery or for further training in a surgical specialty.",,4,2,2,2,No,Yes,"Yes , Codes: 1097440P0,1097440C0",No,12/18/2020,11/12/2020 - 1/28/2021_11/4/2021 - 1/20/2022,10/1/2021,12/17/2021,Yes,75,No,No,3,No,Yes,220_220_500_500,Yes,226-235,Yes,Yes,541-600,Required,Yes,No,No,7,0,0,0,7,0,14.2,0.5 to 1,63,24,1.5,No,No,0,94.4,5.5,11.1,88.8,Every third night for 1 month(s),0,Every third night for 1 month(s),0,Every third night for 1 month(s),0,Every third night for 1 month(s),0,5,10%,5%,"$69,209.00",15,NGO,"$72,670.00",20,NGO,"$76,303.00",20,NGO,"$80,118.00",20,NGO,No,NGO,NGO,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Not available,Yes,Yes,No,Community-based university affiliated,Waterbury Hospital,,,,,,,,2,Other for 1 month(s),26,"$84,129.00",20,NGO,,,,,,,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.",,,,,,,,,,
0,https://freida.ama-assn.org/program/4400831065,5,6,No,Yes,June,Yes,No,,Not Available,"John A Palesty
MD
St Mary's Hosp
Dept of Surgery
56 Franklin St
Waterbury, CT 06706
Tel:
Fax:
E-mail: joan.cristiano@trinityhealthofne.org","Joan A Cristiano
St Mary's Hosp
Dept of Surgery
56 Franklin St
Waterbury, CT 06706
Tel: (203) 709-6479
Fax: (203) 709-6089
E-mail: joan.cristiano@trinityhealthofne.org",4400831065,"St Mary's Hosp, Dept of Surgery, 56 Franklin St, Waterbury, CT 06706","56 Franklin St, Waterbury, CT 06706","80 Seymour St, Hartford, CT 06102","267 Grant St, Bridgeport, CT 06610-2870","282 Washington St, Hartford, CT 06106-3316","1275 York Ave, New York, NY 10021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401000072,5,5,No,Yes,"June,July",Yes,No,http://medstarhealth.org/surgery,Not Available,"Patrick G Jackson
MD
MedStar Georgetown Univ Hosp
Gorman 2057
3800 Reservoir Rd NW
Washington, DC 20007
Tel: (202) 444-4954
Fax:
E-mail: mguhsurgicaleducation@gunet.georgetown.edu","William D Norris
MedStar Georgetown Univ Hosp
Gorman 2057
3800 Reservoir Rd NW
Washington, DC 20007
Tel:
Fax:
E-mail: mguhsurgicaleducation@gunet.georgetown.edu",4401000072,"MedStar Georgetown Univ Hosp, Gorman 2057, 3800 Reservoir Rd NW, Washington, DC 20007","10980 Grantchester Way, Columbia, MD 21044","110 Irving St NW, Washington, DC 20010","111 Michigan Ave NW, Washington, DC 20010","3800 Reservoir Rd NW, Washington, DC 20007","1801 Prince Philip Dr, Olney, MD 20832","1701 N George Mason Dr, Arlington, VA 22205-3698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401021069,5,6,No,Yes,July,Yes,No,http://smhs.gwu.edu/surgery/,Not Available,"Khashayar  Vaziri
MD
George Washington Univ Med Ctr
Dept of Surgery Ste 6B
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-3157
Fax: (202) 741-3285
E-mail: kvaziri@mfa.gwu.edu","Robert  Pakan
George Washington Univ Med Ctr
Dept of Surgery Ste 6B
2150 Pennsylvania Ave NW
Washington, DC 20037
Tel: (202) 741-3157
Fax: (202) 741-3285
E-mail: rpakan@mfa.gwu.edu",4401021069,"George Washington Univ Med Ctr, Dept of Surgery Ste 6B, 2150 Pennsylvania Ave NW, Washington, DC 20037","2300 Eye St NW, Washington, DC 20037-4799","900 23rd St NW, Washington, DC 20037","50 Irving St NW, Washington, DC 20422-0269","111 Michigan Ave NW, Washington, DC 20010","1500 Forest Glen Rd, Silver Spring, MD 20910-1484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4401021070,5,5,Yes,Yes,"June,July",Yes,No,,Not Available,"Lori L Wilson
MD
Howard Univ Hosp
Dept of Surgery Rm 4-B17
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-1446
Fax: (202) 865-6728
E-mail: lori.wilson@howard.edu","Stephanie  Douglas
Howard Univ Hosp
Dept of Surgery Rm 4-B17
2041 Georgia Ave NW
Washington, DC 20060
Tel: (202) 865-1642
Fax: (202) 865-6728
E-mail: stdouglas@huhosp.org",4401021070,"Howard Univ Hosp, Dept of Surgery Rm 4-B17, 2041 Georgia Ave NW, Washington, DC 20060","2041 Georgia Ave NW, Washington, DC 20060-6000","1150 Varnum St NE, Washington, DC 20017","111 Michigan Ave NW, Washington, DC 20010","3001 Hospital Dr, Cheverly, MD 20785","600 N Wolfe St, Baltimore, MD 21287-1629","7600 Carroll Ave, Tacoma Park, MD 20912","5401 Old Court Rd, Randallstown, MD 21133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3300 Gallows Rd, Falls Church, VA 22042-3300",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4400900001,5,5,No,Yes,July,No,No,,Not Available,"Bradford K Mitchell
MD
Bayhealth Med Ctr
Surgery Pgm
640 S State St
Dover, DE 19901
Tel: (304) 685-6100
Fax:
E-mail: surgeryresidency@bayhealth.org","Katherine  Burklew
MHA
Bayhealth Med Ctr
Surgery Pgm
640 S State St
Dover, DE 19901
Tel: (302) 310-8084
Fax:
E-mail: katherine_burklew@bayhealth.org",4400900001,"Bayhealth Med Ctr, Surgery Pgm, 640 S State St, Dover, DE 19901","640 S State St, Dover, DE 19901","100 Wellness Way, Milford, DE 19963","1600 Rockland Rd, Wilmington, DE 19899-0269","1 Medical Center Blvd, Upland, PA 19013-3995","111 S 11th St, Philadelphia, PA 19107-5096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
