,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Participant 3,Participant 4,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,Participant 5,,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Yes
0,https://freida.ama-assn.org/program/3802666132,2,2,No,Yes,July,No,No,http://www.mayo.edu/msgme/,Not Available,"Robert  Haddon
MD, MS
Mayo Clinic Rochester
Aerospace Medicine Pgm
200 First St SW
Rochester, MN 55905
Tel: (507) 284-9966
Fax: (507) 284-4251
E-mail: haddon.robert@mayo.edu","Mary  Rahman
Mayo Clinic
Aerospace Medicine Pgm
200 First St SW
Rochester, MN 55905
Tel: (507) 284-9966
Fax: (507) 284-4251
E-mail: rahman.mary@mayo.edu",3802666132,"Mayo Clinic Rochester, Aerospace Medicine Pgm, 200 First St SW, Rochester, MN 55905","200 First St SW, Rochester, MN 55905","200 First St SW, Rochester, MN 55905","420 Delaware St SE, Minneapolis, MN 55455-0381","3980 Campus Rd, Grand Forks, ND 58202","The program prepares physicians for leadership roles in academic/clinical preventive medicine, health-care management, clinical epidemiology, and public health at federal/state/local level. Year one is in graduate school obtaining MPH.",University-based,Mayo Clinic (Rochester),"2601 Louis Bauer Dr, Brooks City-Base, TX 78235-5130",,1,1,,,,"Yes  , 3 year(s)",No,No,No,1/31/2021,2/1/2021 - 3/31/2021_2/1/2022 - 3/31/2022,2/1/2021,1/28/2022,No,1,No,No,3,No,Yes,192_209__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,No,No,No,13,3,0,0,13,3,30.7,6.5 to 1,40,8,2,Yes,,0,50,50,50,50,N/A,0,N/A,Not Available,,,,,,,NGO,25%,N/A,,,,,,,,,,"$64,728.00",15,90,"$67,521.00",15,90,No answer,84,NGO,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Required,Yes,Yes,Yes,No,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3802677079,2,2,No,Yes,July,Yes,No,https://mnoccmedresidency.com/,Not Available,"Ralph S Bovard
MD, MPH
HealthPartners St Paul Clinic
Occupational Medicine Pgm
205 S Wabasha St
St Paul, MN 55107
Tel: (651) 293-8269
Fax: (651) 293-8195
E-mail: ralph.s.bovard@healthpartners.com","Paula  Geiger
HealthPartners St Paul Clinic
Occupational Medicine Pgm
205 S Wabasha St
St Paul, MN 55107
Tel: (651) 293-8269
Fax: (651) 293-8195
E-mail: paula.a.geiger@healthpartners.com",3802677079,"HealthPartners St Paul Clinic, Occupational Medicine Pgm, 205 S Wabasha St, St Paul, MN 55107","640 Jackson St, St Paul, MN 55101-2595","205 S Wabasha, St Paul, MN 55107","640 Jackson St, St Paul, MN 55101-2595","420 Delaware St SE, Minneapolis, MN 55455-0381","Comprehensive program based at HealthPartners, the largest patient owned non-profit health care group in the US, and affiliated with University of Minnesota School of Public Health. Program strengths include emphasis on clinical diagnosis/treatment and occupational/environmental toxicology. Corporate medical rotations include Minnesota OSHA,3M, St Paul Ramsey County Public Health, Minneapolis VA Med Ctr and Regions Hospital Employee Health & Wellness.",Community-based university affiliated,HealthPartners St Paul Clinic,"555 Cedar St, St Paul, MN 55101",,4,4,,,,"Yes  , 1 year(s)",No,No,No,12/1/2020,10/23/2020 - 12/18/2020_10/11/2021 - 12/10/2021,6/1/2021,12/3/2021,Yes,5,No,No,3,No,Yes,188_196_450_450,Yes,Below 210,Yes,Yes,Below 450,"Desired, with some exceptions",No,No,No,7,0,0,0,7,0,28.5,0.8 to 1,50,12,2,Yes,,58.3,16.6,25,16.6,83.3,N/A,0,N/A,Not Available,,,,,,,7,NGO,40%,,,,"$60,927.00",15,5,"$62,886.00",15,5,,,,,,,Yes,20,40,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Required,Yes,Yes,Yes,No,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3802877103,2,2,Yes,Yes,July,No,No,,Not Available,"Bradley A Evanoff
MD, MPH
Washington Univ/B-JH/SLCH Consortium
CB 8005
660 S Euclid Ave
St Louis, MO 63110
Tel: (314) 454-8638
Fax: (314) 721-5056
E-mail: bevanoff@wustl.edu","Joelynn N D Muwanga
Washington Univ St Louis
Preventive Medicine Pgm
1 Brookings Dr
St Louis, MO 63130
Tel: (314) 935-7582
Fax:
E-mail: j.n.muwanga@wustl.edu",3802877103,"Washington Univ/B-JH/SLCH Consortium, CB 8005, 660 S Euclid Ave, St Louis, MO 63110", Person to contact for more information about the program: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3802788001,3,3,No,No,July,Yes,No,https://www.umc.edu/prevmed/,Not Available,"Joshua R Mann
MD, MPH
Univ of Mississippi Med Ctr
Dept of Preventive Medicine
2500 N State St
Jackson, MS 39216
Tel: (601) 815-8969
Fax: (601) 815-8989
E-mail: jmann4@umc.edu","DeShundra M Barnes
MHS
Univ of Mississippi Med Ctr
Dept of Preventive Medicine
2500 N State St
Jackson, MS 39216
Tel: (601) 984-2828
Fax: (601) 815-8989
E-mail: dmbarnes2@umc.edu",3802788001,"Univ of Mississippi Med Ctr, Dept of Preventive Medicine, 2500 N State St, Jackson, MS 39216","2500 N State St, Jackson, MS 39216-4505","2500 N State St, Jackson, MS 39216-4505","805 E River Pl, Jackson, MS 39202","1500 E Woodrow Wilson Dr, Jackson, MS 39216-5199","Our goal is to equip residents with the skills and knowledge needed to practice preventive medicine at the individual and population levels. Our program is both innovative and comprehensive focusing on clinic-based preventive medicine including lifestyle counseling, public health practice and population-based medicine. In addition, through the Master of Science in Clinical Investigation or Population Health degrees, residents will gain the skills needed to perform translational research.",University-based,University of Mississippi Medical Center,"570 E Woodrow Wilson Dr, Jackson, MS 39216","3502 W Northside Dr, Jackson, MS 39213",2,4,4,,,"Yes  , 1 year(s)",Yes,No,No,1/31/2021,10/1/2020 - 2/19/2021_10/1/2020 - 2/19/2021,9/1/2020,1/31/2021,Yes,4,No,No,3,No,Yes,200_210_400_400,Yes,Greater than 245,Yes,Yes,No Answer,"Desired, with some exceptions",No,No,No,1,6,1,1,2,7,0,0.1 to 1,45,10,2,Yes,,,,,,,N/A,0,N/A,0,N/A,Not Available,,,,,16,10%,10%,,,,"$51,797.00",18,11,"$53,470.00",18,11,,,,,,,No,NGO,NGO,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,"Available, Not Paid By Institution","Available, Not Paid By Institution",Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Required,Yes,Yes,Yes,No,"415 S 28th Ave, Hattiesburg, MS 39401",(4 wks ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803621026,2,2,No,Yes,"July,Negotiable",Yes,No,https://www.med.unc.edu/fammed/education/prevmed/,Preventive Medicine at UNC Recruitment Video,"Marcia  Morgenlander
MD
Univ of North Carolina Hosps
CB#7595
590 Manning Dr
Chapel Hill, NC 27599-7420
Tel:
Fax: (919) 966-6125
E-mail: adharvey@email.unc.edu","Amanda  Harvey
MA
Univ of North Carolina Hosps
CB#7595
590 Manning Dr
Chapel Hill, NC 27599
Tel: (984) 974-4881
Fax: (919) 966-6125
E-mail: adharvey@email.unc.edu",3803621026,"Univ of North Carolina Hosps, CB#7595, 590 Manning Dr, Chapel Hill, NC 27599-7420","101 Manning Dr, Chapel Hill, NC 27514","CB 7000-125 MacNider Bldg, Chapel Hill, NC 27599",,,Visit our website for extensive information on our program: https://www.med.unc.edu/fammed/education/prevmed/program/,University-based,University of North Carolina Hospitals,,,10,10,,,,"Yes  , 1 year(s)",No,No,No,10/30/2020,10/26/2020 - 1/20/2021_10/25/2021 - 1/12/2022,10/1/2021,11/1/2021,Yes,17,No,Yes,3,No,Yes,194_210__,Yes,226-235,No,No,501-540,Not required,Yes,No,No,0,0,3,0,3,0,,0.0 to 1,45,16,2,Yes,,83,8.4,8.4,49.1,50.8,N/A,NGO,N/A,NGO,,,,,,,2,15%,7%,,,,"$54,662.00",15,NGO,"$56,618.00",15,NGO,,,,,,,Yes,15,60,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Required,Yes,Yes,No,No,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803677084,2,2,No,Yes,"July,August,January",Yes,No,https://fmch.duke.edu/division-occupational-environmental-medicine,Not Available,"Dennis J Darcey
MD, MPH
Duke Univ Med Ctr
Div of Occupational & Environmental Med
Box 3834
Durham, NC 27710
Tel: (919) 684-3591
Fax: (919) 286-1021
E-mail: dennis.darcey@duke.edu","Dennis J Darcey
MD, MPH
Duke Univ Med Ctr
Div of Occupational & Environmental Med
Box 3834
Durham, NC 27710
Tel: (919) 684-3591
Fax: (919) 286-1021
E-mail: dennis.darcey@duke.edu",3803677084,"Duke Univ Med Ctr, Div of Occupational & Environmental Med, Box 3834, Durham, NC 27710","2301 Erwin Rd, Durham, NC 27710","CB# 7400, Chapel Hill, NC 27599-7400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803213126,2,2,No,No,"July,August",No,No,http://one.hitchcock.org/intranet/departments/lpm_residency,Not Available,"Alicia  Zbehlik
MD, MPH
Dartmouth-Hitchcock Med Ctr
WTRB TDI 5th Fl
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 653-0809
Fax:
E-mail: dhlpmr@hitchcock.org","Meghan M Waldner
BS
Dartmouth-Hitchcock Med Ctr
WTRB TDI 5th Fl
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 653-0809
Fax:
E-mail: meghan.m.waldner@hitchcock.org",3803213126,"Dartmouth-Hitchcock Med Ctr, WTRB TDI 5th Fl, 1 Medical Center Dr, Lebanon, NH 03756","1 Medical Center Dr, Lebanon, NH 03756-0001","250 Pleasant St, Concord, NH 03301",,,"This unique program, offered in conjunction with DHMC residency and fellowship programs, provides residents the opportunity to gain further knowledge and skills in the leadership of change and improvement in population health and systems of care.",University-based,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital,,,20,20,,,,"Yes  , 3 year(s)",No,No,No,,-_-,,,Yes,7,No,No,3,No,Yes,200__400_400,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,Yes,0,0,11,1,11,1,,0.1 to 1,40,24,2,Yes,,45.5,36.3,18.1,57.1,42.8,Negotiable for 12 month(s),NGO,Negotiable for 12 month(s),NGO,,,,,,,4,NGO,5%,,,,,,,,,,"$63,294.00",15,90,"$66,234.00",15,90,No answer,90,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Not available,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803312134,2,2,No,Yes,"July,Negotiable",Yes,No,http://njms.rutgers.edu/departments/preventive_medicine/residency/index.cfm,Not Available,"Pauline  Thomas
MD
Rutgers New Jersey Med Sch
MSB I 506
185 S Orange Ave
Newark, NJ 07103
Tel: (973) 972-9384
Fax:
E-mail: pauline.thomas@rutgers.edu","Lisa  Wade
MA
Rutgers New Jersey Med Sch
MSB I 506
185 S Orange Ave
Newark, NJ 07103
Tel: (973) 972-7837
Fax:
E-mail: wadeli@njms.rutgers.edu",3803312134,"Rutgers New Jersey Med Sch, MSB I 506, 185 S Orange Ave, Newark, NJ 07103","65 Bergen St, Newark, NJ 07103","385 Tremont Ave, East Orange, NJ 07018","150 Bergen St, Newark, NJ 07103","50 E State St, Trenton, NJ 08625-0363",,,,"110 William St, Newark, NJ 07102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803377081,2,2,No,Yes,"June,July,August,January,Negotiable",Yes,No,http://eohsi.rutgers.edu/graduate-programs/residency-and-fellowship-program,Not Available,"Michael E Pratt
MD, MPH
Rutgers Robert Wood Johnson Med Sch
Environ/Occup Med EOHSI Bldg
170 Frelinghuysen Rd
Piscataway, NJ 08854
Tel: (848) 445-6048
Fax: (732) 445-0130
E-mail: pratt@eohsi.rutgers.edu","Tina  Cirillo
Rutgers Robert Wood Johnson Med Sch
Environ/Occup Med EOHSI Bldg
170 Frelinghuysen Rd
Piscataway, NJ 08854
Tel: (848) 445-6093
Fax: (732) 445-0130
E-mail: tcirillo@eohsi.rutgers.edu",3803377081,"Rutgers Robert Wood Johnson Med Sch, Environ/Occup Med EOHSI Bldg, 170 Frelinghuysen Rd, Piscataway, NJ 08854","65 Bergen St, Newark, NJ 07103","125 Paterson St, New Brunswick, NJ 08903","385 Tremont Ave, East Orange, NJ 07018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803413133,2,2,Yes,Yes,July,Yes,No,http://medicine.unm.edu/education/preventive-residency/index.html,Not Available,"Denece Odland Kesler
MD, MPH
Univ of New Mexico Health Science Ctr
MSC10-5550
1 Univ of New Mexico
Albuquerque, NM 87131
Tel: (505) 272-1443
Fax: (505) 272-5958
E-mail: hsc-pmresidency@salud.unm.edu","Raquel  Trujillo
Univ of New Mexico Health Science Ctr
MSC10-5550
1 Univ of New Mexico
Albuquerque, NM 87131-0001
Tel: (505) 272-1443
Fax: (505) 272-5958
E-mail: ratrujillo@salud.unm.edu",3803413133,"Univ of New Mexico Health Science Ctr, MSC10-5550, 1 Univ of New Mexico, Albuquerque, NM 87131","1 University Blvd, Albuquerque, NM 87131-5156","2211 Lomas Blvd NE, Albuquerque, NM 87106-2745","605 Letrado St, Santa Fe, NM 87505","10400 Academy Rd NE, Albuquerque, NM 87111","There is a significant degree of flexibility in experiential activities at UNM, with community partners, and at the NM Department of Health. The provided MPH degree builds a solid foundation that compliments the practicum activities. Residents could choose to focus on occupational or addiction medicine curriculum, but all will receive a solid education in public health and general preventive medicine. Residents engage with the diverse NM populations to benefit these communities.",University-based,University of New Mexico School of Medicine,"5608 Zuni Rd SE, Albuquerque, NM 87108",,4,4,,,,"Yes  , 1 year(s)",No,No,No,2/26/2021,10/30/2020 - 4/20/2021_10/6/2021 - 5/1/2022,9/15/2021,4/25/2022,Yes,18,No,Yes,2,No,Yes,190_190__,Yes,Below 210,No,No,No Answer,"Desired, with some exceptions",Yes,No,No,5,3,1,1,6,4,60,0.6 to 1,50,8,2,Yes,,59.2,40.7,0,60.4,39.5,N/A,0,N/A,Not Available,,,,,,,4,10%,30%,,,,"$55,646.00",15,15,"$57,671.00",15,15,,,,,,,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Within 30 days of starting program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Required,Yes,Yes,No,No,,NGO (wks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803188002,2,2,No,Yes,July,Yes,No,https://www.southernnevadahealthdistrict.org/,Not Available,"Cortland  Lohff
MD, MPH
Southern Nevada Health District
PO Box 3902
280 S Decatur Blvd
Las Vegas, NV 89127
Tel: (702) 759-1695
Fax:
E-mail: lohff@snhd.org","Cortland  Lohff
MD, MPH
Southern Nevada Health District
PO Box 3902
280 S Decatur Blvd
Las Vegas, NV 89127
Tel: (702) 759-1695
Fax:
E-mail: lohff@snhd.org",3803188002,"Southern Nevada Health District, PO Box 3902, 280 S Decatur Blvd, Las Vegas, NV 89127","520 E Lake Mead Pkwy, Henderson, NV 89015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803500128,2,2,No,No,July,No,No,http://www.montefiore.org/family-social-medicine,Not Available,"Laura  Korin
MD, MPH
Albert Einstein Coll of Med
Block 4th Fl
1300 Morris Park Ave
Bronx, NY 10461
Tel:
Fax:
E-mail: lkorin@montefiore.org","Laura  Korin
MD, MPH
Albert Einstein Coll of Med
Block 4th Fl
1300 Morris Park Ave
Bronx, NY 10461
Tel:
Fax:
E-mail: lkorin@montefiore.org",3803500128,"Albert Einstein Coll of Med, Block 4th Fl, 1300 Morris Park Ave, Bronx, NY 10461", Person to contact for more information about the program: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803521045,2,2,No,No,"June,July",Yes,No,,Not Available,"Roberto O Diaz Del Carpio
MD, MPH
Erie County Med Ctr
Preventive Medicine Pgm
462 Grider St
Buffalo, NY 14215
Tel: (716) 829-2975
Fax: (716) 829-2979
E-mail: rod2@buffalo.edu","Roberto O Diaz Del Carpio
MD, MPH
Erie County Med Ctr
Preventive Medicine Pgm
462 Grider St
Buffalo, NY 14215
Tel: (716) 829-2975
Fax: (716) 829-2979
E-mail: rod2@buffalo.edu",3803521045,"Erie County Med Ctr, Preventive Medicine Pgm, 462 Grider St, Buffalo, NY 14215","3435 Main St, Buffalo, NY 14214","100 High St, Buffalo, NY 14203","3435 Main St, Buffalo, NY 14214","3435 Main St, Buffalo, NY 14213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3803588104,2,2,No,Yes,"July,Negotiable",Yes,No,http://www1.nyc.gov/site/doh/about/employment/residency-program.page,Not Available,"Anita  Geevarughese
MD, MPH
New York City Dept of Health and Mental
7th Fl CN-65
42-09 28th St
Long Island, NY 11101
Tel:
Fax: (347) 396-2891
E-mail: healthrp@health.nyc.gov","Residency  Program
New York City Dept of Health and Mental
7th Fl CN-65
42-09 28th St
Long Island, NY 11101
Tel:
Fax:
E-mail: healthrp@health.nyc.gov",3803588104,"New York City Dept of Health and Mental, 7th Fl CN-65, 42-09 28th St, Long Island, NY 11101","42-09 28th St, Long Island City, NY 11101","695 Park Ave, New York, NY 10065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
