,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,Participant 4,,Yes,Night float system,No,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 11,Participant 12,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6
0,https://freida.ama-assn.org/program/2603831176,University-based,University Medical Center (Toledo),5,5,No,Yes,July,Yes,No,http://www.utoledo.edu/med/depts/ortho/residency/,Not Available,"Nabil A Ebraheim
MD
Univ of Toledo Med Ctr
MS 1094
3065 Arlington Ave
Toledo, OH 43614
Tel: (419) 383-4020
Fax: (419) 383-3526
E-mail: nabil.ebraheim@utoledo.edu","Kelly  Kovacs
BBA
Univ of Toledo Med Ctr
MS 1094
3000 Arlington Ave
Toledo, OH 43614
Tel: (419) 383-6236
Fax: (419) 383-3526
E-mail: kelly.kovacs@utoledo.edu",2603831176,"Univ of Toledo Med Ctr, MS 1094, 3065 Arlington Ave, Toledo, OH 43614","3045 Arlington Ave, Toledo, OH 43614-5807","3000 Arlington Ave, Toledo, OH 43699","1900 Richmond Rd, Lexington, KY 40502-1298","The UT Orthopaedic residency program is a five-year, accredited program, which accepts four residents per year. The program recently received a commendation from the ACGME for its educational excellence. The program strives to develop a concerned and competent orthopaedic surgeon capable of confidently pursuing a satisfying practice in general orthopaedics, as well as developing the strong cognitive and clinical foundation required for pursuing subspecialty fellowship training.",4,4,4,4,No,No,"Yes , Codes: 1579260C0",No,11/1/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,8/1/2021,11/1/2021,Yes,85,No,No,3,No,Yes,240___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,No,No,No,14,0,3,0,17,0,0,0.7 to 1,60,24,1,No,,100,0,0,26.1,73.8,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Once per week for 12 month(s),7,Once per week for 12 month(s),7,4,60%,N/A,"$55,620.00",21,15,"$57,565.00",28,15,"$59,530.00",28,15,"$61,071.00",28,15,Yes,15,NGO,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,Yes,Yes,No,"2213 Cherry St, Toledo, OH 43608-2691",,,,,Yes,,,,,,,,4,N/A,12,"$62,904.00",28,15,,,,,
0,https://freida.ama-assn.org/program/2603800183,Community-based,Mercy St Vincent Medical Center,5,5,No,Yes,July,Yes,No,http://mercymedicalresidency.org/index.php/orthopedic/,Not Available,"Richard M Miller
DO
Mercy St Vincent Med Ctr
MOB1 Ste 10
2409 Cherry St
Toledo, OH 43608
Tel: (419) 251-6784
Fax:
E-mail: rmmiller1@mercy.com","Kim  Stange
Mercy St Vincent Med Ctr
MOB1 Ste 10
2409 Cherry St
Toledo, OH 43608
Tel: (419) 251-6553
Fax: (419) 251-9672
E-mail: kimberly_stange@mercy.com",2603800183,"Mercy St Vincent Med Ctr, MOB1 Ste 10, 2409 Cherry St, Toledo, OH 43608","2213 Cherry St, Toledo, OH 43608-2691","2500 MetroHealth Dr, Cleveland, OH 44109-1998","2600 Navaree Ave, Oregon, OH 43616",,3,3,3,3,No,No,"Yes , Codes: 1580260C0",No,1/22/2021,11/23/2020 - 1/27/2021_11/23/2021 - 1/22/2022,11/23/2021,1/22/2022,Yes,10,No,No,3,Yes,Yes,250__600_,No,236-245,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,Yes,No,1,0,17,0,18,0,0,0.6 to 1,60,24,1,Yes,Yes,,,,,,Every third night for week(s),17,Every third night for week(s),17,Every third night for week(s),17,Every third night for week(s),17,5,75%,25%,"$55,600.00",20,NGO,"$57,900.00",20,NGO,"$59,700.00",20,NGO,"$63,600.00",20,NGO,Yes,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Required,Yes,Yes,Yes,"One Children's Plaza, Dayton, OH 45404-1815","300 W 10th Ave, Columbus, OH 43210","3404 W Sylvania Ave, Toledo, OH 43623",(6 wks ),,,,,,,,,,3,Every third night for week(s),17,"$66,600.00",20,NGO,,,,,
0,https://freida.ama-assn.org/program/2603800181,Community-based,Cleveland Clinic Foundation,5,5,No,Yes,July,Yes,No,http://www.clevelandclinic.org,Not Available,"Robert J Hampton
DO
Cleveland Clinic-South Pointe Hosp
Orthopaedic Surgery Pgm
20000 Harvard Rd
Warrensville Heights, OH 44122
Tel: (440) 241-8001
Fax: (216) 491-2656
E-mail: hamptor2@ccf.org","Dawn  D'Eusanio
Cleveland Clinic-South Pointe Hosp
Orthopaedic Surgery Pgm
20000 Harvard Rd
Warrensville Heights, OH 44122
Tel: (216) 491-6591
Fax: (216) 491-7802
E-mail: deusand@ccf.org",2603800181,"Cleveland Clinic-South Pointe Hosp, Orthopaedic Surgery Pgm, 20000 Harvard Rd, Warrensville Heights, OH 44122","9500 Euclid Ave, Cleveland, OH 44195-5242","4231 W 16th Ave, Denver, CO 80204","One Perkins Sq, Akron, OH 44308-1062",,3,3,3,3,No,No,Yes,No,12/15/2020,1/4/2021 - 2/1/2021_1/4/2022 - 2/1/2022,10/1/2021,12/15/2021,Yes,14,No,No,2,Yes,No,___,No,No Answer,Yes,No,No Answer,Not known,No,No,No,0,0,0,0,0,0,,0.0 to 1,70,Not Available,Not Available,Yes,,0,0,100,6.6,93.3,N/A,Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,10,NGO,0%,"$58,642.00",20,NGO,"$60,618.00",20,NGO,"$62,577.00",20,NGO,"$65,025.00",20,NGO,Yes,20,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Not available,Yes,Yes,No,"6780 Mayfield Rd, Mayfield Heights, OH 44124-2202",,,,,No,,,,,,,,3,N/A,Not Available,"$67,191.00",20,NGO,,,,,
0,https://freida.ama-assn.org/program/2603800182,,,5,5,No,Yes,July,Yes,No,https://www.mercy.com/about-us/careers/graduate-medical-education/locations,Not Available,"Kenneth B Williams
DO
St Elizabeth Youngstown Hosp
Orthopaedic Surgery Pgm
1044 Belmont Ave
Youngstown, OH 44501
Tel: (330) 480-3752
Fax: (330) 480-6601
E-mail: kmotterson@mercy.com","Kristin  Otterson
St Elizabeth Youngstown Hosp
Orthopaedic Surgery Pgm
1044 Belmont Ave
Youngstown, OH 44501
Tel:
Fax:
E-mail: kmotterson@mercy.com",2603800182,"St Elizabeth Youngstown Hosp, Orthopaedic Surgery Pgm, 1044 Belmont Ave, Youngstown, OH 44501","1044 Belmont Ave, Youngstown, OH 44501-1790","3333 Burnet Ave, Cincinnati, OH 45229-3039","667 Eastland Ave SE, Warren, OH 44484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8401 Market St, Boardman, OH 44512",,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2603921053,University-based,OU Medical Center-Presbyterian Tower,5,5,No,Yes,July,Yes,No,http://www.ouortho.com,Not Available,"Charles  Pasque
MD
Univ of Oklahoma Health Sciences Ctr
PO Box 26901 COM-3400
800 Stanton L Young Blvd
Oklahoma City, OK 73126
Tel: (405) 271-4426
Fax: (405) 271-3461
E-mail: ou-orthopedics@ouhsc.edu","Alexandra  Watson
BS
Univ of Oklahoma Health Sciences Ctr
PO Box 26901 AAT-3400
800 Stanton L Young Blvd
Oklahoma City, OK 73126
Tel: (405) 271-5964
Fax: (405) 271-3461
E-mail: alexandra-watson@ouhsc.edu",2603921053,"Univ of Oklahoma Health Sciences Ctr, PO Box 26901 COM-3400, 800 Stanton L Young Blvd, Oklahoma City, OK 73126","940 Stanton L Young Blvd, Oklahoma City, OK 73104","1200 Children's Ave, Oklahoma City, OK 73104","1111 N Dewey Ave, Oklahoma City, OK 73103-2615","Great place to be a resident. Great team of residents who pride themselves on lifting up each other. All subspecialties covered. Superb graduated autonomy. Excellent program coordination and support. Great community with minimal traffic, safe, good economy, affordable housing, OKC Thunder, Division I sports, many outdoor exercise options.",6,6,6,6,No,No,"Yes , Codes: 1588260C0",No,10/20/2020,12/1/2020 - 1/31/2021_12/1/2021 - 1/31/2022,9/1/2021,10/20/2021,Yes,60,No,No,3,No,Yes,235___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,18,9,3,0,21,9,5.5,0.6 to 1,60,16,1.5,Yes,Yes,100,0,0,7.8,92.1,Every fourth night for 6 month(s),NGO,Every third night for 30 week(s),20,Every third night for 20 week(s),30,Every third night for 10 week(s),40,6,20%,N/A,"$54,794.00",15,15,"$56,531.00",15,15,"$58,281.00",15,15,"$60,809.00",15,15,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Required,Yes,Yes,Yes,"921 NE 13th St, Oklahoma City, OK 73104","700 NE 13th St, Oklahoma City, OK 73104","9600 Broadway Extension, Oklahoma City, OK 73114",(8 wks ),,,,"3300 NW Expressway, Oklahoma City, OK 73112",,,,,,6,Every third night for 10 week(s),30,"$63,288.00",15,15,,,,,
0,https://freida.ama-assn.org/program/2603900055,,,5,5,No,Yes,July,Yes,No,https://health.okstate.edu/academics/surgery/ortho-residency/apply.html,Not Available,"Brent L Norris
MD
OSU Ctr for Health Sciences
Orthopaedic Surgery Pgm
744 W 9th St
Tulsa, OK 74127
Tel: (918) 599-4544
Fax:
E-mail: brent.norris@otsok.com","Laura  Brown
OSU Ctr for Health Sciences
Orthopaedic Surgery Pgm
744 W 9th St
Tulsa, OK 74127
Tel: (918) 599-4544
Fax:
E-mail: laura.r.brown@okstate.edu",2603900055,"OSU Ctr for Health Sciences, Orthopaedic Surgery Pgm, 744 W 9th St, Tulsa, OK 74127","1111 W 17th St, Tulsa, OK 74107","6161 S Yale Ave, Tulsa, OK 74136-1902","6475 S Yale Ave, Tulsa, OK 74136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1923 S Utica Ave, Tulsa, OK 74104","2408 E 81st St, Tulsa, OK 74137","744 W 9th St, Tulsa, OK 74127",,,,,"3029 W Main St, Jenks, OK 74037","1809 E 13th St, Tulsa, OK 74104","8165 S Mingo Rd, Tulsa, OK 74133","5110 S Yale Ave, Tulsa, OK 74135",,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2604000029,Community-based,Good Samaritan Regional Medical Center,5,5,No,Yes,July,Yes,No,https://www.samhealth.org/careers-education/graduate-medical-education/,Not Available,"Jacqueline J Krumrey
MD
Samaritan Health Services-Corvallis
Orthopaedic Surgery Pgm
3600 NW Samaritan Dr
Corvallis, OR 97330
Tel: (541) 768-4906
Fax: (541) 768-4907
E-mail: medicaleducation@samhealth.org","Amy N Olsen
Samaritan Health Services-Corvallis
Orthopaedic Surgery Pgm
3600 NW Samaritan Dr
Corvallis, OR 97330
Tel: (541) 768-5961
Fax: (541) 768-4907
E-mail: amolsen@samhealth.org",2604000029,"Samaritan Health Services-Corvallis, Orthopaedic Surgery Pgm, 3600 NW Samaritan Dr, Corvallis, OR 97330","3509 NW Samaritan Dr, Corvallis, OR 97330","3600 NW Samaritan Dr, Corvallis, OR 97330","2801 N Gantenbein Ave, Portland, OR 97227","Our Orthopaedic Surgery Residency Program prepares surgeons for successful careers by offering a comprehensive training experience.  Residents receive training in all subspecialty areas of orthopaedic surgery.  Residents are involved in the clinics, the hospital, and the Simulation Lab.  Our residents are encouraged to show leadership and participate in improving the program.  Resident input is solicited and valued when making decisions about the training program.",3,3,3,3,No,No,"Yes , Codes: 1715260C0",No,9/1/2020,2/1/2021 - 3/1/2021_2/1/2022 - 3/1/2022,9/1/2021,3/1/2022,Yes,11,No,No,3,Yes,Yes,___,No,226-235,Yes,No,541-600,Required,No,No,No,8,0,5,0,13,0,25,0.7 to 1,Not Available,24,1,Yes,,,,,,,N/A,48,N/A,48,N/A,48,N/A,48,4,NGO,N/A,"$52,075.00",20,Not Available,"$54,215.00",20,Not Available,"$57,070.00",20,Not Available,"$59,925.00",20,Not Available,Yes,NGO,Not Available,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Within 30 days of starting program,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,"501 N Graham, Portland, OR 97227","2797 NW 9th St, Corvallis, OR 97330","1128 NE 2nd St, Corvallis, OR 97330",,,No,,"1015 NW 22nd Ave, Portland, OR 97210-3090","3181 SW Sam Jackson Park Rd, Portland, OR 97201-3098","444 Elks Dr, Corvallis, OR 97330","1046 6th Ave SW, Albany, OR 97321",,,3,N/A,48,"$62,335.00",20,Not Available,,,,,
0,https://freida.ama-assn.org/program/2604021028,,,5,5,No,Yes,"June,July",Yes,No,https://www.ohsu.edu/ortho/residency-program,A sense of OHSU,"Kenneth R Gundle
MD
Oregon Health & Science Univ
Mail Code Ortho OP-31
3181 SW Sam Jackson Park Rd
Portland, OR 97239
Tel: (503) 494-6406
Fax: (503) 346-6844
E-mail: gundle@ohsu.edu","Robin  Sasaoka
Oregon Health & Science Univ
Mail Code Ortho OP-31
3181 SW Sam Jackson Park Rd
Portland, OR 97239
Tel: (503) 494-5842
Fax: (503) 346-6844
E-mail: sasaokar@ohsu.edu",2604021028,"Oregon Health & Science Univ, Mail Code Ortho OP-31, 3181 SW Sam Jackson Park Rd, Portland, OR 97239","3181 SW Sam Jackson Park Rd, Portland, OR 97201-3098","3710 SW US Veterans Hospital Rd, Portland, OR 97207","2801 N Gantenbein Ave, Portland, OR 97227-1674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3101 SW Sam Jackson Park Rd, Portland, OR 97201-5090",,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2604121212,Community-based university affiliated,St Luke's University Hospital,5,5,No,Yes,July,Yes,No,https://www.slhn.org/gme/residencies/orthopedic-surgery-residency,Not Available,"Kristofer S Matullo
MD
St Luke's Univ Hosp
PPH-2
801 Ostrum St
Bethlehem, PA 18015
Tel: (484) 526-2369
Fax:
E-mail: kristofer.matullo@sluhn.org","Darlene G Nemeth
St Luke's Univ Hosp
2nd Fl PPHP
801 Ostrum St
Bethlehem, PA 18015
Tel: (484) 526-2369
Fax: (484) 526-1593
E-mail: nemethd@slhn.org",2604121212,"St Luke's Univ Hosp, PPH-2, 801 Ostrum St, Bethlehem, PA 18015","801 Ostrum St, Bethlehem, PA 18015","34th St & Civic Center Blvd, Philadelphia, PA 19104","1021 Park Ave, Quakertown, PA 18951",,2,2,2,2,No,No,"Yes , Codes: 1605260C0",No,11/1/2020,1/4/2021 - 1/30/2021_1/1/2022 - 1/30/2022,9/15/2021,11/1/2021,Yes,65,No,No,3,No,Yes,200___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,23,1,0,0,23,1,13,2.3 to 1,55,24,1,Yes,,100,0,0,0,100,N/A,21,N/A,47,N/A,47,N/A,47,5,4%,8%,"$60,316.00",15,12,"$63,987.00",15,12,"$66,553.00",15,12,"$69,390.00",15,12,Yes,0,90,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Required,No,No,Yes,,,,(8 wks ),,No,,,,,,,,2,N/A,47,"$72,182.00",15,12,,,,,
0,https://freida.ama-assn.org/program/2604122155,,,5,5,No,Yes,July,Yes,No,http://www.geisinger.edu,Not Available,"Joel  Klena
MD
Geisinger Health System
Orthopaedic Surgery Pgm
100 N Academy Ave
Danville, PA 17822
Tel:
Fax:
E-mail: jltemple@geisinger.edu","Jessica  Temple
Geisinger Health System
Orthopaedic Surgery Pgm
100 N Academy Ave
Danville, PA 17822
Tel:
Fax:
E-mail: jltemple@geisinger.edu",2604122155,"Geisinger Health System, Orthopaedic Surgery Pgm, 100 N Academy Ave, Danville, PA 17822","100 N Academy Ave, Danville, PA 17822","100 N Academy Ave, Danville, PA 17822-2201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2604100216,Community-based university affiliated,Millcreek Community Hospital,5,5,No,Yes,July,Yes,No,https://lecomhealth.com/community-hospital/medical-education/,Not Available,"Shawn  Storm
DO
Millcreek Community Hosp
Orthopaedic Surgery Pgm
5515 Peach St
Erie, PA 16509
Tel: (814) 868-8217
Fax:
E-mail: khanes@mch1.org","Kaitlin  Hanes
Millcreek Community Hosp
Orthopaedic Surgery Pgm
5515 Peach St
Erie, PA 16509
Tel: (814) 868-8217
Fax:
E-mail: khanes@mch1.org",2604100216,"Millcreek Community Hosp, Orthopaedic Surgery Pgm, 5515 Peach St, Erie, PA 16509","1858 W Grandview Blvd, Erie, PA 16509","5515 Peach St, Erie, PA 16509","3333 Burnet Ave, Cincinnati, OH 45229-3039","During their training, residents will be capable of performing evidence based research and also participate in a master's degree program in either medical education, biomedical ethics, or health care administration.",3,3,3,3,No,No,"Yes , Codes: 2031260C0",No,12/20/2020,1/1/2021 - 1/30/2021_-,,,Yes,14,No,No,2,Yes,Yes,___,No,No Answer,Yes,No,501-540,Not required,Yes,No,Yes,0,0,0,0,0,0,,0.0 to 1,60,24,2,Yes,,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,N/A,Not Available,5,10%,0%,"$48,899.00",15,3,"$48,960.00",15,3,"$49,980.00",15,3,"$51,000.00",15,3,Yes,18,84,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,Not Available,When resident/fellow starts program,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Not available,Yes,Yes,No,"232 W 25th St, Erie, PA 16544","320 E North Ave, Pittsburgh, PA 15212-4772","2570 Haymaker Rd, Monroeville, PA 15146",,,No,,"751 Liberty Ave, Meadville, PA 16335",,,,,,3,N/A,Not Available,"$52,020.00",15,3,,,,,
0,https://freida.ama-assn.org/program/2604122156,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available_Not Available_Not Available_No_No_Not Available_Not Available,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2604100215,,,5,5,No,Yes,July,Yes,No,http://www.pinnaclehealth.org/,Not Available,"Timothy S Ackerman
DO
UPMC Pinnacle Hosps
Orthopaedic Surgery Pgm
4300 Londonderry Rd
Harrisburg, PA 17109
Tel: (717) 657-7525
Fax: (717) 221-5685
E-mail: taylorkm4@upmc.edu","Kyle  Taylor
UPMC Pinnacle Hosps
Orthopaedic Surgery Pgm
4300 Londonderry Rd
Harrisburg, PA 17109
Tel:
Fax:
E-mail: taylorkm4@upmc.edu",2604100215,"UPMC Pinnacle Hosps, Orthopaedic Surgery Pgm, 4300 Londonderry Rd, Harrisburg, PA 17109","111 S Front St, Harrisburg, PA 17105-8700","1101 Johnson Ferry Rd NE, Atlanta, GA 30342-1600","111 S Front St, Harrisburg, PA 17105-8700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500 University Dr, Hershey, PA 17033-0850","4300 Londonderry Rd, Harrisburg, PA 17109","1995 Technology Pkwy, Mechanicsburg, PA 17050",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2604121151,,,5,5,No,Yes,July,Yes,No,http://www.pennstatehershey.org/ortho,Not Available,"Paul J Juliano
MD
Penn State Hershey Med Ctr
Orthopaedics MC H089 Bldg A EC089
30 Hope Dr
Hershey, PA 17033
Tel: (717) 531-4833
Fax: (717) 531-0498
E-mail: lhamann1@pennstatehealth.psu.edu","Lynne E Hamann
BS
Penn State Hershey Med Ctr
MC EC089 PO Box 859
30 Hope Dr
Hershey, PA 17033
Tel: (717) 531-4833
Fax: (717) 531-0498
E-mail: lhamann1@pennstatehealth.psu.edu",2604121151,"Penn State Hershey Med Ctr, Orthopaedics MC H089 Bldg A EC089, 30 Hope Dr, Hershey, PA 17033","500 University Dr, Hershey, PA 17033-0850","111 S Front St, Harrisburg, PA 17105-8700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
