,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Murder,Rape,Robbery,Burglary,Theft,Motor Vehicle Theft,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,African American,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+,Assault vs. National,Murder vs. National,Rape vs. National,Robbery vs. National,Burglary vs. National,Theft vs. National,Motor Vehicle Theft vs. National
0,https://www.niche.com/places-to-live/c/real-county-tx/,C,B minus,C minus,C,B,C,B+,B+,B,C+,A,"Real County is located in Texas with a population of 3,408. In Real County, most residents own their homes. Many retirees live in Real County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,0.14,0.12,0.08,0.09,0.05,0.09,0.15,0.29,0.05,-0.5833333333333333,0.12,-0.4,0.35,0.2068965517241379,0.3,0.11111111111111094,0.17,0.41666666666666674,,,,,,,,0.006,0.24,0.03,0.73,0.26,0.0,0.01,0.0,0.0,0.0,0.0,0.44,0.56,0.35,0.28,0.19,0.15,0.03,0.35,0.42,0.18,0.05,,,,,,,
0,https://www.niche.com/places-to-live/c/reagan-county-tx/,C minus,B+,C,C,B+,A+,A,A,B,D minus,B minus,"Reagan County is located in Texas with a population of 3,766. In Reagan County, most residents own their homes. Many families live in Reagan County and residents tend to be conservative.",,,,,,,,0.33,0.67,,,,,,,,0.2,0.13,0.1,0.16,0.13,0.1,0.1,0.08,0.03,-0.75,0.07,-0.6499999999999999,0.3,0.034482758620689724,0.42,0.5555555555555554,0.18,0.5,,,,,,,,0.039,0.09300000000000001,0.11800000000000001,0.3,0.69,0.0,0.01,0.0,0.0,0.0,0.0,0.52,0.48,0.13,0.16,0.21,0.43,0.07,0.25,0.23,0.3,0.23,,,,,,,
0,https://www.niche.com/places-to-live/c/caldwell-county-tx/,C minus,C+,B+,B minus,A,A minus,B+,B,B,B,C minus,"Caldwell County is located in Texas with a population of 42,144. In Caldwell County, most residents own their homes. Many families live in Caldwell County and residents tend to lean conservative.",,,,,,,,0.33,0.67,,,,,,,,0.13,0.11,0.11,0.14,0.12,0.13,0.13,0.14,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.26,-0.10344827586206884,0.38,0.40740740740740744,0.22,0.8333333333333335,,,0,1,0,0,0,0.016,0.185,0.079,0.4,0.52,0.01,0.06,0.0,0.01,0.0,0.0,0.51,0.49,0.22,0.2,0.25,0.25,0.09,0.28,0.33,0.25,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/big-horn-county-wy/,B+,B,B,B minus,B minus,B,B,C+,B,B minus,A minus,"Big Horn County is located in Wyoming with a population of 11,882. In Big Horn County, most residents own their homes. Many retirees live in Big Horn County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,0.12,0.13,0.07,0.1,0.11,0.12,0.14,0.21,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.42,0.4482758620689655,0.29,0.07407407407407396,0.1,-0.16666666666666663,,,0,1,0,0,0,0.045,0.12300000000000001,0.017,0.88,0.09,0.01,0.0,0.01,0.0,0.0,0.0,0.51,0.49,0.23,0.21,0.26,0.24,0.06,0.31,0.31,0.26,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/amelia-county-va/,B minus,B minus,C,B,B+,B minus,B,B+,C,B+,D,"Amelia County is located in Virginia with a population of 12,953. In Amelia County, most residents own their homes. Many retirees live in Amelia County and residents tend to be conservative.",,,,,,,,0.16,0.84,,,,,,,,0.13,0.08,0.07,0.11,0.1,0.15,0.16,0.19,0.06,-0.5,0.11,-0.45000000000000007,0.26,-0.10344827586206884,0.41,0.5185185185185184,0.16,0.3333333333333335,,,3,4,6,2,0,0.022000000000000002,0.10800000000000001,0.004,0.74,0.03,0.02,0.21,0.0,0.0,0.0,0.0,0.51,0.49,0.2,0.18,0.21,0.27,0.13,0.25,0.28,0.28,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/brooks-county-ga/,C minus,B minus,B minus,C,A minus,C+,A minus,B+,B minus,C+,B,"Brooks County is located in Georgia with a population of 15,590. In Brooks County, most residents own their homes. Many retirees live in Brooks County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.12,0.1,0.07,0.13,0.11,0.13,0.15,0.19,0.05,-0.5833333333333333,0.13,-0.35,0.32,0.10344827586206917,0.35,0.29629629629629606,0.15,0.25,,,,,,,,0.044000000000000004,0.228,0.017,0.56,0.06,0.01,0.36,0.0,0.0,0.0,0.0,0.49,0.51,0.34,0.24,0.17,0.18,0.06,0.31,0.34,0.21,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/trempealeau-county-wi/,B,B minus,B+,B,C+,B minus,C minus,B+,B minus,B+,B minus,"Trempealeau County is located in Wisconsin with a population of 29,499. In Trempealeau County, most residents own their homes. Many families live in Trempealeau County and residents tend to have moderate political views.",,,,,,,,0.27,0.73,,,,,,,,0.13,0.12,0.07,0.11,0.12,0.13,0.14,0.18,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.39,0.4444444444444444,0.09,-0.25,,,,,,,,0.019,0.079,0.031,0.9,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.51,0.49,0.17,0.2,0.26,0.3,0.06,0.21,0.33,0.32,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/yuma-county-az/,B minus,C minus,B,B minus,A minus,C+,A+,C,B,B minus,A minus,"Yuma County is located in Arizona with a population of 209,468. In Yuma County, most residents own their homes. Many families live in Yuma County and residents tend to lean conservative.",,,,,,,,0.33,0.67,,,,,,,,0.14,0.11,0.11,0.14,0.11,0.1,0.1,0.18,0.05,-0.5833333333333333,0.1,-0.5,0.33,0.13793103448275867,0.26,-0.03703703703703709,0.27,1.2500000000000004,,,10,18,8,0,1,0.054000000000000006,0.192,0.145,0.31,0.64,0.01,0.02,0.01,0.01,0.0,0.0,0.51,0.49,0.26,0.24,0.23,0.22,0.05,0.31,0.36,0.22,0.11,,,,,,,
0,https://www.niche.com/places-to-live/c/cayuga-county-ny/,B minus,C+,A minus,B,C+,B,D+,B,B,A minus,B,"Cayuga County is located in New York with a population of 77,425. In Cayuga County, most residents own their homes. Many young professionals live in Cayuga County and residents tend to lean conservative.",,,,,,,,0.29,0.71,,,,,,,,0.11,0.09,0.09,0.12,0.12,0.14,0.16,0.18,0.09,-0.25,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.33,0.2222222222222221,0.12,0.0,,,,,,,,0.028999999999999998,0.12,0.011000000000000001,0.9,0.03,0.02,0.04,0.0,0.01,0.0,0.0,0.51,0.49,0.19,0.2,0.23,0.3,0.08,0.26,0.3,0.27,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/essex-county-ny/,C+,C+,A minus,B minus,C+,B minus,D+,B minus,B+,A minus,B+,"Essex County is located in New York with a population of 37,459. In Essex County, most residents own their homes. Many young professionals and retirees live in Essex County and residents tend to have moderate political views.",,,,,,,,0.25,0.75,,,,,,,,0.08,0.08,0.07,0.12,0.11,0.14,0.17,0.23,0.12,0.0,0.15,-0.2500000000000001,0.3,0.034482758620689724,0.34,0.2592592592592593,0.09,-0.25,,,,,,,,0.031,0.098,0.02,0.92,0.03,0.01,0.03,0.0,0.0,0.0,0.0,0.52,0.48,0.19,0.2,0.25,0.28,0.08,0.26,0.32,0.27,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/webb-county-tx/,A,C+,B,B,C,B,A,B minus,B,C,B+,"Webb County is located in Texas with a population of 273,526. In Webb County, most residents own their homes. Many families live in Webb County and residents tend to be liberal.",,,,,,,,0.38,0.62,,,,,,,,0.18,0.15,0.11,0.13,0.13,0.11,0.08,0.09,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.23,-0.2068965517241378,0.25,-0.07407407407407418,0.32,1.666666666666667,,,1,1,0,1,0,0.028999999999999998,0.273,0.182,0.04,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.29,0.19,0.21,0.23,0.07,0.36,0.31,0.2,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/cheboygan-county-mi/,B minus,B,B+,B minus,C,C,C minus,A minus,B minus,A minus,B minus,"Cheboygan County is located in Michigan with a population of 25,418. In Cheboygan County, most residents own their homes. Many retirees live in Cheboygan County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,0.08,0.09,0.07,0.09,0.1,0.13,0.18,0.27,0.08,-0.33333333333333326,0.13,-0.35,0.31,0.06896551724137945,0.38,0.40740740740740744,0.1,-0.16666666666666663,,,1,0,0,0,0,0.04,0.149,0.005,0.92,0.01,0.03,0.01,0.02,0.0,0.0,0.0,0.5,0.5,0.25,0.23,0.26,0.22,0.04,0.31,0.35,0.24,0.1,,,,,,,
0,https://www.niche.com/places-to-live/c/lincoln-county-nv/,B,B+,B minus,C+,B minus,C+,B+,B minus,C,B,B,"Lincoln County is located in Nevada with a population of 5,180. In Lincoln County, most residents own their homes. Many young professionals and retirees live in Lincoln County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.08,0.1,0.1,0.12,0.11,0.12,0.14,0.22,0.08,-0.33333333333333326,0.12,-0.4,0.32,0.10344827586206917,0.34,0.2592592592592593,0.14,0.16666666666666674,,,,,,,,0.038,0.055,0.013999999999999999,0.87,0.07,0.01,0.04,0.01,0.01,0.0,0.0,0.54,0.46,0.13,0.25,0.31,0.24,0.07,0.28,0.25,0.28,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/cotton-county-ok/,C+,A minus,C,B minus,B+,B+,B,A,D,C minus,B minus,"Cotton County is located in Oklahoma with a population of 5,858. In Cotton County, most residents own their homes. Many retirees live in Cotton County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.1,0.12,0.09,0.1,0.11,0.13,0.15,0.19,0.05,-0.5833333333333333,0.09,-0.55,0.29,0.0,0.42,0.5555555555555554,0.15,0.25,,,0,1,0,0,0,0.038,0.183,0.002,0.76,0.08,0.05,0.02,0.09,0.0,0.0,0.0,0.51,0.49,0.28,0.17,0.21,0.29,0.04,0.32,0.32,0.25,0.11,,,,,,,
0,https://www.niche.com/places-to-live/c/winkler-county-tx/,D+,B minus,C,B minus,A minus,A,A,A,C,B,B minus,"Winkler County is located in Texas with a population of 7,867. In Winkler County, most residents own their homes. Many families live in Winkler County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,0.17,0.13,0.11,0.12,0.13,0.12,0.1,0.12,0.02,-0.8333333333333333,0.06,-0.7,0.31,0.06896551724137945,0.3,0.11111111111111094,0.31,1.5833333333333335,,,,,,,,0.023,0.14800000000000002,0.086,0.35,0.61,0.01,0.02,0.01,0.0,0.0,0.0,0.51,0.49,0.2,0.18,0.24,0.31,0.08,0.31,0.23,0.27,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/madison-county-fl/,C minus,C+,C,C+,A minus,B+,B+,A minus,B minus,B+,B,"Madison County is located in Florida with a population of 18,460. In Madison County, most residents own their homes. Residents of Madison County tend to lean conservative.",,,,,,,,0.26,0.74,,,,,,,,0.1,0.09,0.08,0.14,0.12,0.13,0.14,0.2,0.05,-0.5833333333333333,0.09,-0.55,0.27,-0.06896551724137923,0.4,0.4814814814814814,0.19,0.5833333333333335,,,1,4,3,1,0,0.023,0.27699999999999997,0.027000000000000003,0.54,0.06,0.0,0.38,0.0,0.01,0.0,0.0,0.53,0.47,0.36,0.22,0.19,0.19,0.03,0.36,0.35,0.22,0.08,,,,,,,
0,https://www.niche.com/places-to-live/c/jones-county-nc/,B+,B,C,B,A minus,C,B+,A minus,C minus,B,C minus,"Jones County is located in North Carolina with a population of 9,594. In Jones County, most residents own their homes. Many retirees live in Jones County and residents tend to lean conservative.",,,,,,,,0.27,0.73,,,,,,,,0.09,0.1,0.06,0.12,0.1,0.14,0.17,0.23,0.03,-0.75,0.09,-0.55,0.35,0.2068965517241379,0.34,0.2592592592592593,0.19,0.5833333333333335,,,,,,,,0.053,0.244,0.016,0.63,0.05,0.01,0.3,0.01,0.0,0.0,0.0,0.5,0.5,0.37,0.18,0.22,0.2,0.02,0.38,0.28,0.26,0.08,,,,,,,
0,https://www.niche.com/places-to-live/c/hamilton-county-il/,B,B,C minus,B minus,C minus,A,B minus,A,C+,C+,B,"Hamilton County is located in Illinois with a population of 8,176. In Hamilton County, most residents own their homes. Many retirees live in Hamilton County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,0.12,0.1,0.07,0.11,0.12,0.12,0.15,0.22,0.08,-0.33333333333333326,0.09,-0.55,0.35,0.2068965517241379,0.35,0.29629629629629606,0.13,0.08333333333333348,,,0,1,0,0,0,0.017,0.09300000000000001,0.002,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.19,0.31,0.21,0.08,0.27,0.32,0.26,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/chariton-county-mo/,B minus,B+,B minus,C+,C,B,B minus,A,C+,C,C+,"Chariton County is located in Missouri with a population of 7,483. In Chariton County, most residents own their homes. Many retirees live in Chariton County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.12,0.11,0.07,0.1,0.1,0.11,0.15,0.24,0.06,-0.5,0.12,-0.4,0.24,-0.1724137931034483,0.49,0.8148148148148147,0.09,-0.25,,,,,,,,0.019,0.14,0.002,0.95,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.5,0.5,0.27,0.21,0.25,0.22,0.05,0.31,0.36,0.22,0.11,,,,,,,
0,https://www.niche.com/places-to-live/c/jefferson-county-tn/,B minus,B,C+,B minus,C+,B,B minus,A minus,B minus,B minus,C+,"Jefferson County is located in Tennessee with a population of 53,679. In Jefferson County, most residents own their homes. Many retirees live in Jefferson County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.11,0.09,0.09,0.11,0.11,0.14,0.15,0.2,0.07,-0.41666666666666663,0.1,-0.5,0.29,0.0,0.39,0.4444444444444444,0.15,0.25,,,15,24,22,6,0,0.031,0.131,0.02,0.92,0.04,0.02,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.24,0.22,0.25,0.23,0.07,0.33,0.33,0.22,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/box-elder-county-ut/,B minus,B minus,B minus,B,B minus,B+,C+,C,A minus,B+,B minus,"Box Elder County is located in Utah with a population of 53,946. In Box Elder County, most residents own their homes. Many families and young professionals live in Box Elder County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.18,0.14,0.09,0.12,0.13,0.1,0.11,0.13,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.38,0.3103448275862071,0.31,0.14814814814814814,0.07,-0.41666666666666663,,,0,0,0,0,1,0.027000000000000003,0.079,0.016,0.87,0.09,0.01,0.01,0.01,0.01,0.0,0.0,0.51,0.49,0.12,0.2,0.29,0.31,0.08,0.29,0.28,0.27,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/teller-county-co/,B minus,C,B+,C+,C+,B+,B,C minus,A+,B,C minus,"Teller County is located in Colorado with a population of 24,524. In Teller County, most residents own their homes. Residents of Teller County tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,0.09,0.09,0.06,0.09,0.1,0.14,0.21,0.21,0.15,0.25,0.23,0.1499999999999999,0.36,0.24137931034482762,0.23,-0.14814814814814814,0.03,-0.75,,,1,0,0,0,0,0.036000000000000004,0.08199999999999999,0.011000000000000001,0.89,0.07,0.03,0.01,0.0,0.01,0.0,0.0,0.51,0.49,0.15,0.16,0.24,0.34,0.11,0.24,0.26,0.29,0.21,,,,,,,
0,https://www.niche.com/places-to-live/c/wyoming-county-ny/,B+,B minus,B+,B,C+,B,C minus,B,B,B+,B,"Wyoming County is located in New York with a population of 40,305. In Wyoming County, most residents own their homes. Residents of Wyoming County tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,0.11,0.09,0.08,0.14,0.12,0.15,0.15,0.17,0.07,-0.41666666666666663,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.4,0.4814814814814814,0.1,-0.16666666666666663,,,1,0,1,0,0,0.035,0.105,0.015,0.9,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.53,0.47,0.19,0.18,0.26,0.31,0.06,0.25,0.29,0.31,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/lawrence-county-ms/,C+,B minus,C,B minus,A minus,B minus,A,A minus,C minus,C,C,"Lawrence County is located in Mississippi with a population of 12,633. In Lawrence County, most residents own their homes. Many families live in Lawrence County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.13,0.12,0.08,0.11,0.12,0.12,0.14,0.18,0.09,-0.25,0.09,-0.55,0.31,0.06896551724137945,0.34,0.2592592592592593,0.18,0.5,,,2,0,5,1,0,0.036000000000000004,0.187,0.004,0.65,0.01,0.01,0.33,0.0,0.0,0.0,0.0,0.49,0.51,0.32,0.21,0.21,0.21,0.05,0.33,0.3,0.22,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/perry-county-il/,B minus,B,B+,C+,B minus,B minus,B minus,A,B minus,C+,B minus,"Perry County is located in Illinois with a population of 21,251. In Perry County, most residents own their homes. Residents of Perry County tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.1,0.09,0.08,0.13,0.14,0.14,0.14,0.18,0.03,-0.75,0.09,-0.55,0.34,0.1724137931034484,0.37,0.37037037037037024,0.17,0.41666666666666674,,,0,0,1,0,0,0.035,0.157,0.006,0.86,0.03,0.01,0.09,0.0,0.01,0.0,0.0,0.55,0.45,0.27,0.17,0.25,0.26,0.05,0.27,0.32,0.27,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/montgomery-county-ga/,C,B,C,C+,A minus,C+,B+,A,C minus,C,B,"Montgomery County is located in Georgia with a population of 9,058. In Montgomery County, most residents own their homes. Many families live in Montgomery County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,0.1,0.1,0.13,0.12,0.11,0.14,0.13,0.17,0.06,-0.5,0.1,-0.5,0.28,-0.0344827586206895,0.38,0.40740740740740744,0.18,0.5,,,,,,,,0.042,0.184,0.027000000000000003,0.65,0.07,0.01,0.26,0.0,0.0,0.0,0.01,0.51,0.49,0.3,0.23,0.18,0.22,0.07,0.39,0.3,0.2,0.11,,,,,,,
0,https://www.niche.com/places-to-live/c/jackson-county-or/,B minus,D,A minus,B minus,B,B minus,A,D+,A,A,A,"Jackson County is located in Oregon with a population of 216,574. In Jackson County, most residents own their homes. Many young professionals and retirees live in Jackson County and residents tend to lean conservative.",,,,,,,,0.37,0.63,,,,,,,,0.11,0.09,0.08,0.13,0.12,0.12,0.14,0.22,0.11,-0.08333333333333326,0.17,-0.15000000000000002,0.36,0.24137931034482762,0.26,-0.03703703703703709,0.1,-0.16666666666666663,,,1,1,0,0,0,0.034,0.154,0.034,0.81,0.13,0.03,0.01,0.01,0.01,0.0,0.0,0.49,0.51,0.23,0.2,0.23,0.26,0.09,0.28,0.32,0.24,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/muscogee-county-ga/,B minus,C,A,B+,A,C,B+,B,B+,B,A minus,"Muscogee County is located in Georgia with a population of 195,739. In Muscogee County, most residents rent their homes. Many families and young professionals live in Muscogee County and residents tend to lean liberal.",,,,,,,,0.52,0.48,,,,,,,,0.14,0.11,0.1,0.16,0.13,0.12,0.12,0.13,0.1,-0.16666666666666663,0.15,-0.2500000000000001,0.35,0.2068965517241379,0.27,0.0,0.12,0.0,,,1,0,4,1,0,0.054000000000000006,0.205,0.023,0.4,0.08,0.03,0.46,0.0,0.02,0.0,0.0,0.49,0.51,0.29,0.2,0.22,0.22,0.07,0.33,0.3,0.21,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/muskogee-county-ok/,C+,B minus,B,B+,A,B minus,B,A minus,B minus,B+,B+,"Muskogee County is located in Oklahoma with a population of 68,736. In Muskogee County, most residents own their homes. Many families live in Muskogee County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,0.14,0.11,0.09,0.13,0.12,0.12,0.13,0.16,0.06,-0.5,0.14,-0.29999999999999993,0.3,0.034482758620689724,0.34,0.2592592592592593,0.15,0.25,,,5,5,9,2,0,0.034,0.20800000000000002,0.017,0.56,0.06,0.09,0.1,0.18,0.01,0.0,0.0,0.49,0.51,0.3,0.22,0.22,0.2,0.06,0.34,0.31,0.22,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/colorado-county-tx/,B minus,B+,B minus,B+,A,B,B+,A minus,B minus,B minus,B+,"Colorado County is located in Texas with a population of 21,224. In Colorado County, most residents own their homes. Many retirees live in Colorado County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,0.13,0.11,0.09,0.09,0.11,0.11,0.15,0.22,0.06,-0.5,0.15,-0.2500000000000001,0.28,-0.0344827586206895,0.34,0.2592592592592593,0.17,0.41666666666666674,,,2,1,0,0,0,0.021,0.102,0.066,0.56,0.3,0.02,0.13,0.0,0.0,0.0,0.0,0.5,0.5,0.21,0.23,0.24,0.22,0.1,0.24,0.35,0.27,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/hinds-county-ms/,B,B minus,B+,B+,B+,C minus,B,B,B+,B,B minus,"Hinds County is located in Mississippi with a population of 238,797. In Hinds County, most residents own their homes. Many families and young professionals live in Hinds County and residents tend to be liberal.",,,,,,,,0.42,0.58,,,,,,,,0.13,0.11,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.0,0.17,-0.15000000000000002,0.34,0.1724137931034484,0.25,-0.07407407407407418,0.12,0.0,,,7,9,16,3,1,0.059000000000000004,0.21,0.011000000000000001,0.24,0.02,0.01,0.72,0.0,0.01,0.0,0.0,0.47,0.53,0.29,0.22,0.22,0.21,0.06,0.31,0.34,0.23,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/mitchell-county-ks/,A minus,A minus,B,B+,C,B+,B minus,A minus,B,B minus,A minus,"Mitchell County is located in Kansas with a population of 6,145. In Mitchell County, most residents own their homes. Many young professionals and retirees live in Mitchell County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,0.13,0.09,0.1,0.1,0.1,0.11,0.14,0.24,0.08,-0.33333333333333326,0.18,-0.10000000000000009,0.38,0.3103448275862071,0.3,0.11111111111111094,0.05,-0.5833333333333333,,,,,,,,0.02,0.15,0.002,0.95,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.51,0.49,0.23,0.25,0.27,0.2,0.05,0.26,0.34,0.29,0.11,,,,,,,
0,https://www.niche.com/places-to-live/c/union-county-pa/,B+,B,B+,B+,B,B+,C+,B,A minus,A minus,A minus,"Union County is located in Pennsylvania with a population of 45,111. In Union County, most residents own their homes. Many young professionals live in Union County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,0.09,0.09,0.14,0.12,0.12,0.14,0.12,0.18,0.12,0.0,0.14,-0.29999999999999993,0.22,-0.2413793103448275,0.39,0.4444444444444444,0.13,0.08333333333333348,,,,,,,,0.023,0.11699999999999999,0.013999999999999999,0.84,0.06,0.01,0.06,0.0,0.02,0.0,0.0,0.55,0.45,0.2,0.18,0.23,0.28,0.11,0.35,0.28,0.22,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/dekalb-county-il/,B+,C,A,A minus,B+,B,C,B minus,A minus,A minus,B+,"DeKalb County is located in Illinois with a population of 104,366. In DeKalb County, most residents own their homes. Many young professionals live in DeKalb County and residents tend to have moderate political views.",,,,,,,,0.43,0.57,,,,,,,,0.11,0.1,0.2,0.13,0.11,0.11,0.11,0.12,0.12,0.0,0.2,0.0,0.35,0.2068965517241379,0.25,-0.07407407407407418,0.08,-0.33333333333333326,,,13,15,17,4,2,0.04,0.166,0.040999999999999995,0.77,0.11,0.02,0.08,0.0,0.02,0.0,0.0,0.5,0.5,0.2,0.16,0.23,0.3,0.11,0.29,0.27,0.24,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/hardin-county-ky/,A minus,B,B+,A minus,B+,B,B minus,B+,B,B,B,"Hardin County is located in Kentucky with a population of 108,527. In Hardin County, most residents own their homes. Many families and young professionals live in Hardin County and residents tend to be conservative.",,,,,,,,0.39,0.61,,,,,,,,0.13,0.11,0.09,0.14,0.13,0.13,0.13,0.14,0.1,-0.16666666666666663,0.12,-0.4,0.38,0.3103448275862071,0.3,0.11111111111111094,0.09,-0.25,,,0,1,1,0,0,0.036000000000000004,0.13,0.013999999999999999,0.76,0.06,0.04,0.11,0.0,0.02,0.0,0.0,0.5,0.5,0.2,0.21,0.24,0.28,0.07,0.26,0.3,0.28,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/daviess-county-ky/,A minus,B+,A minus,B+,B minus,B,B minus,B+,A minus,B,B+,"Daviess County is located in Kentucky with a population of 100,474. In Daviess County, most residents own their homes. Many families and young professionals live in Daviess County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,0.13,0.11,0.08,0.13,0.12,0.12,0.13,0.17,0.09,-0.25,0.14,-0.29999999999999993,0.33,0.13793103448275867,0.34,0.2592592592592593,0.1,-0.16666666666666663,,,1,0,2,0,0,0.032,0.163,0.02,0.88,0.03,0.02,0.04,0.0,0.02,0.0,0.0,0.49,0.51,0.23,0.21,0.23,0.26,0.07,0.29,0.31,0.26,0.15,,,,,,,
