"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCoPsy Measure Desc","MedCoPsy %","MedCoPsy Denominator","MedCoPsy Footnote","MedCoPsy Measure Start Date","MedCoPsy Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
034022,SONORA BEHAVIORAL HEALTH HOSPITAL,6050 NORTH CORONA ROAD,TUCSON,AZ,85704,Pima,Hours of physical-restraint use,0.14,283.16,83469,,Hours of seclusion use,0.05,95.76,83469,,Patients discharged on multiple antipsychotic medications with appropriate justification,17.00,41,,Screening for metabolic disorders (SMD),26,434,,Alcohol use brief intervention provided or offered,100,140,,94,140,,Alcohol and other drug use disorder treatment provided or offered at discharge,83,141,,43,141,,Tobacco use treatment provided or offered,82,171,,7,171,,Tobacco use treatment provided or offered at discharge,66,135,,2,135,,Transition record with specified elements received by discharged patients (TR1),100,891,,Timely transmission of transition record (TR2),64,891,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.1,137,,37.2,137,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,67.9,187,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,338,21.4,18.1,25.1,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),42,451,,10/01/2019,03/31/2020
034023,"GUIDANCE CENTER, THE",2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004,Coconino,Hours of physical-restraint use,0.01,0.75,4221,,Hours of seclusion use,1.31,132.58,4221,,Patients discharged on multiple antipsychotic medications with appropriate justification,56.00,25,,Screening for metabolic disorders (SMD),72,25,,Alcohol use brief intervention provided or offered,69,125,,26,125,,Alcohol and other drug use disorder treatment provided or offered at discharge,78,125,,31,125,,Tobacco use treatment provided or offered,80,291,,7,291,,Tobacco use treatment provided or offered at discharge,0,291,,0,291,,Transition record with specified elements received by discharged patients (TR1),92,712,,Timely transmission of transition record (TR2),92,712,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.3,38,,34.2,38,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,105,22.4,17.2,28.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),0,296,,10/01/2019,03/31/2020
034024,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA  AVENUE,GLENDALE,AZ,85302,Maricopa,Hours of physical-restraint use,0.02,14.06,31138,,Hours of seclusion use,0.00,0,31138,,Patients discharged on multiple antipsychotic medications with appropriate justification,80.00,35,,Screening for metabolic disorders (SMD),77,576,,Alcohol use brief intervention provided or offered,74,185,,55,185,,Alcohol and other drug use disorder treatment provided or offered at discharge,86,444,,84,444,,Tobacco use treatment provided or offered,97,580,,2,580,,Tobacco use treatment provided or offered at discharge,86,448,,0,448,,Transition record with specified elements received by discharged patients (TR1),83,930,,Timely transmission of transition record (TR2),72,930,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.3,117,,35.9,117,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,66.5,179,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,268,21.1,17.5,24.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),95,476,,10/01/2019,03/31/2020
034025,WINDHAVEN PSYCHIATRIC HOSPITAL,3347 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,Yavapai,Hours of physical-restraint use,0.05,5.26,4416,,Hours of seclusion use,0.00,0,4416,,Patients discharged on multiple antipsychotic medications with appropriate justification,19.00,16,,Screening for metabolic disorders (SMD),71,346,,Alcohol use brief intervention provided or offered,86,231,,53,231,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,342,,69,342,,Tobacco use treatment provided or offered,95,379,,53,379,,Tobacco use treatment provided or offered at discharge,100,364,,1,364,,Transition record with specified elements received by discharged patients (TR1),77,681,,Timely transmission of transition record (TR2),66,681,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.5,61,,36.1,61,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,118,18,13.7,23.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,287,,10/01/2019,03/31/2020
034026,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE,PHOENIX,AZ,85018,Maricopa,Hours of physical-restraint use,0.01,6.15,42831,,Hours of seclusion use,0.00,0,42831,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,13,,Screening for metabolic disorders (SMD),100,447,,Alcohol use brief intervention provided or offered,100,370,,99,370,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,574,,99,574,,Tobacco use treatment provided or offered,100,651,,14,651,,Tobacco use treatment provided or offered at discharge,100,485,,0,485,,Transition record with specified elements received by discharged patients (TR1),99,973,,Timely transmission of transition record (TR2),49,973,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54.1,111,,42.3,111,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,74.9,207,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,591,22.5,19.7,25.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),84,238,,10/01/2019,03/31/2020
034027,CHANGEPOINT PSYCHIATRIC HOSPITAL,1920 WEST COMMERCE DRIVE,LAKESIDE,AZ,85929,Navajo,Hours of physical-restraint use,0.03,3.27,4265,,Hours of seclusion use,0.01,1.5,4265,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,303,,Alcohol use brief intervention provided or offered,50,457,,43,457,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,228,,100,228,,Tobacco use treatment provided or offered,13,462,,8,462,,Tobacco use treatment provided or offered at discharge,13,462,,8,462,,Transition record with specified elements received by discharged patients (TR1),100,541,,Timely transmission of transition record (TR2),93,541,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60.9,46,,45.7,46,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,100,19.3,14.4,25.2,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),82,51,,10/01/2019,03/31/2020
034028,AURORA BEHAVIORAL HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE,TEMPE,AZ,85283,Maricopa,Hours of physical-restraint use,0.05,44.18,40354,,Hours of seclusion use,0.00,0,40354,,Patients discharged on multiple antipsychotic medications with appropriate justification,20.00,41,,Screening for metabolic disorders (SMD),89,542,,Alcohol use brief intervention provided or offered,84,205,,72,205,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,438,,95,438,,Tobacco use treatment provided or offered,86,315,,20,315,,Tobacco use treatment provided or offered at discharge,41,284,,6,284,,Transition record with specified elements received by discharged patients (TR1),65,936,,Timely transmission of transition record (TR2),49,936,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,64.1,92,,46.7,92,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,80.4,194,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,282,22.1,18.5,26.1,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),82,494,,10/01/2019,03/31/2020
034029,OASIS BEHAVIORAL HEALTH HOSPITAL,2190 NORTH GRACE BOULEVARD,CHANDLER,AZ,85225,Maricopa,Hours of physical-restraint use,0.02,33,71891,,Hours of seclusion use,0.19,329,71891,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),10,238,,Alcohol use brief intervention provided or offered,45,97,,38,97,,Alcohol and other drug use disorder treatment provided or offered at discharge,29,175,,26,175,,Tobacco use treatment provided or offered,59,147,,16,147,,Tobacco use treatment provided or offered at discharge,16,128,,2,128,,Transition record with specified elements received by discharged patients (TR1),56,647,,Timely transmission of transition record (TR2),53,647,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37.9,58,,24.1,58,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,65.8,111,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,134,20.4,16.2,25.3,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),69,224,,10/01/2019,03/31/2020
034030,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712,Pima,Hours of physical-restraint use,0.07,40.4,24876,,Hours of seclusion use,0.00,0.25,24876,,Patients discharged on multiple antipsychotic medications with appropriate justification,30.00,23,,Screening for metabolic disorders (SMD),71,343,,Alcohol use brief intervention provided or offered,88,120,,67,120,,Alcohol and other drug use disorder treatment provided or offered at discharge,73,248,,61,248,,Tobacco use treatment provided or offered,86,249,,47,249,,Tobacco use treatment provided or offered at discharge,81,243,,10,243,,Transition record with specified elements received by discharged patients (TR1),91,771,,Timely transmission of transition record (TR2),71,771,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54.4,114,,36,114,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,77.4,186,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,249,20.7,17.1,24.5,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),79,175,,10/01/2019,03/31/2020
034031,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE,PHOENIX,AZ,85027,Maricopa,Hours of physical-restraint use,0.04,32.03,34021,,Hours of seclusion use,0.03,27.75,34021,,Patients discharged on multiple antipsychotic medications with appropriate justification,91.00,46,,Screening for metabolic disorders (SMD),94,677,,Alcohol use brief intervention provided or offered,69,87,,59,87,,Alcohol and other drug use disorder treatment provided or offered at discharge,62,173,,48,173,,Tobacco use treatment provided or offered,81,178,,47,178,,Tobacco use treatment provided or offered at discharge,65,156,,9,156,,Transition record with specified elements received by discharged patients (TR1),99,925,,Timely transmission of transition record (TR2),98,925,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.8,138,,38.4,138,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,81.6,223,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,541,22.4,19.2,26.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),78,233,,10/01/2019,03/31/2020
034032,"COPPER SPRINGS HOSPITAL, LLC",10550 WEST MCDOWELL ROAD,AVONDALE,AZ,85392,Maricopa,Hours of physical-restraint use,0.00,0.55,26071,,Hours of seclusion use,0.00,1.07,26071,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,361,,Alcohol use brief intervention provided or offered,80,163,,71,163,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,589,,93,589,,Tobacco use treatment provided or offered,95,584,,2,584,,Tobacco use treatment provided or offered at discharge,84,526,,0,526,,Transition record with specified elements received by discharged patients (TR1),99,736,,Timely transmission of transition record (TR2),60,736,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49.1,53,,30.2,53,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,70.2,121,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,165,24,19.7,28.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),75,183,,10/01/2019,03/31/2020
034033,CORNERSTONE BEHAVIORAL HEALTH EL DORADO,1400 NORTH WILMOT ROAD,TUCSON,AZ,85712,Pima,Hours of physical-restraint use,0.00,1.17,10926,,Hours of seclusion use,0.00,0,10926,,Patients discharged on multiple antipsychotic medications with appropriate justification,20.00,54,,Screening for metabolic disorders (SMD),53,278,,Alcohol use brief intervention provided or offered,94,290,,94,290,,Alcohol and other drug use disorder treatment provided or offered at discharge,71,525,,69,525,,Tobacco use treatment provided or offered,61,442,,24,442,,Tobacco use treatment provided or offered at discharge,22,356,,2,356,,Transition record with specified elements received by discharged patients (TR1),21,687,,Timely transmission of transition record (TR2),14,687,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,35,40,,22.5,40,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,131,22.9,18.3,28.3,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),50,269,,10/01/2019,03/31/2020
034034,DESTINY SPRINGS HEALTHCARE,17300 NORTH DYSART ROAD,SURPRISE,AZ,85378,Maricopa,Hours of physical-restraint use,0.00,0.22,3108,,Hours of seclusion use,0.08,6.22,3108,,Patients discharged on multiple antipsychotic medications with appropriate justification,0.00,13,,Screening for metabolic disorders (SMD),1,73,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,68,22,,55,22,,Tobacco use treatment provided or offered,12,33,,9,33,,Tobacco use treatment provided or offered at discharge,0,33,,0,33,,Transition record with specified elements received by discharged patients (TR1),0,153,,Timely transmission of transition record (TR2),0,153,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),40,146,,10/01/2019,03/31/2020
